GISJOIN,GISJOIN_T,COUNTY_CODE,STATEA,COUNTYA,TRACTA,BLOCKA,whites,blacks,asians,native_americans,others,latino,tot
G26016305145001022,G2601630514500,26163,26,163,514500,1022,0,37,0,0,4,0,41
G26016305145001023,G2601630514500,26163,26,163,514500,1023,4,9,0,0,0,0,13
G26016305145001024,G2601630514500,26163,26,163,514500,1024,0,60,0,0,1,0,61
G26016305145001025,G2601630514500,26163,26,163,514500,1025,0,71,0,0,0,0,71
G26016305145001026,G2601630514500,26163,26,163,514500,1026,0,26,0,0,1,0,27
G26016305152001000,G2601630515200,26163,26,163,515200,1000,0,19,0,0,0,0,19
G26016305152001001,G2601630515200,26163,26,163,515200,1001,0,17,0,0,2,0,19
G26016305152001002,G2601630515200,26163,26,163,515200,1002,3,24,0,0,1,1,29
G26016305152001003,G2601630515200,26163,26,163,515200,1003,16,26,0,0,2,0,44
G26016305152001004,G2601630515200,26163,26,163,515200,1004,7,47,0,0,6,2,62
G26016305152001005,G2601630515200,26163,26,163,515200,1005,5,19,2,0,0,0,26
G26016305152001006,G2601630515200,26163,26,163,515200,1006,0,62,4,0,5,2,73
G26016305152001007,G2601630515200,26163,26,163,515200,1007,16,43,0,0,0,1,60
G26016305152001008,G2601630515200,26163,26,163,515200,1008,7,26,2,0,2,0,37
G26016305152001009,G2601630515200,26163,26,163,515200,1009,45,56,2,0,2,10,115
G26016305152001010,G2601630515200,26163,26,163,515200,1010,26,45,0,0,0,8,79
G26016305152001011,G2601630515200,26163,26,163,515200,1011,3,14,0,0,0,0,17
G26016305152001012,G2601630515200,26163,26,163,515200,1012,7,23,0,0,1,1,32
G26016305152001013,G2601630515200,26163,26,163,515200,1013,0,27,0,0,1,0,28
G26016305152001014,G2601630515200,26163,26,163,515200,1014,0,5,0,0,0,0,5
G26016305152001015,G2601630515200,26163,26,163,515200,1015,0,12,0,0,1,0,13
G26016305152001016,G2601630515200,26163,26,163,515200,1016,9,11,0,0,2,0,22
G26016305152001017,G2601630515200,26163,26,163,515200,1017,0,12,0,0,2,2,16
G26016305152001018,G2601630515200,26163,26,163,515200,1018,0,9,0,0,2,1,12
G26016305152002000,G2601630515200,26163,26,163,515200,2000,0,29,0,0,6,0,35
G26016305152002001,G2601630515200,26163,26,163,515200,2001,0,31,0,0,0,4,35
G26016305152002002,G2601630515200,26163,26,163,515200,2002,0,4,0,0,0,1,5
G26016305152002003,G2601630515200,26163,26,163,515200,2003,0,17,0,0,2,1,20
G26016305152002004,G2601630515200,26163,26,163,515200,2004,2,31,0,0,2,0,35
G26016305152002005,G2601630515200,26163,26,163,515200,2005,3,17,0,0,0,0,20
G26016305152002006,G2601630515200,26163,26,163,515200,2006,0,22,0,0,0,1,23
G26016305152002007,G2601630515200,26163,26,163,515200,2007,3,40,0,0,0,0,43
G26016305152002008,G2601630515200,26163,26,163,515200,2008,0,0,0,0,0,0,0
G26016305152002009,G2601630515200,26163,26,163,515200,2009,0,0,0,0,0,0,0
G26016305152002010,G2601630515200,26163,26,163,515200,2010,0,0,0,0,0,0,0
G26016305152002011,G2601630515200,26163,26,163,515200,2011,0,1,3,0,0,0,4
G26016305152002012,G2601630515200,26163,26,163,515200,2012,1,7,0,0,0,1,9
G26016305152002013,G2601630515200,26163,26,163,515200,2013,5,31,0,0,3,0,39
G26016305152002014,G2601630515200,26163,26,163,515200,2014,2,64,0,0,0,3,69
G26016305152002015,G2601630515200,26163,26,163,515200,2015,0,27,0,0,1,1,29
G26016305152002016,G2601630515200,26163,26,163,515200,2016,0,31,0,0,0,0,31
G26016305152002017,G2601630515200,26163,26,163,515200,2017,3,26,0,0,0,1,30
G26016305152002018,G2601630515200,26163,26,163,515200,2018,0,33,0,0,0,0,33
G26016305152002019,G2601630515200,26163,26,163,515200,2019,1,9,0,0,0,0,10
G26016305152002020,G2601630515200,26163,26,163,515200,2020,0,7,0,0,0,1,8
G26016305152002021,G2601630515200,26163,26,163,515200,2021,0,0,0,0,0,0,0
G26016305152002022,G2601630515200,26163,26,163,515200,2022,0,2,1,0,1,0,4
G26016305152002023,G2601630515200,26163,26,163,515200,2023,3,12,0,0,3,0,18
G26016305152002024,G2601630515200,26163,26,163,515200,2024,17,75,0,0,4,11,107
G26016305153001000,G2601630515300,26163,26,163,515300,1000,47,37,5,0,3,5,97
G26016305153001001,G2601630515300,26163,26,163,515300,1001,33,54,0,0,4,1,92
G26016305153001002,G2601630515300,26163,26,163,515300,1002,9,17,4,0,1,2,33
G26016305153001003,G2601630515300,26163,26,163,515300,1003,11,31,0,0,2,0,44
G26016305153001004,G2601630515300,26163,26,163,515300,1004,7,4,0,0,3,0,14
G26016305153001005,G2601630515300,26163,26,163,515300,1005,7,37,0,0,3,0,47
G26016305153001006,G2601630515300,26163,26,163,515300,1006,2,30,0,0,5,4,41
G26016305153001007,G2601630515300,26163,26,163,515300,1007,6,6,0,0,1,4,17
G26016305153001008,G2601630515300,26163,26,163,515300,1008,2,13,0,0,3,5,23
G26016305153001009,G2601630515300,26163,26,163,515300,1009,6,57,2,0,2,2,69
G26016305153001010,G2601630515300,26163,26,163,515300,1010,7,23,1,0,0,4,35
G26016305153001011,G2601630515300,26163,26,163,515300,1011,0,60,0,0,3,1,64
G26016305153001012,G2601630515300,26163,26,163,515300,1012,0,6,0,0,1,6,13
G26016305153001013,G2601630515300,26163,26,163,515300,1013,19,3,0,0,7,0,29
G26016305153001014,G2601630515300,26163,26,163,515300,1014,32,23,0,0,5,2,62
G26016305153001015,G2601630515300,26163,26,163,515300,1015,0,14,0,0,2,5,21
G26016305153001016,G2601630515300,26163,26,163,515300,1016,13,21,3,0,6,0,43
G26016305153001017,G2601630515300,26163,26,163,515300,1017,9,14,0,0,1,1,25
G26016305153001018,G2601630515300,26163,26,163,515300,1018,110,52,7,0,11,6,186
G26016305153001019,G2601630515300,26163,26,163,515300,1019,56,41,0,0,9,4,110
G26016305153001020,G2601630515300,26163,26,163,515300,1020,47,109,1,0,8,0,165
G26016305153001021,G2601630515300,26163,26,163,515300,1021,19,3,0,0,0,0,22
G26016305153001022,G2601630515300,26163,26,163,515300,1022,4,43,1,0,5,0,53
G26016305153001023,G2601630515300,26163,26,163,515300,1023,6,32,0,0,6,3,47
G26016305153001024,G2601630515300,26163,26,163,515300,1024,0,0,0,0,0,0,0
G26016305153001025,G2601630515300,26163,26,163,515300,1025,1,44,0,1,0,0,46
G26016305153001026,G2601630515300,26163,26,163,515300,1026,2,55,0,3,4,1,65
G26016305153001027,G2601630515300,26163,26,163,515300,1027,8,60,0,0,4,1,73
G26016305153002000,G2601630515300,26163,26,163,515300,2000,0,0,0,0,0,0,0
G26016305153002001,G2601630515300,26163,26,163,515300,2001,43,132,2,2,3,2,184
G26016305153002002,G2601630515300,26163,26,163,515300,2002,34,28,0,0,1,1,64
G26016305153002003,G2601630515300,26163,26,163,515300,2003,34,66,0,0,1,0,101
G26016305153002004,G2601630515300,26163,26,163,515300,2004,9,511,0,0,24,2,546
G26016305153002005,G2601630515300,26163,26,163,515300,2005,6,83,0,0,2,1,92
G26016305153002006,G2601630515300,26163,26,163,515300,2006,0,52,2,0,0,0,54
G26016305153002007,G2601630515300,26163,26,163,515300,2007,4,58,2,0,5,1,70
G26016305153002008,G2601630515300,26163,26,163,515300,2008,2,52,0,0,6,0,60
G26016305153002009,G2601630515300,26163,26,163,515300,2009,1,0,0,0,0,0,1
G26016305153002010,G2601630515300,26163,26,163,515300,2010,0,0,0,0,0,0,0
G26016305154001000,G2601630515400,26163,26,163,515400,1000,22,28,0,0,1,0,51
G26016305154001001,G2601630515400,26163,26,163,515400,1001,24,22,1,0,0,1,48
G26016305154001002,G2601630515400,26163,26,163,515400,1002,5,11,0,0,0,1,17
G26016305154001003,G2601630515400,26163,26,163,515400,1003,0,24,0,0,2,0,26
G26016305154001004,G2601630515400,26163,26,163,515400,1004,6,8,0,0,0,2,16
G26016305154001005,G2601630515400,26163,26,163,515400,1005,21,19,0,2,5,3,50
G26016305154001006,G2601630515400,26163,26,163,515400,1006,31,5,0,0,4,2,42
G26016305154001007,G2601630515400,26163,26,163,515400,1007,9,18,0,0,2,1,30
G26016305154001008,G2601630515400,26163,26,163,515400,1008,0,37,0,0,0,10,47
G26016305154001009,G2601630515400,26163,26,163,515400,1009,36,4,0,0,1,1,42
G26016305154001010,G2601630515400,26163,26,163,515400,1010,22,2,3,0,0,0,27
G26016305154001011,G2601630515400,26163,26,163,515400,1011,28,16,0,0,3,1,48
G26016305154001012,G2601630515400,26163,26,163,515400,1012,13,6,0,0,9,0,28
G26016305154001013,G2601630515400,26163,26,163,515400,1013,27,11,0,0,2,1,41
G26016305154001014,G2601630515400,26163,26,163,515400,1014,32,5,0,0,0,3,40
G26016305154001015,G2601630515400,26163,26,163,515400,1015,11,24,0,0,2,1,38
G26016305154002000,G2601630515400,26163,26,163,515400,2000,8,16,0,0,8,3,35
G26016305154002001,G2601630515400,26163,26,163,515400,2001,5,23,0,0,1,1,30
G26016305154002002,G2601630515400,26163,26,163,515400,2002,8,16,0,0,0,0,24
G26016305154002003,G2601630515400,26163,26,163,515400,2003,42,12,3,0,2,0,59
G26016305154002004,G2601630515400,26163,26,163,515400,2004,28,12,0,0,0,5,45
G26016305154002005,G2601630515400,26163,26,163,515400,2005,34,7,0,0,4,0,45
G26016305154002006,G2601630515400,26163,26,163,515400,2006,35,2,0,0,0,1,38
G26016305154002007,G2601630515400,26163,26,163,515400,2007,9,17,0,0,7,1,34
G26016305154002008,G2601630515400,26163,26,163,515400,2008,33,24,0,0,6,3,66
G26016305154002009,G2601630515400,26163,26,163,515400,2009,34,12,0,1,0,3,50
G26016305154002010,G2601630515400,26163,26,163,515400,2010,32,14,3,0,10,2,61
G26016305154002011,G2601630515400,26163,26,163,515400,2011,109,46,5,0,3,3,166
G26016305154002012,G2601630515400,26163,26,163,515400,2012,37,15,0,0,1,4,57
G26016305154002013,G2601630515400,26163,26,163,515400,2013,40,9,0,1,4,3,57
G26016305157001000,G2601630515700,26163,26,163,515700,1000,16,65,5,0,10,12,108
G26016305157001001,G2601630515700,26163,26,163,515700,1001,11,64,0,0,19,8,102
G26016305157001002,G2601630515700,26163,26,163,515700,1002,14,53,6,0,9,9,91
G26016305157001003,G2601630515700,26163,26,163,515700,1003,171,687,12,0,22,25,917
G26016305157001004,G2601630515700,26163,26,163,515700,1004,122,403,4,0,10,9,548
G26016305157002000,G2601630515700,26163,26,163,515700,2000,311,1256,33,7,63,9,1679
G26016305157003000,G2601630515700,26163,26,163,515700,3000,0,0,0,0,0,0,0
G26016305157003001,G2601630515700,26163,26,163,515700,3001,69,1054,8,0,29,13,1173
G26016305157003002,G2601630515700,26163,26,163,515700,3002,0,0,0,0,0,0,0
G26016305157003003,G2601630515700,26163,26,163,515700,3003,0,0,0,0,0,0,0
G26016305160001000,G2601630516000,26163,26,163,516000,1000,1,38,0,0,2,3,44
G26016305160001001,G2601630516000,26163,26,163,516000,1001,0,0,0,0,0,0,0
G26016305160001002,G2601630516000,26163,26,163,516000,1002,3,40,0,0,2,1,46
G26016305160001003,G2601630516000,26163,26,163,516000,1003,0,56,0,0,2,4,62
G26016305160001004,G2601630516000,26163,26,163,516000,1004,0,34,0,0,5,0,39
G26016305160001005,G2601630516000,26163,26,163,516000,1005,2,18,0,0,6,0,26
G26016305160001006,G2601630516000,26163,26,163,516000,1006,1,23,3,0,4,1,32
G26016305160001007,G2601630516000,26163,26,163,516000,1007,2,31,2,0,0,2,37
G26016305160001008,G2601630516000,26163,26,163,516000,1008,10,47,0,0,2,1,60
G26016305160001009,G2601630516000,26163,26,163,516000,1009,8,68,0,0,4,0,80
G26016305160001010,G2601630516000,26163,26,163,516000,1010,0,0,0,0,0,0,0
G26016305160001011,G2601630516000,26163,26,163,516000,1011,5,68,0,0,0,1,74
G26016305160001012,G2601630516000,26163,26,163,516000,1012,14,46,0,0,0,1,61
G26016305160001013,G2601630516000,26163,26,163,516000,1013,12,76,4,0,1,0,93
G26016305160001014,G2601630516000,26163,26,163,516000,1014,0,0,0,0,0,0,0
G26016305160001015,G2601630516000,26163,26,163,516000,1015,7,37,0,0,1,2,47
G26016305160001016,G2601630516000,26163,26,163,516000,1016,11,8,2,0,2,6,29
G26016305160001017,G2601630516000,26163,26,163,516000,1017,6,85,0,0,7,7,105
G26016305160001018,G2601630516000,26163,26,163,516000,1018,20,71,0,0,0,0,91
G26016305160001019,G2601630516000,26163,26,163,516000,1019,6,55,0,2,5,1,69
G26016305160001020,G2601630516000,26163,26,163,516000,1020,14,104,0,0,4,0,122
G26016305160001021,G2601630516000,26163,26,163,516000,1021,11,75,0,0,5,1,92
G26016305160001022,G2601630516000,26163,26,163,516000,1022,1,17,0,0,0,0,18
G26016305160001023,G2601630516000,26163,26,163,516000,1023,0,12,0,0,0,0,12
G26016305160002000,G2601630516000,26163,26,163,516000,2000,0,18,0,0,0,0,18
G26016305160002001,G2601630516000,26163,26,163,516000,2001,0,15,0,0,1,0,16
G26016305160002002,G2601630516000,26163,26,163,516000,2002,0,64,0,1,3,0,68
G26016305160002003,G2601630516000,26163,26,163,516000,2003,0,14,0,0,0,1,15
G26016305160002004,G2601630516000,26163,26,163,516000,2004,1,3,0,0,0,2,6
G26016305160002005,G2601630516000,26163,26,163,516000,2005,0,0,0,0,0,0,0
G26016305160002006,G2601630516000,26163,26,163,516000,2006,0,0,0,0,0,0,0
G26016305160002007,G2601630516000,26163,26,163,516000,2007,0,0,0,0,0,0,0
G26016305160002008,G2601630516000,26163,26,163,516000,2008,4,28,0,0,0,1,33
G26016305160002009,G2601630516000,26163,26,163,516000,2009,0,3,0,0,0,0,3
G26016305160002010,G2601630516000,26163,26,163,516000,2010,0,13,0,0,1,0,14
G26016305160002011,G2601630516000,26163,26,163,516000,2011,0,1,0,0,0,1,2
G26016305160002012,G2601630516000,26163,26,163,516000,2012,0,17,0,0,0,0,17
G26016305160002013,G2601630516000,26163,26,163,516000,2013,0,31,0,0,0,0,31
G26016305160002014,G2601630516000,26163,26,163,516000,2014,1,39,0,0,0,0,40
G26016305160002015,G2601630516000,26163,26,163,516000,2015,0,53,0,0,1,0,54
G26016305160002016,G2601630516000,26163,26,163,516000,2016,0,25,0,0,1,0,26
G26016305160002017,G2601630516000,26163,26,163,516000,2017,0,45,0,0,0,0,45
G26016305160002018,G2601630516000,26163,26,163,516000,2018,0,19,0,0,0,0,19
G26016305160002019,G2601630516000,26163,26,163,516000,2019,0,52,0,0,1,0,53
G26016305160002020,G2601630516000,26163,26,163,516000,2020,0,30,0,0,0,0,30
G26016305160002021,G2601630516000,26163,26,163,516000,2021,5,11,0,0,0,0,16
G26016305160002022,G2601630516000,26163,26,163,516000,2022,0,20,1,0,0,0,21
G26016305160002023,G2601630516000,26163,26,163,516000,2023,2,26,0,0,2,0,30
G26016305160002024,G2601630516000,26163,26,163,516000,2024,0,21,0,0,3,1,25
G26016305160002025,G2601630516000,26163,26,163,516000,2025,3,15,0,0,0,3,21
G26016305160002026,G2601630516000,26163,26,163,516000,2026,0,62,0,3,0,1,66
G26016305160002027,G2601630516000,26163,26,163,516000,2027,3,38,0,0,1,3,45
G26016305160002028,G2601630516000,26163,26,163,516000,2028,0,22,0,0,1,0,23
G26016305160002029,G2601630516000,26163,26,163,516000,2029,5,95,1,0,0,0,101
G26016305160002030,G2601630516000,26163,26,163,516000,2030,6,29,0,0,5,0,40
G26016305160002031,G2601630516000,26163,26,163,516000,2031,12,29,0,0,2,0,43
G26016305160002032,G2601630516000,26163,26,163,516000,2032,0,12,0,0,0,0,12
G26016305160002033,G2601630516000,26163,26,163,516000,2033,1,22,0,1,0,0,24
G26016305160002034,G2601630516000,26163,26,163,516000,2034,0,35,0,0,4,0,39
G26016305160002035,G2601630516000,26163,26,163,516000,2035,0,0,0,0,0,0,0
G26016305160002036,G2601630516000,26163,26,163,516000,2036,0,0,0,0,0,0,0
G26016305160002037,G2601630516000,26163,26,163,516000,2037,0,0,0,0,0,0,0
G26016305164001000,G2601630516400,26163,26,163,516400,1000,9,44,1,0,4,5,63
G26016305164001001,G2601630516400,26163,26,163,516400,1001,10,38,0,0,3,0,51
G26016305164001002,G2601630516400,26163,26,163,516400,1002,3,26,0,0,0,0,29
G26016305164001003,G2601630516400,26163,26,163,516400,1003,2,1,0,0,0,1,4
G26016305164001004,G2601630516400,26163,26,163,516400,1004,0,0,0,0,0,0,0
G26016305164001005,G2601630516400,26163,26,163,516400,1005,0,3,0,0,0,2,5
G26016305164001006,G2601630516400,26163,26,163,516400,1006,0,0,0,0,0,0,0
G26016305164001007,G2601630516400,26163,26,163,516400,1007,0,9,0,0,4,0,13
G26016305164001008,G2601630516400,26163,26,163,516400,1008,0,0,0,0,1,0,1
G26016305164001009,G2601630516400,26163,26,163,516400,1009,2,8,0,0,1,0,11
G26016305164001010,G2601630516400,26163,26,163,516400,1010,0,0,0,0,0,0,0
G26016305164001011,G2601630516400,26163,26,163,516400,1011,1,4,1,0,0,0,6
G26016305164001012,G2601630516400,26163,26,163,516400,1012,0,18,0,0,1,0,19
G26016305164001013,G2601630516400,26163,26,163,516400,1013,0,45,0,0,0,1,46
G26016305164001014,G2601630516400,26163,26,163,516400,1014,0,39,0,0,1,0,40
G26016305164001015,G2601630516400,26163,26,163,516400,1015,13,41,0,0,2,1,57
G26016305164001016,G2601630516400,26163,26,163,516400,1016,2,6,0,0,0,0,8
G26016305164001017,G2601630516400,26163,26,163,516400,1017,0,0,0,0,0,2,2
G26016305164001018,G2601630516400,26163,26,163,516400,1018,0,3,0,0,2,0,5
G26016305164001019,G2601630516400,26163,26,163,516400,1019,0,5,0,0,0,0,5
G26016305164001020,G2601630516400,26163,26,163,516400,1020,6,31,0,0,0,3,40
G26016305164001021,G2601630516400,26163,26,163,516400,1021,1,5,0,0,0,0,6
G26016305164001022,G2601630516400,26163,26,163,516400,1022,20,6,2,0,1,3,32
G26016305164001023,G2601630516400,26163,26,163,516400,1023,1,9,0,0,0,0,10
G26016305164001024,G2601630516400,26163,26,163,516400,1024,0,22,0,0,0,0,22
G26016305164001025,G2601630516400,26163,26,163,516400,1025,2,0,0,0,1,4,7
G26016305164001026,G2601630516400,26163,26,163,516400,1026,2,7,0,0,4,3,16
G26016305164001027,G2601630516400,26163,26,163,516400,1027,230,166,13,0,7,12,428
G26016305164001028,G2601630516400,26163,26,163,516400,1028,4,1,3,3,2,0,13
G26016305164001029,G2601630516400,26163,26,163,516400,1029,0,5,0,0,2,0,7
G26016305164001030,G2601630516400,26163,26,163,516400,1030,0,14,0,0,4,2,20
G26016305164001031,G2601630516400,26163,26,163,516400,1031,0,0,0,0,0,0,0
G26016305164001032,G2601630516400,26163,26,163,516400,1032,0,3,0,0,3,2,8
G26016305164001033,G2601630516400,26163,26,163,516400,1033,0,104,2,0,3,0,109
G26016305164001034,G2601630516400,26163,26,163,516400,1034,0,0,0,0,0,0,0
G26016305164001035,G2601630516400,26163,26,163,516400,1035,0,3,4,0,3,4,14
G26016305165001000,G2601630516500,26163,26,163,516500,1000,50,44,4,0,0,1,99
G26016305165001001,G2601630516500,26163,26,163,516500,1001,4,1,0,0,0,0,5
G26016305165001002,G2601630516500,26163,26,163,516500,1002,0,30,0,0,1,1,32
G26016305165001003,G2601630516500,26163,26,163,516500,1003,45,41,6,0,1,1,94
G26016305165001004,G2601630516500,26163,26,163,516500,1004,0,0,0,0,0,0,0
G26016305165001005,G2601630516500,26163,26,163,516500,1005,0,0,0,0,0,0,0
G26016305165001006,G2601630516500,26163,26,163,516500,1006,168,157,11,0,25,10,371
G26016305165001007,G2601630516500,26163,26,163,516500,1007,0,0,0,0,0,0,0
G26016305165001008,G2601630516500,26163,26,163,516500,1008,5,0,0,0,2,5,12
G26016305165001009,G2601630516500,26163,26,163,516500,1009,5,0,0,0,1,1,7
G26016305165001010,G2601630516500,26163,26,163,516500,1010,7,4,0,0,2,0,13
G26016305165001011,G2601630516500,26163,26,163,516500,1011,0,0,0,0,0,0,0
G26016305165001012,G2601630516500,26163,26,163,516500,1012,16,33,10,0,7,7,73
G26016305165001013,G2601630516500,26163,26,163,516500,1013,23,46,3,0,3,2,77
G26016305165001014,G2601630516500,26163,26,163,516500,1014,0,0,0,0,0,0,0
G26016305165001015,G2601630516500,26163,26,163,516500,1015,10,19,0,0,10,3,42
G26016305165001016,G2601630516500,26163,26,163,516500,1016,0,0,0,0,0,0,0
G26016305165001017,G2601630516500,26163,26,163,516500,1017,0,9,0,0,2,3,14
G26016305165001018,G2601630516500,26163,26,163,516500,1018,3,1,3,0,7,5,19
G26016305165001019,G2601630516500,26163,26,163,516500,1019,40,32,13,0,4,0,89
G26016305165001020,G2601630516500,26163,26,163,516500,1020,78,61,6,0,7,11,163
G26016305165001021,G2601630516500,26163,26,163,516500,1021,3,3,0,0,3,0,9
G26016305165002000,G2601630516500,26163,26,163,516500,2000,0,0,0,0,0,0,0
G26016305165002001,G2601630516500,26163,26,163,516500,2001,193,252,16,2,4,9,476
G26016305165002002,G2601630516500,26163,26,163,516500,2002,46,53,5,0,3,2,109
G26016305165002003,G2601630516500,26163,26,163,516500,2003,0,0,0,0,0,0,0
G26016305165002004,G2601630516500,26163,26,163,516500,2004,21,21,0,0,5,1,48
G26016305165002005,G2601630516500,26163,26,163,516500,2005,30,41,2,0,8,3,84
G26016305165002006,G2601630516500,26163,26,163,516500,2006,4,5,0,0,1,1,11
G26016305165002007,G2601630516500,26163,26,163,516500,2007,1,3,1,0,2,0,7
G26016305165002008,G2601630516500,26163,26,163,516500,2008,0,0,0,0,0,0,0
G26016305165002009,G2601630516500,26163,26,163,516500,2009,0,0,0,0,0,0,0
G26016305165002010,G2601630516500,26163,26,163,516500,2010,0,0,0,0,0,0,0
G26016305165002011,G2601630516500,26163,26,163,516500,2011,12,49,6,0,5,5,77
G26016305165002012,G2601630516500,26163,26,163,516500,2012,10,152,1,0,7,2,172
G26016305165002013,G2601630516500,26163,26,163,516500,2013,0,0,0,0,0,0,0
G26016305165002014,G2601630516500,26163,26,163,516500,2014,0,0,0,0,0,0,0
G26016305165002015,G2601630516500,26163,26,163,516500,2015,0,0,0,0,0,0,0
G26016305165002016,G2601630516500,26163,26,163,516500,2016,0,0,0,0,0,0,0
G26016305165002017,G2601630516500,26163,26,163,516500,2017,117,96,9,0,3,13,238
G26016305165002018,G2601630516500,26163,26,163,516500,2018,135,71,5,0,3,5,219
G26016305166001000,G2601630516600,26163,26,163,516600,1000,0,0,0,0,0,0,0
G26016305166001001,G2601630516600,26163,26,163,516600,1001,0,0,0,0,0,0,0
G26016305166001002,G2601630516600,26163,26,163,516600,1002,26,1266,1,2,10,2,1307
G26016305166001003,G2601630516600,26163,26,163,516600,1003,0,0,0,0,0,0,0
G26016305166001004,G2601630516600,26163,26,163,516600,1004,0,0,0,0,0,0,0
G26016305166001005,G2601630516600,26163,26,163,516600,1005,0,0,0,0,0,0,0
G26016305166001006,G2601630516600,26163,26,163,516600,1006,2,7,0,0,9,3,21
G26016305166001007,G2601630516600,26163,26,163,516600,1007,0,0,0,0,0,0,0
G26016305166001008,G2601630516600,26163,26,163,516600,1008,0,0,0,0,0,0,0
G26016305166001009,G2601630516600,26163,26,163,516600,1009,0,0,0,0,0,0,0
G26016305166002000,G2601630516600,26163,26,163,516600,2000,0,0,0,0,0,0,0
G26016305166002001,G2601630516600,26163,26,163,516600,2001,0,0,0,0,0,0,0
G26016305166002002,G2601630516600,26163,26,163,516600,2002,0,0,0,0,0,0,0
G26016305166002003,G2601630516600,26163,26,163,516600,2003,0,0,0,0,0,0,0
G26016305166002004,G2601630516600,26163,26,163,516600,2004,0,0,0,0,0,0,0
G26016305166002005,G2601630516600,26163,26,163,516600,2005,2,7,0,1,7,8,25
G26016305166002006,G2601630516600,26163,26,163,516600,2006,0,0,0,0,0,0,0
G26016305166003000,G2601630516600,26163,26,163,516600,3000,0,0,0,0,0,0,0
G26016305166003001,G2601630516600,26163,26,163,516600,3001,0,0,0,0,0,0,0
G26016305166003002,G2601630516600,26163,26,163,516600,3002,37,706,5,4,24,8,784
G26016305166003003,G2601630516600,26163,26,163,516600,3003,14,200,0,0,15,4,233
G26016305166003004,G2601630516600,26163,26,163,516600,3004,0,0,0,0,0,0,0
G26016305166003005,G2601630516600,26163,26,163,516600,3005,0,0,0,0,0,0,0
G26016305166003006,G2601630516600,26163,26,163,516600,3006,0,0,0,0,0,0,0
G26016305166003007,G2601630516600,26163,26,163,516600,3007,0,0,0,0,0,0,0
G26016305166003008,G2601630516600,26163,26,163,516600,3008,0,0,0,0,0,0,0
G26016305166003009,G2601630516600,26163,26,163,516600,3009,2,4,0,0,1,0,7
G26016305167001000,G2601630516700,26163,26,163,516700,1000,14,862,3,0,25,4,908
G26016305167001001,G2601630516700,26163,26,163,516700,1001,5,42,5,0,3,1,56
G26016305167001002,G2601630516700,26163,26,163,516700,1002,0,0,0,0,0,0,0
G26016305167001003,G2601630516700,26163,26,163,516700,1003,0,0,0,0,0,0,0
G26016305167002000,G2601630516700,26163,26,163,516700,2000,6,962,0,1,20,11,1000
G26016305167003000,G2601630516700,26163,26,163,516700,3000,39,836,1,3,15,15,909
G26016305167003001,G2601630516700,26163,26,163,516700,3001,4,325,3,0,6,7,345
G26016305168001000,G2601630516800,26163,26,163,516800,1000,0,0,0,0,0,0,0
G26016305168001001,G2601630516800,26163,26,163,516800,1001,17,20,0,0,6,4,47
G26016305168001002,G2601630516800,26163,26,163,516800,1002,2,4,0,0,1,1,8
G26016305168001003,G2601630516800,26163,26,163,516800,1003,0,22,0,1,0,0,23
G26016305168001004,G2601630516800,26163,26,163,516800,1004,0,1,0,0,0,0,1
G26016305168001005,G2601630516800,26163,26,163,516800,1005,1,9,0,0,0,0,10
G26016305168001006,G2601630516800,26163,26,163,516800,1006,0,27,0,0,4,0,31
G26016305168001007,G2601630516800,26163,26,163,516800,1007,0,7,0,0,0,2,9
G26016305168001008,G2601630516800,26163,26,163,516800,1008,0,2,0,0,0,0,2
G26016305168001009,G2601630516800,26163,26,163,516800,1009,0,20,0,0,1,0,21
G26016305168001010,G2601630516800,26163,26,163,516800,1010,0,9,0,0,0,1,10
G26016305168001011,G2601630516800,26163,26,163,516800,1011,0,18,0,2,0,1,21
G26016305168001012,G2601630516800,26163,26,163,516800,1012,0,10,0,0,0,0,10
G26016305168001013,G2601630516800,26163,26,163,516800,1013,1,25,0,0,0,0,26
G26016305168001014,G2601630516800,26163,26,163,516800,1014,4,27,0,0,2,2,35
G26016305168001015,G2601630516800,26163,26,163,516800,1015,0,0,0,0,0,0,0
G26016305168001016,G2601630516800,26163,26,163,516800,1016,0,3,0,0,0,0,3
G26016305168001017,G2601630516800,26163,26,163,516800,1017,0,0,0,0,0,0,0
G26016305168001018,G2601630516800,26163,26,163,516800,1018,0,0,0,0,0,0,0
G26016305168001019,G2601630516800,26163,26,163,516800,1019,0,3,0,0,0,0,3
G26016305168001020,G2601630516800,26163,26,163,516800,1020,0,0,0,0,0,0,0
G26016305168001021,G2601630516800,26163,26,163,516800,1021,0,4,0,0,0,0,4
G26016305168001022,G2601630516800,26163,26,163,516800,1022,0,7,1,0,1,0,9
G26016305168001023,G2601630516800,26163,26,163,516800,1023,0,0,0,0,0,0,0
G26016305168001024,G2601630516800,26163,26,163,516800,1024,0,0,0,0,0,0,0
G26016305168001025,G2601630516800,26163,26,163,516800,1025,9,32,0,0,4,2,47
G26016305168001026,G2601630516800,26163,26,163,516800,1026,0,0,0,0,0,0,0
G26016305168001027,G2601630516800,26163,26,163,516800,1027,0,1,0,0,0,0,1
G26016305168001028,G2601630516800,26163,26,163,516800,1028,0,14,0,0,1,0,15
G26016305168001029,G2601630516800,26163,26,163,516800,1029,2,13,0,0,0,0,15
