GISJOIN,GISJOIN_T,COUNTY_CODE,STATEA,COUNTYA,TRACTA,BLOCKA,whites,blacks,asians,native_americans,others,latino,tot
G26016305001001000,G2601630500100,26163,26,163,500100,1000,3,5,0,0,3,3,14
G26016305001001001,G2601630500100,26163,26,163,500100,1001,13,82,0,0,5,0,100
G26016305001001002,G2601630500100,26163,26,163,500100,1002,3,77,0,0,1,1,82
G26016305001001003,G2601630500100,26163,26,163,500100,1003,0,49,0,0,1,0,50
G26016305001001004,G2601630500100,26163,26,163,500100,1004,0,65,1,0,0,0,66
G26016305001001005,G2601630500100,26163,26,163,500100,1005,13,51,0,1,2,0,67
G26016305001001006,G2601630500100,26163,26,163,500100,1006,4,76,1,0,2,0,83
G26016305001001007,G2601630500100,26163,26,163,500100,1007,0,6,0,0,0,0,6
G26016305001001008,G2601630500100,26163,26,163,500100,1008,3,13,0,0,3,0,19
G26016305001001009,G2601630500100,26163,26,163,500100,1009,1,40,0,0,1,1,43
G26016305001001010,G2601630500100,26163,26,163,500100,1010,2,68,1,0,1,0,72
G26016305001001011,G2601630500100,26163,26,163,500100,1011,8,80,0,0,0,0,88
G26016305001001012,G2601630500100,26163,26,163,500100,1012,3,24,0,0,0,0,27
G26016305001001013,G2601630500100,26163,26,163,500100,1013,0,42,0,0,3,0,45
G26016305001001014,G2601630500100,26163,26,163,500100,1014,4,21,0,0,0,0,25
G26016305001001015,G2601630500100,26163,26,163,500100,1015,2,0,0,1,2,0,5
G26016305001001016,G2601630500100,26163,26,163,500100,1016,0,12,0,0,0,0,12
G26016305001001017,G2601630500100,26163,26,163,500100,1017,0,0,0,0,0,0,0
G26016305001001018,G2601630500100,26163,26,163,500100,1018,2,37,0,0,0,3,42
G26016305001001019,G2601630500100,26163,26,163,500100,1019,0,52,0,0,0,1,53
G26016305001001020,G2601630500100,26163,26,163,500100,1020,1,63,1,0,1,2,68
G26016305001001021,G2601630500100,26163,26,163,500100,1021,3,37,0,0,1,1,42
G26016305001001022,G2601630500100,26163,26,163,500100,1022,1,18,0,0,0,0,19
G26016305001001023,G2601630500100,26163,26,163,500100,1023,0,28,0,0,2,0,30
G26016305001001024,G2601630500100,26163,26,163,500100,1024,0,39,0,0,3,0,42
G26016305001001025,G2601630500100,26163,26,163,500100,1025,3,75,0,0,0,0,78
G26016305001001026,G2601630500100,26163,26,163,500100,1026,0,133,0,0,0,0,133
G26016305001001027,G2601630500100,26163,26,163,500100,1027,0,8,0,0,0,0,8
G26016305001001028,G2601630500100,26163,26,163,500100,1028,0,11,0,0,1,0,12
G26016305001001029,G2601630500100,26163,26,163,500100,1029,0,0,0,0,0,0,0
G26016305001002000,G2601630500100,26163,26,163,500100,2000,4,69,0,0,1,0,74
G26016305001002001,G2601630500100,26163,26,163,500100,2001,4,48,1,0,0,3,56
G26016305001002002,G2601630500100,26163,26,163,500100,2002,9,78,0,0,0,0,87
G26016305001002003,G2601630500100,26163,26,163,500100,2003,4,47,0,0,0,0,51
G26016305001002004,G2601630500100,26163,26,163,500100,2004,1,31,0,0,1,1,34
G26016305001002005,G2601630500100,26163,26,163,500100,2005,4,72,0,0,0,0,76
G26016305001002006,G2601630500100,26163,26,163,500100,2006,0,100,0,0,2,1,103
G26016305001002007,G2601630500100,26163,26,163,500100,2007,0,79,0,0,0,2,81
G26016305001002008,G2601630500100,26163,26,163,500100,2008,8,96,0,0,0,1,105
G26016305001002009,G2601630500100,26163,26,163,500100,2009,0,106,1,0,2,3,112
G26016305001002010,G2601630500100,26163,26,163,500100,2010,0,0,0,0,0,0,0
G26016305001002011,G2601630500100,26163,26,163,500100,2011,0,0,0,0,0,0,0
G26016305001002012,G2601630500100,26163,26,163,500100,2012,11,79,0,0,0,0,90
G26016305001002013,G2601630500100,26163,26,163,500100,2013,8,56,1,1,0,2,68
G26016305001002014,G2601630500100,26163,26,163,500100,2014,7,72,0,0,3,1,83
G26016305001002015,G2601630500100,26163,26,163,500100,2015,2,80,0,0,0,0,82
G26016305001002016,G2601630500100,26163,26,163,500100,2016,4,67,0,0,6,4,81
G26016305001002017,G2601630500100,26163,26,163,500100,2017,4,85,0,0,3,0,92
G26016305001002018,G2601630500100,26163,26,163,500100,2018,0,0,0,0,0,0,0
G26016305001002019,G2601630500100,26163,26,163,500100,2019,0,54,0,0,0,1,55
G26016305001002020,G2601630500100,26163,26,163,500100,2020,2,76,0,0,3,0,81
G26016305001002021,G2601630500100,26163,26,163,500100,2021,1,49,0,0,5,2,57
G26016305001002022,G2601630500100,26163,26,163,500100,2022,2,24,0,0,0,0,26
G26016305001002023,G2601630500100,26163,26,163,500100,2023,0,24,0,0,1,2,27
G26016305001002024,G2601630500100,26163,26,163,500100,2024,3,32,0,0,0,0,35
G26016305001002025,G2601630500100,26163,26,163,500100,2025,1,51,0,0,2,1,55
G26016305001002026,G2601630500100,26163,26,163,500100,2026,0,84,0,0,0,1,85
G26016305001002027,G2601630500100,26163,26,163,500100,2027,1,66,0,0,2,0,69
G26016305001002028,G2601630500100,26163,26,163,500100,2028,0,67,0,0,0,1,68
G26016305001002029,G2601630500100,26163,26,163,500100,2029,8,75,0,0,5,0,88
G26016305001002030,G2601630500100,26163,26,163,500100,2030,3,71,1,0,2,0,77
G26016305001002031,G2601630500100,26163,26,163,500100,2031,0,81,0,0,1,0,82
G26016305001002032,G2601630500100,26163,26,163,500100,2032,7,67,0,0,0,0,74
G26016305001002033,G2601630500100,26163,26,163,500100,2033,0,10,0,0,0,2,12
G26016305001002034,G2601630500100,26163,26,163,500100,2034,13,57,0,0,1,0,71
G26016305001002035,G2601630500100,26163,26,163,500100,2035,1,92,1,0,3,1,98
G26016305001002036,G2601630500100,26163,26,163,500100,2036,2,36,0,0,2,0,40
G26016305001002037,G2601630500100,26163,26,163,500100,2037,9,60,0,0,0,4,73
G26016305001002038,G2601630500100,26163,26,163,500100,2038,2,34,0,0,4,2,42
G26016305001002039,G2601630500100,26163,26,163,500100,2039,2,61,0,0,4,0,67
G26016305001002040,G2601630500100,26163,26,163,500100,2040,0,68,2,0,2,1,73
G26016305001002041,G2601630500100,26163,26,163,500100,2041,2,32,0,0,1,0,35
G26016305002001000,G2601630500200,26163,26,163,500200,1000,0,24,0,0,0,2,26
G26016305002001001,G2601630500200,26163,26,163,500200,1001,0,64,0,0,1,2,67
G26016305002001002,G2601630500200,26163,26,163,500200,1002,4,75,0,0,1,0,80
G26016305002001003,G2601630500200,26163,26,163,500200,1003,0,93,1,0,0,5,99
G26016305002001004,G2601630500200,26163,26,163,500200,1004,8,105,0,0,4,2,119
G26016305002001005,G2601630500200,26163,26,163,500200,1005,0,0,0,0,0,0,0
G26016305002001006,G2601630500200,26163,26,163,500200,1006,3,42,2,0,3,0,50
G26016305002001007,G2601630500200,26163,26,163,500200,1007,6,92,0,0,3,2,103
G26016305002001008,G2601630500200,26163,26,163,500200,1008,0,123,1,0,2,2,128
G26016305002001009,G2601630500200,26163,26,163,500200,1009,3,63,0,6,2,2,76
G26016305002001010,G2601630500200,26163,26,163,500200,1010,3,96,2,0,1,7,109
G26016305002002000,G2601630500200,26163,26,163,500200,2000,1,34,0,0,3,1,39
G26016305002002001,G2601630500200,26163,26,163,500200,2001,0,45,0,0,0,1,46
G26016305002002002,G2601630500200,26163,26,163,500200,2002,2,33,0,0,6,1,42
G26016305002002003,G2601630500200,26163,26,163,500200,2003,0,39,0,0,0,0,39
G26016305002002004,G2601630500200,26163,26,163,500200,2004,1,67,0,0,2,3,73
G26016305002002005,G2601630500200,26163,26,163,500200,2005,5,95,0,0,2,1,103
G26016305002002006,G2601630500200,26163,26,163,500200,2006,6,39,0,0,0,0,45
G26016305002002007,G2601630500200,26163,26,163,500200,2007,0,88,3,0,2,3,96
G26016305002002008,G2601630500200,26163,26,163,500200,2008,0,77,0,0,6,5,88
G26016305002002009,G2601630500200,26163,26,163,500200,2009,3,69,0,0,1,0,73
G26016305002002010,G2601630500200,26163,26,163,500200,2010,0,77,1,0,1,1,80
G26016305002002011,G2601630500200,26163,26,163,500200,2011,2,92,0,0,0,1,95
G26016305002002012,G2601630500200,26163,26,163,500200,2012,0,85,0,0,3,0,88
G26016305002002013,G2601630500200,26163,26,163,500200,2013,2,78,0,0,4,2,86
G26016305002002014,G2601630500200,26163,26,163,500200,2014,6,88,0,0,1,1,96
G26016305002002015,G2601630500200,26163,26,163,500200,2015,0,59,0,0,7,6,72
G26016305002002016,G2601630500200,26163,26,163,500200,2016,0,83,0,0,1,1,85
G26016305002002017,G2601630500200,26163,26,163,500200,2017,0,35,0,0,1,0,36
G26016305002002018,G2601630500200,26163,26,163,500200,2018,4,88,0,0,2,1,95
G26016305002002019,G2601630500200,26163,26,163,500200,2019,6,86,0,0,4,1,97
G26016305002002020,G2601630500200,26163,26,163,500200,2020,3,43,0,0,0,0,46
G26016305002002021,G2601630500200,26163,26,163,500200,2021,0,67,0,0,6,0,73
G26016305002002022,G2601630500200,26163,26,163,500200,2022,4,40,0,0,3,0,47
G26016305002002023,G2601630500200,26163,26,163,500200,2023,1,67,0,0,0,0,68
G26016305002002024,G2601630500200,26163,26,163,500200,2024,3,64,0,0,1,0,68
G26016305002002025,G2601630500200,26163,26,163,500200,2025,2,48,0,0,3,0,53
G26016305002002026,G2601630500200,26163,26,163,500200,2026,0,67,0,0,0,0,67
G26016305002002027,G2601630500200,26163,26,163,500200,2027,0,83,1,0,3,0,87
G26016305002002028,G2601630500200,26163,26,163,500200,2028,8,49,0,0,0,3,60
G26016305002002029,G2601630500200,26163,26,163,500200,2029,0,59,0,0,2,0,61
G26016305002002030,G2601630500200,26163,26,163,500200,2030,0,35,0,0,3,0,38
G26016305002002031,G2601630500200,26163,26,163,500200,2031,0,34,0,0,3,1,38
G26016305003001000,G2601630500300,26163,26,163,500300,1000,6,71,3,0,4,0,84
G26016305003001001,G2601630500300,26163,26,163,500300,1001,7,88,0,0,0,4,99
G26016305003001002,G2601630500300,26163,26,163,500300,1002,0,0,0,0,0,0,0
G26016305003001003,G2601630500300,26163,26,163,500300,1003,0,4,1,0,0,0,5
G26016305003001004,G2601630500300,26163,26,163,500300,1004,1,62,7,0,0,0,70
G26016305003001005,G2601630500300,26163,26,163,500300,1005,0,43,3,0,1,4,51
G26016305003001006,G2601630500300,26163,26,163,500300,1006,0,17,0,0,0,0,17
G26016305003001007,G2601630500300,26163,26,163,500300,1007,4,15,1,0,0,0,20
G26016305003001008,G2601630500300,26163,26,163,500300,1008,0,35,0,0,0,0,35
G26016305003001009,G2601630500300,26163,26,163,500300,1009,0,2,0,0,0,3,5
G26016305003001010,G2601630500300,26163,26,163,500300,1010,1,38,1,0,1,1,42
G26016305003001011,G2601630500300,26163,26,163,500300,1011,0,2,2,0,0,2,6
G26016305003001012,G2601630500300,26163,26,163,500300,1012,0,39,0,0,1,0,40
G26016305003001013,G2601630500300,26163,26,163,500300,1013,7,75,0,0,1,0,83
G26016305003001014,G2601630500300,26163,26,163,500300,1014,5,130,0,0,3,4,142
G26016305003001015,G2601630500300,26163,26,163,500300,1015,7,38,0,0,1,1,47
G26016305003001016,G2601630500300,26163,26,163,500300,1016,1,40,3,0,0,0,44
G26016305003001017,G2601630500300,26163,26,163,500300,1017,0,27,0,0,0,2,29
G26016305003001018,G2601630500300,26163,26,163,500300,1018,0,89,0,0,3,1,93
G26016305003001019,G2601630500300,26163,26,163,500300,1019,0,28,0,0,1,1,30
G26016305003001020,G2601630500300,26163,26,163,500300,1020,1,24,7,0,0,1,33
G26016305003001021,G2601630500300,26163,26,163,500300,1021,9,18,0,0,0,3,30
G26016305003002000,G2601630500300,26163,26,163,500300,2000,1,77,0,0,0,0,78
G26016305003002001,G2601630500300,26163,26,163,500300,2001,0,0,0,0,0,0,0
G26016305003002002,G2601630500300,26163,26,163,500300,2002,4,83,0,0,2,0,89
G26016305003002003,G2601630500300,26163,26,163,500300,2003,0,73,0,0,0,1,74
G26016305003002004,G2601630500300,26163,26,163,500300,2004,0,0,0,0,0,0,0
G26016305003002005,G2601630500300,26163,26,163,500300,2005,0,60,0,0,3,2,65
G26016305003002006,G2601630500300,26163,26,163,500300,2006,1,33,0,0,4,1,39
G26016305003002007,G2601630500300,26163,26,163,500300,2007,7,25,2,0,3,3,40
G26016305003002008,G2601630500300,26163,26,163,500300,2008,0,22,0,0,0,2,24
G26016305003002009,G2601630500300,26163,26,163,500300,2009,5,28,0,0,2,0,35
G26016305003002010,G2601630500300,26163,26,163,500300,2010,4,18,0,0,4,2,28
G26016305003002011,G2601630500300,26163,26,163,500300,2011,1,28,0,0,0,2,31
G26016305003002012,G2601630500300,26163,26,163,500300,2012,0,7,0,0,0,0,7
G26016305003002013,G2601630500300,26163,26,163,500300,2013,0,0,0,0,0,0,0
G26016305003002014,G2601630500300,26163,26,163,500300,2014,0,43,0,0,0,0,43
G26016305003002015,G2601630500300,26163,26,163,500300,2015,0,90,0,0,2,6,98
G26016305003002016,G2601630500300,26163,26,163,500300,2016,8,50,0,0,5,1,64
G26016305003002017,G2601630500300,26163,26,163,500300,2017,2,45,0,0,0,0,47
G26016305003002018,G2601630500300,26163,26,163,500300,2018,0,55,0,0,4,0,59
G26016305003002019,G2601630500300,26163,26,163,500300,2019,3,52,0,0,5,0,60
G26016305003002020,G2601630500300,26163,26,163,500300,2020,1,61,0,0,1,1,64
G26016305003002021,G2601630500300,26163,26,163,500300,2021,0,23,0,0,2,2,27
G26016305003002022,G2601630500300,26163,26,163,500300,2022,5,20,0,0,4,0,29
G26016305003002023,G2601630500300,26163,26,163,500300,2023,0,55,0,0,1,0,56
G26016305003002024,G2601630500300,26163,26,163,500300,2024,8,70,0,0,7,2,87
G26016305003002025,G2601630500300,26163,26,163,500300,2025,0,0,0,0,0,0,0
G26016305004001000,G2601630500400,26163,26,163,500400,1000,1,34,0,0,1,0,36
G26016305004001001,G2601630500400,26163,26,163,500400,1001,0,62,0,0,0,0,62
G26016305004001002,G2601630500400,26163,26,163,500400,1002,0,7,0,0,1,0,8
G26016305004001003,G2601630500400,26163,26,163,500400,1003,0,78,0,0,1,0,79
G26016305004001004,G2601630500400,26163,26,163,500400,1004,0,37,0,0,1,0,38
G26016305004001005,G2601630500400,26163,26,163,500400,1005,0,10,0,0,0,0,10
G26016305004001006,G2601630500400,26163,26,163,500400,1006,0,12,0,0,0,0,12
G26016305004001007,G2601630500400,26163,26,163,500400,1007,3,10,0,0,0,0,13
G26016305004001008,G2601630500400,26163,26,163,500400,1008,2,5,0,0,2,0,9
G26016305004001009,G2601630500400,26163,26,163,500400,1009,0,3,0,0,0,1,4
G26016305004001010,G2601630500400,26163,26,163,500400,1010,0,6,0,0,1,0,7
G26016305004001011,G2601630500400,26163,26,163,500400,1011,0,5,0,0,0,0,5
G26016305004001012,G2601630500400,26163,26,163,500400,1012,0,19,0,0,0,0,19
G26016305004001013,G2601630500400,26163,26,163,500400,1013,1,6,0,0,1,0,8
G26016305004001014,G2601630500400,26163,26,163,500400,1014,2,9,0,0,0,0,11
G26016305004001015,G2601630500400,26163,26,163,500400,1015,1,16,0,0,0,0,17
G26016305004002000,G2601630500400,26163,26,163,500400,2000,0,2,0,0,0,0,2
G26016305004002001,G2601630500400,26163,26,163,500400,2001,0,9,0,0,0,1,10
G26016305004002002,G2601630500400,26163,26,163,500400,2002,0,9,0,0,1,2,12
G26016305004002003,G2601630500400,26163,26,163,500400,2003,1,15,0,0,2,0,18
G26016305004002004,G2601630500400,26163,26,163,500400,2004,4,15,0,0,0,1,20
G26016305004002005,G2601630500400,26163,26,163,500400,2005,0,13,0,0,0,0,13
G26016305004002006,G2601630500400,26163,26,163,500400,2006,0,18,0,0,0,0,18
G26016305004002007,G2601630500400,26163,26,163,500400,2007,0,8,0,0,0,0,8
G26016305004002008,G2601630500400,26163,26,163,500400,2008,0,9,0,0,0,0,9
G26016305004002009,G2601630500400,26163,26,163,500400,2009,0,18,0,0,0,0,18
G26016305004002010,G2601630500400,26163,26,163,500400,2010,0,10,0,0,0,0,10
G26016305004002011,G2601630500400,26163,26,163,500400,2011,0,34,0,0,0,0,34
G26016305004002012,G2601630500400,26163,26,163,500400,2012,0,11,0,0,0,0,11
G26016305004002013,G2601630500400,26163,26,163,500400,2013,3,9,0,0,0,0,12
G26016305004002014,G2601630500400,26163,26,163,500400,2014,0,3,0,0,0,0,3
G26016305004003000,G2601630500400,26163,26,163,500400,3000,0,9,0,0,0,1,10
G26016305004003001,G2601630500400,26163,26,163,500400,3001,1,12,0,0,0,0,13
G26016305004003002,G2601630500400,26163,26,163,500400,3002,0,30,0,0,0,0,30
G26016305004003003,G2601630500400,26163,26,163,500400,3003,0,2,0,0,0,0,2
G26016305004003004,G2601630500400,26163,26,163,500400,3004,0,11,0,0,4,0,15
G26016305004003005,G2601630500400,26163,26,163,500400,3005,1,31,0,0,0,0,32
G26016305004003006,G2601630500400,26163,26,163,500400,3006,0,24,0,0,0,0,24
G26016305004003007,G2601630500400,26163,26,163,500400,3007,4,8,0,0,0,0,12
G26016305004003008,G2601630500400,26163,26,163,500400,3008,0,2,0,0,0,0,2
G26016305004003009,G2601630500400,26163,26,163,500400,3009,0,0,0,0,0,0,0
G26016305004003010,G2601630500400,26163,26,163,500400,3010,0,15,0,0,1,0,16
G26016305004003011,G2601630500400,26163,26,163,500400,3011,0,3,0,0,0,0,3
G26016305004003012,G2601630500400,26163,26,163,500400,3012,0,2,0,0,0,0,2
G26016305004003013,G2601630500400,26163,26,163,500400,3013,1,16,0,0,1,1,19
G26016305004003014,G2601630500400,26163,26,163,500400,3014,0,3,0,0,1,0,4
G26016305004003015,G2601630500400,26163,26,163,500400,3015,0,10,0,0,0,0,10
G26016305004003016,G2601630500400,26163,26,163,500400,3016,0,3,0,0,0,0,3
G26016305004003017,G2601630500400,26163,26,163,500400,3017,0,17,0,0,1,0,18
G26016305005001000,G2601630500500,26163,26,163,500500,1000,0,0,0,0,0,0,0
G26016305005001001,G2601630500500,26163,26,163,500500,1001,3,17,0,0,0,1,21
G26016305005001002,G2601630500500,26163,26,163,500500,1002,1,75,0,0,1,0,77
G26016305005001003,G2601630500500,26163,26,163,500500,1003,0,67,0,0,2,0,69
G26016305005001004,G2601630500500,26163,26,163,500500,1004,0,89,0,0,1,3,93
G26016305005001005,G2601630500500,26163,26,163,500500,1005,0,59,0,0,0,0,59
G26016305005001006,G2601630500500,26163,26,163,500500,1006,0,0,0,0,0,0,0
G26016305005001007,G2601630500500,26163,26,163,500500,1007,0,1,0,1,2,0,4
G26016305005001008,G2601630500500,26163,26,163,500500,1008,0,44,0,0,0,0,44
G26016305005001009,G2601630500500,26163,26,163,500500,1009,0,51,0,0,0,0,51
G26016305005001010,G2601630500500,26163,26,163,500500,1010,0,57,0,0,2,0,59
G26016305005001011,G2601630500500,26163,26,163,500500,1011,1,13,0,0,1,0,15
G26016305005001012,G2601630500500,26163,26,163,500500,1012,1,6,0,0,1,0,8
G26016305005001013,G2601630500500,26163,26,163,500500,1013,0,2,0,0,0,0,2
G26016305005001014,G2601630500500,26163,26,163,500500,1014,1,12,0,0,1,0,14
G26016305005001015,G2601630500500,26163,26,163,500500,1015,0,44,0,1,6,0,51
G26016305005001016,G2601630500500,26163,26,163,500500,1016,3,20,0,0,0,0,23
G26016305005001017,G2601630500500,26163,26,163,500500,1017,0,43,0,0,0,1,44
G26016305005001018,G2601630500500,26163,26,163,500500,1018,1,53,0,0,4,0,58
G26016305005001019,G2601630500500,26163,26,163,500500,1019,0,0,0,0,0,0,0
G26016305005001020,G2601630500500,26163,26,163,500500,1020,0,0,0,0,0,0,0
G26016305005001021,G2601630500500,26163,26,163,500500,1021,0,0,0,0,0,0,0
G26016305005001022,G2601630500500,26163,26,163,500500,1022,0,24,0,0,2,0,26
G26016305005002000,G2601630500500,26163,26,163,500500,2000,1,33,0,0,1,0,35
G26016305005002001,G2601630500500,26163,26,163,500500,2001,0,9,0,0,0,1,10
G26016305005002002,G2601630500500,26163,26,163,500500,2002,3,11,1,0,0,0,15
G26016305005002003,G2601630500500,26163,26,163,500500,2003,0,0,0,0,0,0,0
G26016305005002004,G2601630500500,26163,26,163,500500,2004,2,17,0,0,1,0,20
G26016305005002005,G2601630500500,26163,26,163,500500,2005,0,18,0,0,0,1,19
G26016305005002006,G2601630500500,26163,26,163,500500,2006,0,19,0,0,0,0,19
G26016305005002007,G2601630500500,26163,26,163,500500,2007,0,84,0,0,0,0,84
G26016305005002008,G2601630500500,26163,26,163,500500,2008,0,63,0,0,0,0,63
G26016305005002009,G2601630500500,26163,26,163,500500,2009,0,7,0,0,1,0,8
G26016305005002010,G2601630500500,26163,26,163,500500,2010,0,27,0,0,0,0,27
G26016305005002011,G2601630500500,26163,26,163,500500,2011,0,14,0,1,0,0,15
G26016305005002012,G2601630500500,26163,26,163,500500,2012,1,24,0,2,0,0,27
G26016305005002013,G2601630500500,26163,26,163,500500,2013,0,0,0,0,1,0,1
G26016305005002014,G2601630500500,26163,26,163,500500,2014,1,5,0,0,0,2,8
G26016305005002015,G2601630500500,26163,26,163,500500,2015,0,81,0,0,1,2,84
G26016305005002016,G2601630500500,26163,26,163,500500,2016,0,78,0,0,0,0,78
G26016305005002017,G2601630500500,26163,26,163,500500,2017,0,22,0,0,0,0,22
G26016305005002018,G2601630500500,26163,26,163,500500,2018,2,2,0,0,0,1,5
G26016305005002019,G2601630500500,26163,26,163,500500,2019,0,3,0,0,0,0,3
G26016305005002020,G2601630500500,26163,26,163,500500,2020,0,25,0,0,0,0,25
G26016305005002021,G2601630500500,26163,26,163,500500,2021,4,13,0,0,2,1,20
G26016305005002022,G2601630500500,26163,26,163,500500,2022,0,8,0,0,0,0,8
G26016305005002023,G2601630500500,26163,26,163,500500,2023,0,37,0,1,2,0,40
G26016305005002024,G2601630500500,26163,26,163,500500,2024,3,15,0,0,1,1,20
G26016305005002025,G2601630500500,26163,26,163,500500,2025,0,27,0,0,1,0,28
G26016305005002026,G2601630500500,26163,26,163,500500,2026,0,26,0,0,0,0,26
G26016305005002027,G2601630500500,26163,26,163,500500,2027,0,12,0,0,4,2,18
G26016305005002028,G2601630500500,26163,26,163,500500,2028,0,59,0,0,0,2,61
G26016305006001000,G2601630500600,26163,26,163,500600,1000,0,0,0,0,0,0,0
G26016305006001001,G2601630500600,26163,26,163,500600,1001,0,54,0,0,0,2,56
G26016305006001002,G2601630500600,26163,26,163,500600,1002,0,15,0,0,0,0,15
G26016305006001003,G2601630500600,26163,26,163,500600,1003,0,37,0,0,1,0,38
G26016305006001004,G2601630500600,26163,26,163,500600,1004,1,99,1,0,3,0,104
G26016305006001005,G2601630500600,26163,26,163,500600,1005,2,67,3,0,2,2,76
G26016305006001006,G2601630500600,26163,26,163,500600,1006,0,76,1,0,0,7,84
G26016305006001007,G2601630500600,26163,26,163,500600,1007,2,90,0,0,2,0,94
G26016305006001008,G2601630500600,26163,26,163,500600,1008,3,16,0,0,4,0,23
G26016305006001009,G2601630500600,26163,26,163,500600,1009,5,9,1,0,1,0,16
G26016305006001010,G2601630500600,26163,26,163,500600,1010,1,0,0,0,0,0,1
G26016305006001011,G2601630500600,26163,26,163,500600,1011,0,5,0,0,2,0,7
G26016305006001012,G2601630500600,26163,26,163,500600,1012,0,97,0,0,2,0,99
G26016305006001013,G2601630500600,26163,26,163,500600,1013,4,50,1,0,1,0,56
G26016305006001014,G2601630500600,26163,26,163,500600,1014,0,64,0,0,0,1,65
G26016305006001015,G2601630500600,26163,26,163,500600,1015,2,26,0,0,0,0,28
G26016305006001016,G2601630500600,26163,26,163,500600,1016,1,100,1,0,0,0,102
G26016305006001017,G2601630500600,26163,26,163,500600,1017,4,1,0,0,1,0,6
G26016305006001018,G2601630500600,26163,26,163,500600,1018,0,28,0,0,0,0,28
G26016305006001019,G2601630500600,26163,26,163,500600,1019,0,56,1,0,2,4,63
G26016305006001020,G2601630500600,26163,26,163,500600,1020,0,40,0,0,2,0,42
G26016305006001021,G2601630500600,26163,26,163,500600,1021,0,22,0,0,1,0,23
G26016305006001022,G2601630500600,26163,26,163,500600,1022,0,0,0,0,0,0,0
G26016305006001023,G2601630500600,26163,26,163,500600,1023,0,46,0,0,6,4,56
G26016305006001024,G2601630500600,26163,26,163,500600,1024,0,22,0,0,0,0,22
G26016305006001025,G2601630500600,26163,26,163,500600,1025,2,44,0,0,1,0,47
G26016305006001026,G2601630500600,26163,26,163,500600,1026,0,0,0,0,0,0,0
G26016305006001027,G2601630500600,26163,26,163,500600,1027,0,16,0,0,1,0,17
G26016305006001028,G2601630500600,26163,26,163,500600,1028,1,23,0,0,2,1,27
G26016305006002000,G2601630500600,26163,26,163,500600,2000,0,11,0,0,0,1,12
G26016305006002001,G2601630500600,26163,26,163,500600,2001,0,38,0,0,0,0,38
G26016305006002002,G2601630500600,26163,26,163,500600,2002,0,55,0,0,0,0,55
G26016305006002003,G2601630500600,26163,26,163,500600,2003,0,51,2,0,0,1,54
G26016305006002004,G2601630500600,26163,26,163,500600,2004,0,53,0,0,0,0,53
G26016305006002005,G2601630500600,26163,26,163,500600,2005,0,56,0,0,0,0,56
G26016305006002006,G2601630500600,26163,26,163,500600,2006,1,29,0,0,4,0,34
G26016305006002007,G2601630500600,26163,26,163,500600,2007,0,54,0,0,0,0,54
G26016305006002008,G2601630500600,26163,26,163,500600,2008,0,13,0,0,2,0,15
G26016305006002009,G2601630500600,26163,26,163,500600,2009,0,25,0,0,0,0,25
G26016305006002010,G2601630500600,26163,26,163,500600,2010,2,20,0,0,0,1,23
G26016305006002011,G2601630500600,26163,26,163,500600,2011,0,3,0,0,2,2,7
G26016305006002012,G2601630500600,26163,26,163,500600,2012,2,7,0,0,0,1,10
G26016305006002013,G2601630500600,26163,26,163,500600,2013,0,28,0,0,1,0,29
G26016305006003000,G2601630500600,26163,26,163,500600,3000,0,9,0,0,1,0,10
G26016305006003001,G2601630500600,26163,26,163,500600,3001,0,0,0,0,2,0,2
G26016305006003002,G2601630500600,26163,26,163,500600,3002,3,1,0,0,0,0,4
G26016305006003003,G2601630500600,26163,26,163,500600,3003,0,20,1,0,0,3,24
G26016305006003004,G2601630500600,26163,26,163,500600,3004,0,11,1,0,1,0,13
G26016305006003005,G2601630500600,26163,26,163,500600,3005,0,7,0,0,0,0,7
G26016305006003006,G2601630500600,26163,26,163,500600,3006,0,15,0,0,2,0,17
G26016305006003007,G2601630500600,26163,26,163,500600,3007,2,9,0,0,0,0,11
G26016305006003008,G2601630500600,26163,26,163,500600,3008,0,11,0,0,0,2,13
G26016305006003009,G2601630500600,26163,26,163,500600,3009,2,10,0,0,0,0,12
G26016305006003010,G2601630500600,26163,26,163,500600,3010,0,0,0,0,6,2,8
G26016305006003011,G2601630500600,26163,26,163,500600,3011,0,20,0,0,0,0,20
G26016305006003012,G2601630500600,26163,26,163,500600,3012,1,5,1,0,1,0,8
G26016305006003013,G2601630500600,26163,26,163,500600,3013,0,34,0,0,2,0,36
G26016305006003014,G2601630500600,26163,26,163,500600,3014,1,13,0,0,0,0,14
G26016305006003015,G2601630500600,26163,26,163,500600,3015,0,3,0,0,1,0,4
G26016305006003016,G2601630500600,26163,26,163,500600,3016,0,16,0,0,1,0,17
G26016305006003017,G2601630500600,26163,26,163,500600,3017,0,12,0,0,0,1,13
G26016305006003018,G2601630500600,26163,26,163,500600,3018,0,24,0,0,1,0,25
G26016305006003019,G2601630500600,26163,26,163,500600,3019,0,56,0,0,1,1,58
G26016305006003020,G2601630500600,26163,26,163,500600,3020,0,23,0,0,0,0,23
G26016305006003021,G2601630500600,26163,26,163,500600,3021,4,47,3,0,0,0,54
G26016305006003022,G2601630500600,26163,26,163,500600,3022,0,9,0,0,0,0,9
G26016305006003023,G2601630500600,26163,26,163,500600,3023,0,7,0,0,0,0,7
