"","index","blocks","census_tract"
"1","Entropy",9.8125607063798,6.34229830346257
"2","Sentropy",0.970617423002958,0.984197566874202
"3","H",0.670858041943573,0.589432406443283
"4","D_WB",0.877968722951729,0.85573230586911
"5","D_WA",0.703770044177073,0.413137621662733
"6","D_WL",0.607984282771251,0.444811706806496
"7","D_BL",0.861161434320507,0.810536233493733
"8","D_AL",0.813980004065594,0.558491615172802
"9","D_AB",0.898992430270872,0.78714350925733
