"","index","blocks","census_tract"
"1","Entropy",9.83023917275396,6.33848317877682
"2","Sentropy",0.954079951580749,0.985563190267489
"3","H",0.615584582541755,0.527203154578102
"4","D_WB",0.882916063053127,0.86271707648122
"5","D_WA",0.687334191448525,0.480797511899633
"6","D_WL",0.630463385703443,0.544802032576623
"7","D_BL",0.857292590842527,0.820468638239515
"8","D_AL",0.828516386488593,0.653591137159007
"9","D_AB",0.898145903524714,0.813160417570476
