"","GISJOIN","GISJOIN_T","COUNTY_CODE","STATEA","COUNTYA","TRACTA","BLOCKA","whites","blacks","asians","native_americans","others","latino"
"283618","G26016300000000981","G2601630000000",26163,26,163,0,981,0,0,0,0,0,0
"283619","G26016300000000982","G2601630000000",26163,26,163,0,982,0,0,0,0,0,0
"283620","G26016300000000983","G2601630000000",26163,26,163,0,983,0,0,0,0,0,0
"283621","G26016300000000984","G2601630000000",26163,26,163,0,984,0,0,0,0,0,0
"283622","G26016300000000985","G2601630000000",26163,26,163,0,985,0,0,0,0,0,0
"283623","G26016300000000986","G2601630000000",26163,26,163,0,986,0,0,0,0,0,0
"283624","G26016300000000987","G2601630000000",26163,26,163,0,987,0,0,0,0,0,0
"283625","G26016300000000988","G2601630000000",26163,26,163,0,988,0,0,0,0,0,0
"283626","G26016300000000989","G2601630000000",26163,26,163,0,989,0,0,0,0,0,0
"283627","G26016300000000990","G2601630000000",26163,26,163,0,990,0,0,0,0,0,0
"283628","G26016300000000991","G2601630000000",26163,26,163,0,991,0,0,0,0,0,0
"283629","G26016300000000992","G2601630000000",26163,26,163,0,992,0,0,0,0,0,0
"283630","G26016300000000993","G2601630000000",26163,26,163,0,993,0,0,0,0,0,0
"283631","G26016300000000994","G2601630000000",26163,26,163,0,994,0,0,0,0,0,0
"283632","G26016300000000995","G2601630000000",26163,26,163,0,995,0,0,0,0,0,0
"283633","G26016300000000996","G2601630000000",26163,26,163,0,996,0,0,0,0,0,0
"283634","G26016300000000997","G2601630000000",26163,26,163,0,997,0,0,0,0,0,0
"283635","G26016300000000998","G2601630000000",26163,26,163,0,998,0,0,0,0,0,0
"283636","G26016300000000999","G2601630000000",26163,26,163,0,999,0,0,0,0,0,0
"283637","G26016305001001000","G2601630500100",26163,26,163,500100,1000,21,37,4,0,0,0
"283638","G26016305001001001","G2601630500100",26163,26,163,500100,1001,27,32,0,0,6,0
"283639","G26016305001001002","G2601630500100",26163,26,163,500100,1002,21,33,0,0,0,0
"283640","G26016305001001003","G2601630500100",26163,26,163,500100,1003,8,76,0,0,0,1
"283641","G26016305001001004","G2601630500100",26163,26,163,500100,1004,19,49,4,0,2,1
"283642","G26016305001001005","G2601630500100",26163,26,163,500100,1005,46,53,4,0,5,0
"283643","G26016305001001006","G2601630500100",26163,26,163,500100,1006,33,39,0,0,3,0
"283644","G26016305001001007","G2601630500100",26163,26,163,500100,1007,19,53,0,0,1,0
"283645","G26016305001001008","G2601630500100",26163,26,163,500100,1008,14,65,0,0,0,0
"283646","G26016305001001009","G2601630500100",26163,26,163,500100,1009,33,36,0,0,0,0
"283647","G26016305001001010","G2601630500100",26163,26,163,500100,1010,18,51,0,0,1,0
"283648","G26016305001001011","G2601630500100",26163,26,163,500100,1011,51,24,0,0,1,1
"283649","G26016305001002000","G2601630500100",26163,26,163,500100,2000,20,27,0,0,0,1
"283650","G26016305001002001","G2601630500100",26163,26,163,500100,2001,33,31,4,0,0,0
"283651","G26016305001002002","G2601630500100",26163,26,163,500100,2002,31,44,5,2,0,8
"283652","G26016305001002003","G2601630500100",26163,26,163,500100,2003,16,56,4,0,2,7
"283653","G26016305001002004","G2601630500100",26163,26,163,500100,2004,23,24,0,1,6,0
"283654","G26016305001002005","G2601630500100",26163,26,163,500100,2005,5,2,0,0,0,0
"283655","G26016305001002006","G2601630500100",26163,26,163,500100,2006,13,39,0,0,1,0
"283656","G26016305001002007","G2601630500100",26163,26,163,500100,2007,28,30,0,1,12,0
"283657","G26016305001002008","G2601630500100",26163,26,163,500100,2008,27,35,0,0,1,0
"283658","G26016305001002009","G2601630500100",26163,26,163,500100,2009,11,22,1,0,0,0
"283659","G26016305001002010","G2601630500100",26163,26,163,500100,2010,34,63,0,0,6,3
"283660","G26016305001002011","G2601630500100",26163,26,163,500100,2011,41,32,0,0,0,0
"283661","G26016305001002012","G2601630500100",26163,26,163,500100,2012,17,51,0,0,0,2
"283662","G26016305001002013","G2601630500100",26163,26,163,500100,2013,21,25,0,0,0,0
"283663","G26016305001002014","G2601630500100",26163,26,163,500100,2014,13,6,0,0,0,0
"283664","G26016305001003000","G2601630500100",26163,26,163,500100,3000,15,54,0,0,0,0
"283665","G26016305001003001","G2601630500100",26163,26,163,500100,3001,36,50,0,0,10,3
"283666","G26016305001003002","G2601630500100",26163,26,163,500100,3002,16,57,0,0,3,0
"283667","G26016305001003003","G2601630500100",26163,26,163,500100,3003,27,76,0,0,2,1
"283668","G26016305001003004","G2601630500100",26163,26,163,500100,3004,20,54,0,0,2,0
"283669","G26016305001003005","G2601630500100",26163,26,163,500100,3005,13,93,1,0,0,0
"283670","G26016305001003006","G2601630500100",26163,26,163,500100,3006,32,47,0,0,3,0
"283671","G26016305001003007","G2601630500100",26163,26,163,500100,3007,36,61,1,0,1,0
"283672","G26016305001003008","G2601630500100",26163,26,163,500100,3008,17,60,0,0,2,0
"283673","G26016305001003009","G2601630500100",26163,26,163,500100,3009,20,94,0,0,0,3
"283674","G26016305001003010","G2601630500100",26163,26,163,500100,3010,32,69,6,0,0,4
"283675","G26016305001003011","G2601630500100",26163,26,163,500100,3011,27,24,0,0,0,0
"283676","G26016305001004000","G2601630500100",26163,26,163,500100,4000,30,35,0,0,5,0
"283677","G26016305001004001","G2601630500100",26163,26,163,500100,4001,43,37,3,0,6,7
"283678","G26016305001004002","G2601630500100",26163,26,163,500100,4002,35,46,0,0,1,2
"283679","G26016305001004003","G2601630500100",26163,26,163,500100,4003,39,53,0,0,4,0
"283680","G26016305001004004","G2601630500100",26163,26,163,500100,4004,24,34,0,0,1,4
"283681","G26016305001004005","G2601630500100",26163,26,163,500100,4005,26,54,0,0,7,0
"283682","G26016305001004006","G2601630500100",26163,26,163,500100,4006,15,62,0,0,1,1
"283683","G26016305001004007","G2601630500100",26163,26,163,500100,4007,24,63,0,0,0,0
"283684","G26016305001004008","G2601630500100",26163,26,163,500100,4008,15,53,0,0,0,2
"283685","G26016305001004009","G2601630500100",26163,26,163,500100,4009,34,32,4,1,10,0
"283686","G26016305001005000","G2601630500100",26163,26,163,500100,5000,10,62,0,0,0,0
"283687","G26016305001005001","G2601630500100",26163,26,163,500100,5001,6,29,0,0,0,0
"283688","G26016305001005002","G2601630500100",26163,26,163,500100,5002,14,46,0,0,1,4
"283689","G26016305001005003","G2601630500100",26163,26,163,500100,5003,27,60,1,0,1,1
"283690","G26016305001005004","G2601630500100",26163,26,163,500100,5004,16,73,0,0,0,0
"283691","G26016305001005005","G2601630500100",26163,26,163,500100,5005,10,63,0,0,0,1
"283692","G26016305001005006","G2601630500100",26163,26,163,500100,5006,9,57,0,0,0,0
"283693","G26016305001005007","G2601630500100",26163,26,163,500100,5007,0,0,0,0,0,0
"283694","G26016305001005008","G2601630500100",26163,26,163,500100,5008,38,39,0,0,1,2
"283695","G26016305001005009","G2601630500100",26163,26,163,500100,5009,30,63,0,0,0,0
"283696","G26016305002001000","G2601630500200",26163,26,163,500200,1000,7,30,0,0,7,0
"283697","G26016305002001001","G2601630500200",26163,26,163,500200,1001,2,28,7,0,0,0
"283698","G26016305002001002","G2601630500200",26163,26,163,500200,1002,13,23,0,0,3,0
"283699","G26016305002001003","G2601630500200",26163,26,163,500200,1003,14,58,0,0,0,0
"283700","G26016305002001004","G2601630500200",26163,26,163,500200,1004,31,33,0,0,0,0
"283701","G26016305002001005","G2601630500200",26163,26,163,500200,1005,9,54,0,0,3,8
"283702","G26016305002001006","G2601630500200",26163,26,163,500200,1006,19,51,6,0,4,0
"283703","G26016305002001007","G2601630500200",26163,26,163,500200,1007,31,33,3,0,3,0
"283704","G26016305002001008","G2601630500200",26163,26,163,500200,1008,14,57,0,1,0,0
"283705","G26016305002001009","G2601630500200",26163,26,163,500200,1009,29,49,9,0,0,0
"283706","G26016305002001010","G2601630500200",26163,26,163,500200,1010,33,32,3,0,5,3
"283707","G26016305002001011","G2601630500200",26163,26,163,500200,1011,29,37,0,0,2,0
"283708","G26016305002002000","G2601630500200",26163,26,163,500200,2000,24,56,0,0,7,0
"283709","G26016305002002001","G2601630500200",26163,26,163,500200,2001,20,46,3,0,0,0
"283710","G26016305002002002","G2601630500200",26163,26,163,500200,2002,30,51,0,0,9,0
"283711","G26016305002002003","G2601630500200",26163,26,163,500200,2003,15,77,0,1,2,0
"283712","G26016305002002004","G2601630500200",26163,26,163,500200,2004,35,40,0,0,5,0
"283713","G26016305002002005","G2601630500200",26163,26,163,500200,2005,32,18,1,3,0,1
"283714","G26016305002002006","G2601630500200",26163,26,163,500200,2006,24,37,2,0,1,1
"283715","G26016305002002007","G2601630500200",26163,26,163,500200,2007,33,73,0,0,0,3
"283716","G26016305002002008","G2601630500200",26163,26,163,500200,2008,17,62,0,0,0,0
"283717","G26016305002002009","G2601630500200",26163,26,163,500200,2009,10,69,0,0,1,0
"283718","G26016305002002010","G2601630500200",26163,26,163,500200,2010,17,72,0,0,1,1
"283719","G26016305002002011","G2601630500200",26163,26,163,500200,2011,21,83,0,0,2,0
"283720","G26016305002003000","G2601630500200",26163,26,163,500200,3000,17,56,0,0,0,0
"283721","G26016305002003001","G2601630500200",26163,26,163,500200,3001,7,96,0,0,1,3
"283722","G26016305002003002","G2601630500200",26163,26,163,500200,3002,9,50,0,0,0,0
"283723","G26016305002003003","G2601630500200",26163,26,163,500200,3003,7,45,0,0,0,0
"283724","G26016305002003004","G2601630500200",26163,26,163,500200,3004,12,111,0,0,2,5
"283725","G26016305002003005","G2601630500200",26163,26,163,500200,3005,25,48,0,0,0,0
"283726","G26016305002003006","G2601630500200",26163,26,163,500200,3006,20,76,0,2,0,0
"283727","G26016305002003007","G2601630500200",26163,26,163,500200,3007,23,106,8,1,8,0
"283728","G26016305002003008","G2601630500200",26163,26,163,500200,3008,5,51,2,4,1,0
"283729","G26016305002004000","G2601630500200",26163,26,163,500200,4000,6,44,0,0,1,0
"283730","G26016305002004001","G2601630500200",26163,26,163,500200,4001,8,5,0,0,1,0
"283731","G26016305002004002","G2601630500200",26163,26,163,500200,4002,5,63,0,0,3,0
"283732","G26016305002004003","G2601630500200",26163,26,163,500200,4003,12,65,0,0,0,0
"283733","G26016305002004004","G2601630500200",26163,26,163,500200,4004,20,50,2,0,0,0
"283734","G26016305002004005","G2601630500200",26163,26,163,500200,4005,17,75,8,0,0,4
"283735","G26016305002004006","G2601630500200",26163,26,163,500200,4006,22,93,0,0,2,0
"283736","G26016305002004007","G2601630500200",26163,26,163,500200,4007,12,70,0,0,0,0
"283737","G26016305002004008","G2601630500200",26163,26,163,500200,4008,25,47,2,0,5,4
"283738","G26016305002004009","G2601630500200",26163,26,163,500200,4009,19,83,2,0,2,0
"283739","G26016305002004010","G2601630500200",26163,26,163,500200,4010,0,0,0,0,1,0
"283740","G26016305003001000","G2601630500300",26163,26,163,500300,1000,14,82,1,0,0,0
"283741","G26016305003001001","G2601630500300",26163,26,163,500300,1001,0,0,0,0,0,0
"283742","G26016305003001002","G2601630500300",26163,26,163,500300,1002,0,0,0,0,0,0
"283743","G26016305003001003","G2601630500300",26163,26,163,500300,1003,7,70,0,0,0,0
"283744","G26016305003001004","G2601630500300",26163,26,163,500300,1004,20,48,1,1,0,0
"283745","G26016305003001005","G2601630500300",26163,26,163,500300,1005,16,43,1,0,1,0
"283746","G26016305003001006","G2601630500300",26163,26,163,500300,1006,8,60,0,0,1,4
"283747","G26016305003001007","G2601630500300",26163,26,163,500300,1007,4,72,0,0,1,0
"283748","G26016305003001008","G2601630500300",26163,26,163,500300,1008,15,70,0,0,12,9
"283749","G26016305003001009","G2601630500300",26163,26,163,500300,1009,10,78,0,0,0,0
"283750","G26016305003001010","G2601630500300",26163,26,163,500300,1010,14,80,0,0,1,0
"283751","G26016305003001011","G2601630500300",26163,26,163,500300,1011,13,93,0,0,0,0
"283752","G26016305003001012","G2601630500300",26163,26,163,500300,1012,18,89,0,0,0,4
"283753","G26016305003001013","G2601630500300",26163,26,163,500300,1013,32,65,0,0,2,2
"283754","G26016305003002000","G2601630500300",26163,26,163,500300,2000,34,46,0,0,6,0
"283755","G26016305003002001","G2601630500300",26163,26,163,500300,2001,16,62,0,0,6,0
"283756","G26016305003002002","G2601630500300",26163,26,163,500300,2002,14,75,0,0,0,0
"283757","G26016305003002003","G2601630500300",26163,26,163,500300,2003,22,73,0,0,0,0
"283758","G26016305003002004","G2601630500300",26163,26,163,500300,2004,18,70,0,0,0,0
"283759","G26016305003002005","G2601630500300",26163,26,163,500300,2005,37,67,0,0,0,0
"283760","G26016305003002006","G2601630500300",26163,26,163,500300,2006,8,89,0,0,0,0
"283761","G26016305003002007","G2601630500300",26163,26,163,500300,2007,1,0,0,0,0,0
"283762","G26016305003002008","G2601630500300",26163,26,163,500300,2008,0,0,0,0,0,0
"283763","G26016305003002009","G2601630500300",26163,26,163,500300,2009,9,20,0,0,0,0
"283764","G26016305003002010","G2601630500300",26163,26,163,500300,2010,16,56,0,0,4,3
"283765","G26016305003002011","G2601630500300",26163,26,163,500300,2011,11,57,0,0,0,0
"283766","G26016305003002012","G2601630500300",26163,26,163,500300,2012,32,46,0,0,5,0
"283767","G26016305003002013","G2601630500300",26163,26,163,500300,2013,14,94,19,0,4,2
"283768","G26016305003002014","G2601630500300",26163,26,163,500300,2014,10,43,0,0,0,0
"283769","G26016305003003000","G2601630500300",26163,26,163,500300,3000,12,119,0,0,0,0
"283770","G26016305003003001","G2601630500300",26163,26,163,500300,3001,25,144,11,3,8,2
"283771","G26016305003003002","G2601630500300",26163,26,163,500300,3002,55,162,12,3,18,0
"283772","G26016305003003003","G2601630500300",26163,26,163,500300,3003,9,94,24,4,5,4
"283773","G26016305003003004","G2601630500300",26163,26,163,500300,3004,13,185,14,0,22,6
"283774","G26016305003003005","G2601630500300",26163,26,163,500300,3005,11,145,0,0,2,0
"283775","G26016305003003006","G2601630500300",26163,26,163,500300,3006,6,83,10,0,0,0
"283776","G26016305003004000","G2601630500300",26163,26,163,500300,4000,21,86,0,1,9,1
"283777","G26016305003004001","G2601630500300",26163,26,163,500300,4001,15,132,0,0,2,1
"283778","G26016305003004002","G2601630500300",26163,26,163,500300,4002,0,0,0,0,0,0
"283779","G26016305003004003","G2601630500300",26163,26,163,500300,4003,1,17,8,0,0,1
"283780","G26016305003004004","G2601630500300",26163,26,163,500300,4004,9,130,0,0,0,0
"283781","G26016305003004005","G2601630500300",26163,26,163,500300,4005,16,107,0,1,0,5
"283782","G26016305003004006","G2601630500300",26163,26,163,500300,4006,20,109,0,0,0,1
"283783","G26016305003004007","G2601630500300",26163,26,163,500300,4007,5,139,0,0,2,0
"283784","G26016305003004008","G2601630500300",26163,26,163,500300,4008,6,51,6,0,1,0
"283785","G26016305003004009","G2601630500300",26163,26,163,500300,4009,1,83,10,0,0,0
"283786","G26016305003004010","G2601630500300",26163,26,163,500300,4010,10,114,0,0,0,0
"283787","G26016305003004011","G2601630500300",26163,26,163,500300,4011,12,111,0,0,0,0
"283788","G26016305004001000","G2601630500400",26163,26,163,500400,1000,2,69,0,0,0,2
"283789","G26016305004001001","G2601630500400",26163,26,163,500400,1001,2,113,0,1,0,0
"283790","G26016305004001002","G2601630500400",26163,26,163,500400,1002,1,31,0,0,0,1
"283791","G26016305004001003","G2601630500400",26163,26,163,500400,1003,1,104,0,0,2,0
"283792","G26016305004001004","G2601630500400",26163,26,163,500400,1004,16,101,14,0,0,0
"283793","G26016305004001005","G2601630500400",26163,26,163,500400,1005,4,58,1,0,1,0
"283794","G26016305004001006","G2601630500400",26163,26,163,500400,1006,13,118,0,0,0,1
"283795","G26016305004001007","G2601630500400",26163,26,163,500400,1007,2,106,9,0,0,1
"283796","G26016305004002000","G2601630500400",26163,26,163,500400,2000,6,76,0,0,0,1
"283797","G26016305004002001","G2601630500400",26163,26,163,500400,2001,0,128,0,1,0,0
"283798","G26016305004002002","G2601630500400",26163,26,163,500400,2002,2,134,0,0,0,0
"283799","G26016305004002003","G2601630500400",26163,26,163,500400,2003,2,107,0,0,2,0
"283800","G26016305004002004","G2601630500400",26163,26,163,500400,2004,0,86,0,0,0,0
"283801","G26016305004002005","G2601630500400",26163,26,163,500400,2005,8,137,0,0,0,0
"283802","G26016305004002006","G2601630500400",26163,26,163,500400,2006,1,59,0,0,0,0
"283803","G26016305004003000","G2601630500400",26163,26,163,500400,3000,2,62,0,1,0,0
"283804","G26016305004003001","G2601630500400",26163,26,163,500400,3001,20,98,0,0,1,1
"283805","G26016305004003002","G2601630500400",26163,26,163,500400,3002,8,92,0,0,0,2
"283806","G26016305004003003","G2601630500400",26163,26,163,500400,3003,2,72,0,0,0,0
"283807","G26016305004003004","G2601630500400",26163,26,163,500400,3004,0,75,0,0,3,0
"283808","G26016305004003005","G2601630500400",26163,26,163,500400,3005,2,93,0,0,6,6
"283809","G26016305004004000","G2601630500400",26163,26,163,500400,4000,0,68,0,0,0,1
"283810","G26016305004004001","G2601630500400",26163,26,163,500400,4001,3,79,0,0,5,0
"283811","G26016305004004002","G2601630500400",26163,26,163,500400,4002,0,0,0,0,0,0
"283812","G26016305004004003","G2601630500400",26163,26,163,500400,4003,0,29,0,0,0,0
"283813","G26016305004004004","G2601630500400",26163,26,163,500400,4004,3,73,0,0,0,0
"283814","G26016305004004005","G2601630500400",26163,26,163,500400,4005,1,109,0,0,0,0
"283815","G26016305004005000","G2601630500400",26163,26,163,500400,5000,0,55,0,0,1,0
"283816","G26016305004005001","G2601630500400",26163,26,163,500400,5001,2,112,0,2,0,2
"283817","G26016305004005002","G2601630500400",26163,26,163,500400,5002,0,84,0,0,0,2
"283818","G26016305004005003","G2601630500400",26163,26,163,500400,5003,5,37,0,0,1,0
"283819","G26016305004005004","G2601630500400",26163,26,163,500400,5004,0,43,0,0,0,0
"283820","G26016305004005005","G2601630500400",26163,26,163,500400,5005,6,114,0,1,0,1
"283821","G26016305004006000","G2601630500400",26163,26,163,500400,6000,0,128,0,0,0,0
"283822","G26016305004006001","G2601630500400",26163,26,163,500400,6001,3,43,0,0,5,1
"283823","G26016305004006002","G2601630500400",26163,26,163,500400,6002,1,19,0,0,0,0
"283824","G26016305004006003","G2601630500400",26163,26,163,500400,6003,2,96,0,0,0,0
"283825","G26016305004006004","G2601630500400",26163,26,163,500400,6004,1,28,0,0,0,0
"283826","G26016305004006005","G2601630500400",26163,26,163,500400,6005,10,57,0,0,0,0
"283827","G26016305004006006","G2601630500400",26163,26,163,500400,6006,9,107,0,0,0,0
"283828","G26016305004006007","G2601630500400",26163,26,163,500400,6007,1,93,0,0,6,0
"283829","G26016305004007000","G2601630500400",26163,26,163,500400,7000,14,145,2,0,11,1
"283830","G26016305004007001","G2601630500400",26163,26,163,500400,7001,5,127,0,0,3,2
"283831","G26016305004007002","G2601630500400",26163,26,163,500400,7002,0,186,1,0,0,0
"283832","G26016305004007003","G2601630500400",26163,26,163,500400,7003,7,159,0,0,6,1
"283833","G26016305004007004","G2601630500400",26163,26,163,500400,7004,0,83,0,0,0,0
"283834","G26016305004007005","G2601630500400",26163,26,163,500400,7005,1,65,0,0,1,0
"283835","G26016305004007006","G2601630500400",26163,26,163,500400,7006,1,106,0,0,0,0
"283836","G26016305004007007","G2601630500400",26163,26,163,500400,7007,3,64,0,0,4,0
"283837","G26016305005001000","G2601630500500",26163,26,163,500500,1000,0,37,0,1,0,0
"283838","G26016305005001001","G2601630500500",26163,26,163,500500,1001,3,69,0,0,0,0
"283839","G26016305005001002","G2601630500500",26163,26,163,500500,1002,5,69,0,0,2,0
"283840","G26016305005001003","G2601630500500",26163,26,163,500500,1003,3,91,0,0,0,0
"283841","G26016305005001004","G2601630500500",26163,26,163,500500,1004,0,134,0,1,0,0
"283842","G26016305005001005","G2601630500500",26163,26,163,500500,1005,7,72,0,0,0,1
"283843","G26016305005001006","G2601630500500",26163,26,163,500500,1006,0,75,0,0,0,0
"283844","G26016305005001007","G2601630500500",26163,26,163,500500,1007,6,88,0,0,0,4
"283845","G26016305005001008","G2601630500500",26163,26,163,500500,1008,3,38,2,8,0,0
"283846","G26016305005001009","G2601630500500",26163,26,163,500500,1009,0,30,0,0,0,0
"283847","G26016305005001010","G2601630500500",26163,26,163,500500,1010,1,72,2,0,1,0
"283848","G26016305005001011","G2601630500500",26163,26,163,500500,1011,3,74,0,0,0,1
"283849","G26016305005001012","G2601630500500",26163,26,163,500500,1012,4,88,0,0,1,1
"283850","G26016305005001013","G2601630500500",26163,26,163,500500,1013,8,64,0,2,0,0
"283851","G26016305005001014","G2601630500500",26163,26,163,500500,1014,0,0,0,0,0,0
"283852","G26016305005001015","G2601630500500",26163,26,163,500500,1015,0,0,0,0,0,0
"283853","G26016305005001016","G2601630500500",26163,26,163,500500,1016,0,33,0,0,0,0
"283854","G26016305005002000","G2601630500500",26163,26,163,500500,2000,0,88,0,0,2,0
"283855","G26016305005002001","G2601630500500",26163,26,163,500500,2001,7,102,0,0,2,0
"283856","G26016305005002002","G2601630500500",26163,26,163,500500,2002,7,89,0,0,0,0
"283857","G26016305005002003","G2601630500500",26163,26,163,500500,2003,2,78,0,0,0,0
"283858","G26016305005002004","G2601630500500",26163,26,163,500500,2004,4,132,0,0,4,0
"283859","G26016305005002005","G2601630500500",26163,26,163,500500,2005,0,117,6,1,0,1
"283860","G26016305005002006","G2601630500500",26163,26,163,500500,2006,10,87,0,0,0,0
"283861","G26016305005002007","G2601630500500",26163,26,163,500500,2007,0,93,0,0,0,0
"283862","G26016305005002008","G2601630500500",26163,26,163,500500,2008,1,101,0,0,0,0
"283863","G26016305005003000","G2601630500500",26163,26,163,500500,3000,1,55,0,0,0,0
"283864","G26016305005003001","G2601630500500",26163,26,163,500500,3001,0,86,0,0,0,1
"283865","G26016305005003002","G2601630500500",26163,26,163,500500,3002,3,90,0,0,1,2
"283866","G26016305005003003","G2601630500500",26163,26,163,500500,3003,5,79,4,0,0,9
"283867","G26016305005003004","G2601630500500",26163,26,163,500500,3004,6,101,0,0,0,0
"283868","G26016305005003005","G2601630500500",26163,26,163,500500,3005,0,90,0,0,0,1
"283869","G26016305005003006","G2601630500500",26163,26,163,500500,3006,2,109,0,2,2,0
"283870","G26016305005003007","G2601630500500",26163,26,163,500500,3007,17,89,0,0,1,0
"283871","G26016305005003008","G2601630500500",26163,26,163,500500,3008,1,90,0,0,0,0
"283872","G26016305005003009","G2601630500500",26163,26,163,500500,3009,2,70,0,0,0,0
"283873","G26016305005004000","G2601630500500",26163,26,163,500500,4000,1,114,0,0,0,1
"283874","G26016305005004001","G2601630500500",26163,26,163,500500,4001,5,59,0,0,0,1
"283875","G26016305005004002","G2601630500500",26163,26,163,500500,4002,6,99,0,0,4,0
"283876","G26016305005004003","G2601630500500",26163,26,163,500500,4003,2,102,0,0,0,0
"283877","G26016305005004004","G2601630500500",26163,26,163,500500,4004,6,106,0,0,10,0
"283878","G26016305005004005","G2601630500500",26163,26,163,500500,4005,2,63,0,0,0,1
"283879","G26016305005004006","G2601630500500",26163,26,163,500500,4006,8,80,0,0,0,0
"283880","G26016305005004007","G2601630500500",26163,26,163,500500,4007,0,107,0,1,4,0
"283881","G26016305005004008","G2601630500500",26163,26,163,500500,4008,0,74,0,0,0,0
"283882","G26016305005004009","G2601630500500",26163,26,163,500500,4009,0,94,0,0,0,0
"283883","G26016305006001000","G2601630500600",26163,26,163,500600,1000,0,0,0,0,0,0
"283884","G26016305006001001","G2601630500600",26163,26,163,500600,1001,1,5,0,0,0,0
"283885","G26016305006001002","G2601630500600",26163,26,163,500600,1002,7,41,0,0,1,7
"283886","G26016305006001003","G2601630500600",26163,26,163,500600,1003,16,114,0,0,2,3
"283887","G26016305006001004","G2601630500600",26163,26,163,500600,1004,21,78,0,0,1,3
"283888","G26016305006001005","G2601630500600",26163,26,163,500600,1005,11,81,0,0,5,0
"283889","G26016305006001006","G2601630500600",26163,26,163,500600,1006,12,44,0,0,0,0
"283890","G26016305006001007","G2601630500600",26163,26,163,500600,1007,6,51,0,0,1,0
"283891","G26016305006001008","G2601630500600",26163,26,163,500600,1008,10,86,0,0,0,0
"283892","G26016305006001009","G2601630500600",26163,26,163,500600,1009,9,53,0,0,0,0
"283893","G26016305006001010","G2601630500600",26163,26,163,500600,1010,7,66,0,0,1,0
"283894","G26016305006001011","G2601630500600",26163,26,163,500600,1011,13,65,0,0,0,0
"283895","G26016305006001012","G2601630500600",26163,26,163,500600,1012,0,25,0,0,1,2
"283896","G26016305006001013","G2601630500600",26163,26,163,500600,1013,9,116,0,0,0,0
"283897","G26016305006001014","G2601630500600",26163,26,163,500600,1014,12,35,0,0,4,0
"283898","G26016305006001015","G2601630500600",26163,26,163,500600,1015,4,101,0,0,0,0
"283899","G26016305006001016","G2601630500600",26163,26,163,500600,1016,6,41,0,0,1,0
"283900","G26016305006001017","G2601630500600",26163,26,163,500600,1017,2,57,0,0,0,2
"283901","G26016305006001018","G2601630500600",26163,26,163,500600,1018,1,77,0,0,0,0
"283902","G26016305006001019","G2601630500600",26163,26,163,500600,1019,1,81,0,0,1,0
"283903","G26016305006001020","G2601630500600",26163,26,163,500600,1020,0,0,0,0,0,0
"283904","G26016305006001021","G2601630500600",26163,26,163,500600,1021,1,53,0,0,0,2
"283905","G26016305006002000","G2601630500600",26163,26,163,500600,2000,13,114,0,0,0,0
"283906","G26016305006002001","G2601630500600",26163,26,163,500600,2001,4,119,0,0,0,0
"283907","G26016305006002002","G2601630500600",26163,26,163,500600,2002,10,77,0,0,1,1
"283908","G26016305006002003","G2601630500600",26163,26,163,500600,2003,8,114,0,0,1,0
"283909","G26016305006002004","G2601630500600",26163,26,163,500600,2004,10,89,0,0,1,0
"283910","G26016305006002005","G2601630500600",26163,26,163,500600,2005,2,112,0,0,13,1
"283911","G26016305006002006","G2601630500600",26163,26,163,500600,2006,8,67,0,0,0,0
"283912","G26016305006002007","G2601630500600",26163,26,163,500600,2007,0,24,0,0,0,0
"283913","G26016305006002008","G2601630500600",26163,26,163,500600,2008,0,110,0,0,0,0
"283914","G26016305006002009","G2601630500600",26163,26,163,500600,2009,6,115,0,0,0,5
"283915","G26016305006002010","G2601630500600",26163,26,163,500600,2010,6,47,0,0,0,0
"283916","G26016305006002011","G2601630500600",26163,26,163,500600,2011,11,70,0,1,0,1
"283917","G26016305006003000","G2601630500600",26163,26,163,500600,3000,1,57,0,0,0,5
"283918","G26016305006003001","G2601630500600",26163,26,163,500600,3001,2,102,0,0,0,0
"283919","G26016305006003002","G2601630500600",26163,26,163,500600,3002,3,84,0,0,0,0
"283920","G26016305006003003","G2601630500600",26163,26,163,500600,3003,6,70,0,0,2,1
"283921","G26016305006003004","G2601630500600",26163,26,163,500600,3004,1,86,0,0,1,0
"283922","G26016305006003005","G2601630500600",26163,26,163,500600,3005,2,101,0,1,0,0
"283923","G26016305006003006","G2601630500600",26163,26,163,500600,3006,8,73,0,0,0,0
"283924","G26016305006003007","G2601630500600",26163,26,163,500600,3007,2,75,0,0,0,0
"283925","G26016305006003008","G2601630500600",26163,26,163,500600,3008,6,78,0,1,2,1
"283926","G26016305006003009","G2601630500600",26163,26,163,500600,3009,12,30,0,0,2,0
"283927","G26016305006003010","G2601630500600",26163,26,163,500600,3010,5,103,2,0,1,0
"283928","G26016305006003011","G2601630500600",26163,26,163,500600,3011,0,94,0,0,5,2
"283929","G26016305006004000","G2601630500600",26163,26,163,500600,4000,1,33,0,0,0,0
"283930","G26016305006004001","G2601630500600",26163,26,163,500600,4001,11,69,14,0,0,1
"283931","G26016305006004002","G2601630500600",26163,26,163,500600,4002,6,105,24,0,0,1
"283932","G26016305006004003","G2601630500600",26163,26,163,500600,4003,4,88,0,0,1,0
"283933","G26016305006004004","G2601630500600",26163,26,163,500600,4004,1,26,9,0,2,0
"283934","G26016305006004005","G2601630500600",26163,26,163,500600,4005,7,57,8,0,0,0
