"","GISJOIN","GISJOIN_T","COUNTY_CODE","STATEA","COUNTYA","TRACTA","BLOCKA","whites","blacks","asians","native_americans","others","latino"
"290470","G26016305238002000","G2601630523800",26163,26,163,523800,2000,0,1,0,0,0,0
"290471","G26016305238002001","G2601630523800",26163,26,163,523800,2001,55,4,0,1,3,74
"290472","G26016305238002002","G2601630523800",26163,26,163,523800,2002,81,0,0,7,6,72
"290473","G26016305238002003","G2601630523800",26163,26,163,523800,2003,48,8,1,2,2,132
"290474","G26016305238002004","G2601630523800",26163,26,163,523800,2004,50,16,2,3,6,109
"290475","G26016305238002005","G2601630523800",26163,26,163,523800,2005,30,6,0,2,4,156
"290476","G26016305238002006","G2601630523800",26163,26,163,523800,2006,8,0,2,0,1,122
"290477","G26016305238003000","G2601630523800",26163,26,163,523800,3000,67,18,0,7,5,88
"290478","G26016305238003001","G2601630523800",26163,26,163,523800,3001,34,9,0,0,0,83
"290479","G26016305238003002","G2601630523800",26163,26,163,523800,3002,36,19,0,0,3,164
"290480","G26016305238003003","G2601630523800",26163,26,163,523800,3003,43,19,0,2,7,143
"290481","G26016305238003004","G2601630523800",26163,26,163,523800,3004,71,8,1,1,1,164
"290482","G26016305238003005","G2601630523800",26163,26,163,523800,3005,94,15,0,1,2,154
"290483","G26016305238003006","G2601630523800",26163,26,163,523800,3006,28,24,2,0,4,49
"290484","G26016305238003007","G2601630523800",26163,26,163,523800,3007,6,9,1,0,1,11
"290485","G26016305238003008","G2601630523800",26163,26,163,523800,3008,4,0,0,0,0,31
"290486","G26016305238003009","G2601630523800",26163,26,163,523800,3009,13,0,2,4,8,2
"290487","G26016305238003010","G2601630523800",26163,26,163,523800,3010,1,2,1,1,0,9
"290488","G26016305238003011","G2601630523800",26163,26,163,523800,3011,17,5,0,0,0,18
"290489","G26016305238003012","G2601630523800",26163,26,163,523800,3012,31,4,0,0,2,114
"290490","G26016305238003013","G2601630523800",26163,26,163,523800,3013,52,12,0,0,5,108
"290491","G26016305238003014","G2601630523800",26163,26,163,523800,3014,44,15,2,0,4,114
"290492","G26016305238003015","G2601630523800",26163,26,163,523800,3015,32,58,4,2,8,142
"290493","G26016305238003016","G2601630523800",26163,26,163,523800,3016,3,2,0,1,0,71
"290494","G26016305238004000","G2601630523800",26163,26,163,523800,4000,23,14,0,0,6,100
"290495","G26016305238004001","G2601630523800",26163,26,163,523800,4001,22,0,0,0,0,40
"290496","G26016305238004002","G2601630523800",26163,26,163,523800,4002,0,0,0,0,0,0
"290497","G26016305238004003","G2601630523800",26163,26,163,523800,4003,35,2,0,1,1,36
"290498","G26016305238004004","G2601630523800",26163,26,163,523800,4004,10,17,0,0,2,103
"290499","G26016305238004005","G2601630523800",26163,26,163,523800,4005,23,52,0,0,6,91
"290500","G26016305238004006","G2601630523800",26163,26,163,523800,4006,34,7,0,1,0,92
"290501","G26016305238004007","G2601630523800",26163,26,163,523800,4007,32,7,0,0,0,75
"290502","G26016305238004008","G2601630523800",26163,26,163,523800,4008,64,1,0,0,1,78
"290503","G26016305238004009","G2601630523800",26163,26,163,523800,4009,0,0,0,0,0,0
"290504","G26016305238004010","G2601630523800",26163,26,163,523800,4010,0,0,0,0,0,0
"290505","G26016305238004011","G2601630523800",26163,26,163,523800,4011,19,0,0,0,0,23
"290506","G26016305238004012","G2601630523800",26163,26,163,523800,4012,26,4,0,0,0,138
"290507","G26016305240001000","G2601630524000",26163,26,163,524000,1000,0,0,0,0,0,0
"290508","G26016305240001001","G2601630524000",26163,26,163,524000,1001,0,0,0,0,0,0
"290509","G26016305240001002","G2601630524000",26163,26,163,524000,1002,30,4,0,0,0,25
"290510","G26016305240001003","G2601630524000",26163,26,163,524000,1003,51,0,0,0,0,8
"290511","G26016305240001004","G2601630524000",26163,26,163,524000,1004,1,0,0,0,1,16
"290512","G26016305240001005","G2601630524000",26163,26,163,524000,1005,17,0,0,0,1,10
"290513","G26016305240001006","G2601630524000",26163,26,163,524000,1006,30,1,0,1,5,107
"290514","G26016305240001007","G2601630524000",26163,26,163,524000,1007,85,21,0,5,3,100
"290515","G26016305240001008","G2601630524000",26163,26,163,524000,1008,43,0,4,0,3,106
"290516","G26016305240001009","G2601630524000",26163,26,163,524000,1009,46,4,0,0,4,88
"290517","G26016305240001010","G2601630524000",26163,26,163,524000,1010,95,50,1,1,8,171
"290518","G26016305240001011","G2601630524000",26163,26,163,524000,1011,38,1,0,0,0,50
"290519","G26016305240001012","G2601630524000",26163,26,163,524000,1012,0,0,0,0,0,0
"290520","G26016305240001013","G2601630524000",26163,26,163,524000,1013,0,0,0,0,0,0
"290521","G26016305240002000","G2601630524000",26163,26,163,524000,2000,0,0,0,0,0,0
"290522","G26016305240002001","G2601630524000",26163,26,163,524000,2001,0,0,0,0,0,0
"290523","G26016305240002002","G2601630524000",26163,26,163,524000,2002,0,0,0,0,0,0
"290524","G26016305240002003","G2601630524000",26163,26,163,524000,2003,65,7,0,1,2,81
"290525","G26016305240002004","G2601630524000",26163,26,163,524000,2004,30,7,0,0,0,122
"290526","G26016305240002005","G2601630524000",26163,26,163,524000,2005,0,0,0,0,0,0
"290527","G26016305240002006","G2601630524000",26163,26,163,524000,2006,0,0,0,0,0,0
"290528","G26016305240002007","G2601630524000",26163,26,163,524000,2007,0,0,0,0,0,0
"290529","G26016305240002008","G2601630524000",26163,26,163,524000,2008,1,0,0,0,0,6
"290530","G26016305240002009","G2601630524000",26163,26,163,524000,2009,63,9,1,0,8,72
"290531","G26016305240002010","G2601630524000",26163,26,163,524000,2010,37,0,0,0,1,90
"290532","G26016305240002011","G2601630524000",26163,26,163,524000,2011,45,19,4,2,3,46
"290533","G26016305240003000","G2601630524000",26163,26,163,524000,3000,21,2,0,0,4,67
"290534","G26016305240003001","G2601630524000",26163,26,163,524000,3001,44,18,0,0,2,208
"290535","G26016305240003002","G2601630524000",26163,26,163,524000,3002,60,8,8,1,3,166
"290536","G26016305240003003","G2601630524000",26163,26,163,524000,3003,61,16,0,0,5,175
"290537","G26016305240003004","G2601630524000",26163,26,163,524000,3004,79,7,0,4,0,149
"290538","G26016305240003005","G2601630524000",26163,26,163,524000,3005,62,0,4,1,0,152
"290539","G26016305240003006","G2601630524000",26163,26,163,524000,3006,47,0,2,2,0,92
"290540","G26016305240003007","G2601630524000",26163,26,163,524000,3007,0,0,0,0,0,0
"290541","G26016305240003008","G2601630524000",26163,26,163,524000,3008,11,1,0,1,0,17
"290542","G26016305241001000","G2601630524100",26163,26,163,524100,1000,0,0,0,0,0,0
"290543","G26016305241001001","G2601630524100",26163,26,163,524100,1001,0,0,0,0,0,0
"290544","G26016305241001002","G2601630524100",26163,26,163,524100,1002,0,0,0,0,0,0
"290545","G26016305241001003","G2601630524100",26163,26,163,524100,1003,0,0,0,0,0,0
"290546","G26016305241001004","G2601630524100",26163,26,163,524100,1004,0,0,0,0,0,0
"290547","G26016305241001005","G2601630524100",26163,26,163,524100,1005,34,0,1,3,2,49
"290548","G26016305241001006","G2601630524100",26163,26,163,524100,1006,0,0,0,0,0,0
"290549","G26016305241001007","G2601630524100",26163,26,163,524100,1007,20,2,0,0,8,71
"290550","G26016305241001008","G2601630524100",26163,26,163,524100,1008,0,0,0,0,0,0
"290551","G26016305241001009","G2601630524100",26163,26,163,524100,1009,27,2,0,0,0,4
"290552","G26016305241001010","G2601630524100",26163,26,163,524100,1010,156,34,0,7,15,376
"290553","G26016305241001011","G2601630524100",26163,26,163,524100,1011,90,3,1,1,2,81
"290554","G26016305241001012","G2601630524100",26163,26,163,524100,1012,50,9,0,3,1,159
"290555","G26016305241002000","G2601630524100",26163,26,163,524100,2000,32,0,1,1,8,74
"290556","G26016305241002001","G2601630524100",26163,26,163,524100,2001,30,0,12,1,4,116
"290557","G26016305241002002","G2601630524100",26163,26,163,524100,2002,37,20,0,11,4,110
"290558","G26016305241002003","G2601630524100",26163,26,163,524100,2003,39,21,0,4,7,113
"290559","G26016305241002004","G2601630524100",26163,26,163,524100,2004,30,5,0,0,2,49
"290560","G26016305241002005","G2601630524100",26163,26,163,524100,2005,25,5,0,0,9,111
"290561","G26016305241003000","G2601630524100",26163,26,163,524100,3000,173,24,1,13,13,108
"290562","G26016305241003001","G2601630524100",26163,26,163,524100,3001,31,0,1,1,0,51
"290563","G26016305241003002","G2601630524100",26163,26,163,524100,3002,21,0,0,0,4,25
"290564","G26016305241003003","G2601630524100",26163,26,163,524100,3003,44,0,0,0,0,82
"290565","G26016305241003004","G2601630524100",26163,26,163,524100,3004,56,0,0,0,8,56
"290566","G26016305241003005","G2601630524100",26163,26,163,524100,3005,56,3,0,0,0,86
"290567","G26016305241003006","G2601630524100",26163,26,163,524100,3006,40,2,0,1,10,110
"290568","G26016305241003007","G2601630524100",26163,26,163,524100,3007,48,6,0,3,2,158
"290569","G26016305241003008","G2601630524100",26163,26,163,524100,3008,65,2,0,4,7,70
"290570","G26016305241003009","G2601630524100",26163,26,163,524100,3009,42,10,8,1,12,83
"290571","G26016305241004000","G2601630524100",26163,26,163,524100,4000,40,1,0,0,10,67
"290572","G26016305241004001","G2601630524100",26163,26,163,524100,4001,14,2,0,6,4,87
"290573","G26016305241004002","G2601630524100",26163,26,163,524100,4002,63,3,0,0,9,192
"290574","G26016305241004003","G2601630524100",26163,26,163,524100,4003,42,1,0,0,4,188
"290575","G26016305241004004","G2601630524100",26163,26,163,524100,4004,32,9,0,0,2,99
"290576","G26016305241004005","G2601630524100",26163,26,163,524100,4005,63,4,0,0,3,99
"290577","G26016305241004006","G2601630524100",26163,26,163,524100,4006,46,15,0,0,6,83
"290578","G26016305242001000","G2601630524200",26163,26,163,524200,1000,33,28,3,4,6,62
"290579","G26016305242001001","G2601630524200",26163,26,163,524200,1001,50,3,0,1,0,117
"290580","G26016305242001002","G2601630524200",26163,26,163,524200,1002,24,16,0,0,3,141
"290581","G26016305242001003","G2601630524200",26163,26,163,524200,1003,57,3,1,0,4,103
"290582","G26016305242001004","G2601630524200",26163,26,163,524200,1004,56,0,0,0,0,85
"290583","G26016305242001005","G2601630524200",26163,26,163,524200,1005,36,9,0,0,1,103
"290584","G26016305242002000","G2601630524200",26163,26,163,524200,2000,46,6,0,1,4,108
"290585","G26016305242002001","G2601630524200",26163,26,163,524200,2001,82,5,0,0,5,165
"290586","G26016305242002002","G2601630524200",26163,26,163,524200,2002,84,7,0,7,4,111
"290587","G26016305242002003","G2601630524200",26163,26,163,524200,2003,1,0,0,0,0,0
"290588","G26016305242002004","G2601630524200",26163,26,163,524200,2004,36,0,0,4,4,69
"290589","G26016305242002005","G2601630524200",26163,26,163,524200,2005,40,4,0,0,1,85
"290590","G26016305242003000","G2601630524200",26163,26,163,524200,3000,26,2,1,0,12,64
"290591","G26016305242003001","G2601630524200",26163,26,163,524200,3001,45,0,0,0,1,77
"290592","G26016305242003002","G2601630524200",26163,26,163,524200,3002,44,1,8,0,8,39
"290593","G26016305242003003","G2601630524200",26163,26,163,524200,3003,69,20,0,2,6,81
"290594","G26016305242003004","G2601630524200",26163,26,163,524200,3004,87,0,0,0,1,79
"290595","G26016305242003005","G2601630524200",26163,26,163,524200,3005,43,2,0,0,4,133
"290596","G26016305242004000","G2601630524200",26163,26,163,524200,4000,75,24,0,1,0,73
"290597","G26016305242004001","G2601630524200",26163,26,163,524200,4001,58,7,0,2,1,65
"290598","G26016305242004002","G2601630524200",26163,26,163,524200,4002,73,4,0,6,6,69
"290599","G26016305242004003","G2601630524200",26163,26,163,524200,4003,85,0,0,0,8,76
"290600","G26016305242004004","G2601630524200",26163,26,163,524200,4004,59,0,1,0,6,89
"290601","G26016305242004005","G2601630524200",26163,26,163,524200,4005,25,3,0,0,3,51
"290602","G26016305242005000","G2601630524200",26163,26,163,524200,5000,67,14,0,1,4,130
"290603","G26016305242005001","G2601630524200",26163,26,163,524200,5001,38,0,1,4,9,83
"290604","G26016305242005002","G2601630524200",26163,26,163,524200,5002,79,2,7,2,19,68
"290605","G26016305242005003","G2601630524200",26163,26,163,524200,5003,16,6,0,0,2,14
"290606","G26016305242005004","G2601630524200",26163,26,163,524200,5004,38,3,0,0,5,72
"290607","G26016305242005005","G2601630524200",26163,26,163,524200,5005,24,22,2,1,5,58
"290608","G26016305242005006","G2601630524200",26163,26,163,524200,5006,81,14,0,0,9,126
"290609","G26016305242006000","G2601630524200",26163,26,163,524200,6000,52,27,2,3,5,29
"290610","G26016305242006001","G2601630524200",26163,26,163,524200,6001,41,6,0,0,17,55
"290611","G26016305242006002","G2601630524200",26163,26,163,524200,6002,72,27,0,0,10,194
"290612","G26016305242006003","G2601630524200",26163,26,163,524200,6003,55,6,2,7,6,95
"290613","G26016305242006004","G2601630524200",26163,26,163,524200,6004,67,3,0,0,1,100
"290614","G26016305242006005","G2601630524200",26163,26,163,524200,6005,59,6,3,1,5,124
"290615","G26016305242006006","G2601630524200",26163,26,163,524200,6006,47,2,0,2,9,68
"290616","G26016305243001000","G2601630524300",26163,26,163,524300,1000,8,0,0,0,0,10
"290617","G26016305243001001","G2601630524300",26163,26,163,524300,1001,11,0,0,0,4,14
"290618","G26016305243001002","G2601630524300",26163,26,163,524300,1002,0,0,0,0,0,0
"290619","G26016305243001003","G2601630524300",26163,26,163,524300,1003,42,6,0,2,0,62
"290620","G26016305243001004","G2601630524300",26163,26,163,524300,1004,52,17,0,0,3,126
"290621","G26016305243001005","G2601630524300",26163,26,163,524300,1005,123,7,0,3,17,143
"290622","G26016305243001006","G2601630524300",26163,26,163,524300,1006,81,15,0,2,2,171
"290623","G26016305243001007","G2601630524300",26163,26,163,524300,1007,71,0,0,5,2,67
"290624","G26016305243002000","G2601630524300",26163,26,163,524300,2000,54,13,0,2,3,57
"290625","G26016305243002001","G2601630524300",26163,26,163,524300,2001,67,10,0,4,4,63
"290626","G26016305243002002","G2601630524300",26163,26,163,524300,2002,61,5,0,3,3,93
"290627","G26016305243002003","G2601630524300",26163,26,163,524300,2003,76,0,0,0,4,112
"290628","G26016305243002004","G2601630524300",26163,26,163,524300,2004,105,0,2,0,4,42
"290629","G26016305243002005","G2601630524300",26163,26,163,524300,2005,56,9,0,1,2,75
"290630","G26016305243003000","G2601630524300",26163,26,163,524300,3000,0,0,0,0,0,0
"290631","G26016305243003001","G2601630524300",26163,26,163,524300,3001,33,0,0,4,2,37
"290632","G26016305243003002","G2601630524300",26163,26,163,524300,3002,90,4,0,2,3,64
"290633","G26016305243003003","G2601630524300",26163,26,163,524300,3003,91,0,0,0,4,107
"290634","G26016305243003004","G2601630524300",26163,26,163,524300,3004,64,10,0,6,0,80
"290635","G26016305243003005","G2601630524300",26163,26,163,524300,3005,16,0,0,2,7,47
"290636","G26016305243003006","G2601630524300",26163,26,163,524300,3006,116,24,2,3,7,44
"290637","G26016305243003007","G2601630524300",26163,26,163,524300,3007,30,36,0,6,3,60
"290638","G26016305243003008","G2601630524300",26163,26,163,524300,3008,6,0,0,0,2,14
"290639","G26016305243003009","G2601630524300",26163,26,163,524300,3009,22,0,0,7,5,22
"290640","G26016305243003010","G2601630524300",26163,26,163,524300,3010,0,0,0,0,0,0
"290641","G26016305243003011","G2601630524300",26163,26,163,524300,3011,4,0,0,0,2,21
"290642","G26016305243003012","G2601630524300",26163,26,163,524300,3012,46,0,0,0,0,56
"290643","G26016305243004000","G2601630524300",26163,26,163,524300,4000,1,27,0,0,0,1
"290644","G26016305243004001","G2601630524300",26163,26,163,524300,4001,0,0,0,0,0,0
"290645","G26016305243004002","G2601630524300",26163,26,163,524300,4002,0,0,0,0,0,0
"290646","G26016305243004003","G2601630524300",26163,26,163,524300,4003,0,0,0,0,0,0
"290647","G26016305243004999","G2601630524300",26163,26,163,524300,4999,0,0,0,0,0,0
"290648","G26016305245001000","G2601630524500",26163,26,163,524500,1000,7,0,0,0,3,2
"290649","G26016305245001001","G2601630524500",26163,26,163,524500,1001,58,0,0,1,0,5
"290650","G26016305245001002","G2601630524500",26163,26,163,524500,1002,54,1,0,1,0,43
"290651","G26016305245001003","G2601630524500",26163,26,163,524500,1003,9,0,0,0,4,9
"290652","G26016305245001004","G2601630524500",26163,26,163,524500,1004,61,2,0,0,0,26
"290653","G26016305245001005","G2601630524500",26163,26,163,524500,1005,76,4,0,0,5,25
"290654","G26016305245001006","G2601630524500",26163,26,163,524500,1006,82,7,0,0,2,30
"290655","G26016305245001007","G2601630524500",26163,26,163,524500,1007,33,10,3,1,0,14
"290656","G26016305245001008","G2601630524500",26163,26,163,524500,1008,0,0,0,0,0,0
"290657","G26016305245001009","G2601630524500",26163,26,163,524500,1009,0,0,0,0,0,0
"290658","G26016305245001010","G2601630524500",26163,26,163,524500,1010,0,0,0,0,0,0
"290659","G26016305245001011","G2601630524500",26163,26,163,524500,1011,0,0,0,0,0,0
"290660","G26016305245001012","G2601630524500",26163,26,163,524500,1012,0,0,0,0,0,0
"290661","G26016305245001013","G2601630524500",26163,26,163,524500,1013,0,0,0,0,0,0
"290662","G26016305245001014","G2601630524500",26163,26,163,524500,1014,0,0,0,0,0,0
"290663","G26016305245001015","G2601630524500",26163,26,163,524500,1015,0,0,0,0,0,0
"290664","G26016305245001016","G2601630524500",26163,26,163,524500,1016,15,0,0,0,0,0
"290665","G26016305245001017","G2601630524500",26163,26,163,524500,1017,20,0,11,0,3,16
"290666","G26016305245001018","G2601630524500",26163,26,163,524500,1018,0,0,0,0,0,0
"290667","G26016305245001998","G2601630524500",26163,26,163,524500,1998,0,0,0,0,0,0
"290668","G26016305245001999","G2601630524500",26163,26,163,524500,1999,0,0,0,0,0,0
"290669","G26016305245002000","G2601630524500",26163,26,163,524500,2000,0,0,0,0,0,0
"290670","G26016305245002001","G2601630524500",26163,26,163,524500,2001,17,8,0,0,1,5
"290671","G26016305245002002","G2601630524500",26163,26,163,524500,2002,35,0,0,0,0,56
"290672","G26016305245002003","G2601630524500",26163,26,163,524500,2003,31,0,6,0,0,19
"290673","G26016305245002004","G2601630524500",26163,26,163,524500,2004,106,13,2,0,7,89
"290674","G26016305245002005","G2601630524500",26163,26,163,524500,2005,22,0,0,0,0,47
"290675","G26016305245002006","G2601630524500",26163,26,163,524500,2006,8,1,0,0,2,6
"290676","G26016305245002007","G2601630524500",26163,26,163,524500,2007,7,5,2,0,0,0
"290677","G26016305245002008","G2601630524500",26163,26,163,524500,2008,0,0,0,0,0,0
"290678","G26016305245002009","G2601630524500",26163,26,163,524500,2009,37,20,0,0,0,19
"290679","G26016305245002010","G2601630524500",26163,26,163,524500,2010,63,1,0,0,3,33
"290680","G26016305245002011","G2601630524500",26163,26,163,524500,2011,13,9,0,0,0,13
"290681","G26016305245002012","G2601630524500",26163,26,163,524500,2012,11,1,0,0,0,0
"290682","G26016305245002013","G2601630524500",26163,26,163,524500,2013,0,0,0,0,0,0
"290683","G26016305245002014","G2601630524500",26163,26,163,524500,2014,0,0,0,0,0,0
"290684","G26016305245002015","G2601630524500",26163,26,163,524500,2015,0,63,0,0,0,11
"290685","G26016305245002016","G2601630524500",26163,26,163,524500,2016,5,93,0,0,0,0
"290686","G26016305245002017","G2601630524500",26163,26,163,524500,2017,0,0,0,0,0,0
"290687","G26016305245002018","G2601630524500",26163,26,163,524500,2018,0,0,0,0,0,0
"290688","G26016305245002019","G2601630524500",26163,26,163,524500,2019,0,0,0,0,0,0
"290689","G26016305245002020","G2601630524500",26163,26,163,524500,2020,0,0,0,0,0,0
"290690","G26016305245002021","G2601630524500",26163,26,163,524500,2021,19,8,0,0,0,8
"290691","G26016305245002022","G2601630524500",26163,26,163,524500,2022,14,9,0,0,2,3
"290692","G26016305245002997","G2601630524500",26163,26,163,524500,2997,0,0,0,0,0,0
"290693","G26016305245002998","G2601630524500",26163,26,163,524500,2998,0,0,0,0,0,0
"290694","G26016305245002999","G2601630524500",26163,26,163,524500,2999,0,0,0,0,0,0
"290695","G26016305245003000","G2601630524500",26163,26,163,524500,3000,0,0,0,0,0,0
"290696","G26016305245003001","G2601630524500",26163,26,163,524500,3001,0,0,0,0,0,0
"290697","G26016305245003002","G2601630524500",26163,26,163,524500,3002,0,0,0,0,0,0
"290698","G26016305245003003","G2601630524500",26163,26,163,524500,3003,0,0,0,0,0,0
"290699","G26016305245003004","G2601630524500",26163,26,163,524500,3004,0,0,0,0,0,0
"290700","G26016305245003005","G2601630524500",26163,26,163,524500,3005,0,0,0,0,0,0
"290701","G26016305245003006","G2601630524500",26163,26,163,524500,3006,0,0,0,0,0,0
"290702","G26016305245003007","G2601630524500",26163,26,163,524500,3007,0,0,0,0,0,0
"290703","G26016305245003008","G2601630524500",26163,26,163,524500,3008,0,0,0,0,0,0
"290704","G26016305245003009","G2601630524500",26163,26,163,524500,3009,0,0,0,0,0,0
"290705","G26016305245003010","G2601630524500",26163,26,163,524500,3010,0,0,0,0,0,0
"290706","G26016305245003011","G2601630524500",26163,26,163,524500,3011,0,0,0,0,0,0
"290707","G26016305245003012","G2601630524500",26163,26,163,524500,3012,0,0,0,0,0,0
"290708","G26016305245003013","G2601630524500",26163,26,163,524500,3013,0,0,0,0,0,0
"290709","G26016305245003014","G2601630524500",26163,26,163,524500,3014,0,0,0,0,0,0
"290710","G26016305245003015","G2601630524500",26163,26,163,524500,3015,0,0,0,0,0,0
"290711","G26016305245003016","G2601630524500",26163,26,163,524500,3016,0,0,0,0,0,0
"290712","G26016305245003017","G2601630524500",26163,26,163,524500,3017,0,0,0,0,0,0
"290713","G26016305245003018","G2601630524500",26163,26,163,524500,3018,0,0,0,0,0,0
"290714","G26016305245003019","G2601630524500",26163,26,163,524500,3019,0,0,0,0,0,0
"290715","G26016305245003020","G2601630524500",26163,26,163,524500,3020,0,0,0,0,0,0
"290716","G26016305245003021","G2601630524500",26163,26,163,524500,3021,0,0,0,0,0,0
"290717","G26016305245003022","G2601630524500",26163,26,163,524500,3022,0,0,0,0,0,0
"290718","G26016305245003023","G2601630524500",26163,26,163,524500,3023,0,0,0,0,0,0
"290719","G26016305245003024","G2601630524500",26163,26,163,524500,3024,0,0,0,0,0,0
"290720","G26016305245003025","G2601630524500",26163,26,163,524500,3025,0,0,0,0,0,0
"290721","G26016305245003999","G2601630524500",26163,26,163,524500,3999,0,0,0,0,0,0
"290722","G26016305247001000","G2601630524700",26163,26,163,524700,1000,0,62,0,0,4,0
"290723","G26016305247001001","G2601630524700",26163,26,163,524700,1001,1,123,0,1,0,0
"290724","G26016305247001002","G2601630524700",26163,26,163,524700,1002,1,76,0,0,0,0
"290725","G26016305247001003","G2601630524700",26163,26,163,524700,1003,0,23,0,0,0,0
"290726","G26016305247001004","G2601630524700",26163,26,163,524700,1004,0,103,0,0,1,0
"290727","G26016305247001005","G2601630524700",26163,26,163,524700,1005,0,105,0,0,1,1
"290728","G26016305247001006","G2601630524700",26163,26,163,524700,1006,0,87,0,0,0,0
"290729","G26016305247001007","G2601630524700",26163,26,163,524700,1007,0,50,0,0,0,0
"290730","G26016305247002000","G2601630524700",26163,26,163,524700,2000,0,47,0,0,0,0
"290731","G26016305247002001","G2601630524700",26163,26,163,524700,2001,0,70,0,0,0,0
"290732","G26016305247002002","G2601630524700",26163,26,163,524700,2002,0,89,0,0,0,0
"290733","G26016305247002003","G2601630524700",26163,26,163,524700,2003,0,85,0,0,0,0
"290734","G26016305247002004","G2601630524700",26163,26,163,524700,2004,0,87,0,0,0,0
"290735","G26016305247002005","G2601630524700",26163,26,163,524700,2005,0,77,0,0,0,0
"290736","G26016305247002006","G2601630524700",26163,26,163,524700,2006,1,96,0,0,4,0
"290737","G26016305247002007","G2601630524700",26163,26,163,524700,2007,0,53,0,0,0,0
"290738","G26016305247003000","G2601630524700",26163,26,163,524700,3000,0,51,0,0,0,0
"290739","G26016305247003001","G2601630524700",26163,26,163,524700,3001,0,97,0,0,0,8
"290740","G26016305247003002","G2601630524700",26163,26,163,524700,3002,0,95,0,0,0,0
"290741","G26016305247003003","G2601630524700",26163,26,163,524700,3003,0,83,0,0,0,4
"290742","G26016305247003004","G2601630524700",26163,26,163,524700,3004,0,0,0,0,0,0
"290743","G26016305247003005","G2601630524700",26163,26,163,524700,3005,8,263,0,2,5,7
"290744","G26016305247003006","G2601630524700",26163,26,163,524700,3006,0,87,0,0,1,0
"290745","G26016305247004000","G2601630524700",26163,26,163,524700,4000,0,53,0,0,0,0
"290746","G26016305247004001","G2601630524700",26163,26,163,524700,4001,0,0,0,0,0,0
"290747","G26016305247004002","G2601630524700",26163,26,163,524700,4002,0,0,0,0,0,0
"290748","G26016305247004003","G2601630524700",26163,26,163,524700,4003,0,0,0,0,0,0
"290749","G26016305247004004","G2601630524700",26163,26,163,524700,4004,0,104,0,1,1,0
"290750","G26016305247004005","G2601630524700",26163,26,163,524700,4005,0,79,0,0,0,4
"290751","G26016305247004006","G2601630524700",26163,26,163,524700,4006,0,91,0,0,0,0
"290752","G26016305247004007","G2601630524700",26163,26,163,524700,4007,0,58,0,0,0,0
"290753","G26016305247004008","G2601630524700",26163,26,163,524700,4008,0,50,0,0,0,0
"290754","G26016305247004009","G2601630524700",26163,26,163,524700,4009,1,33,0,0,0,0
"290755","G26016305247004010","G2601630524700",26163,26,163,524700,4010,0,61,0,0,0,1
"290756","G26016305247004011","G2601630524700",26163,26,163,524700,4011,0,81,0,0,1,0
"290757","G26016305247004012","G2601630524700",26163,26,163,524700,4012,4,65,0,0,0,11
"290758","G26016305247004013","G2601630524700",26163,26,163,524700,4013,1,103,0,1,2,0
"290759","G26016305247004014","G2601630524700",26163,26,163,524700,4014,3,49,0,0,0,0
"290760","G26016305247005000","G2601630524700",26163,26,163,524700,5000,0,106,0,0,0,1
"290761","G26016305247005001","G2601630524700",26163,26,163,524700,5001,0,97,0,0,2,0
"290762","G26016305247005002","G2601630524700",26163,26,163,524700,5002,0,64,0,0,0,0
"290763","G26016305247005003","G2601630524700",26163,26,163,524700,5003,0,79,0,0,2,0
"290764","G26016305247005004","G2601630524700",26163,26,163,524700,5004,0,58,0,0,0,0
"290765","G26016305247005005","G2601630524700",26163,26,163,524700,5005,0,56,0,0,1,0
"290766","G26016305247005006","G2601630524700",26163,26,163,524700,5006,0,97,0,0,0,5
"290767","G26016305247005007","G2601630524700",26163,26,163,524700,5007,0,92,0,0,0,1
"290768","G26016305247005008","G2601630524700",26163,26,163,524700,5008,0,97,0,0,1,0
"290769","G26016305247005009","G2601630524700",26163,26,163,524700,5009,1,85,0,0,0,0
"290770","G26016305247006000","G2601630524700",26163,26,163,524700,6000,0,72,0,0,4,0
"290771","G26016305247006001","G2601630524700",26163,26,163,524700,6001,0,94,0,0,0,0
"290772","G26016305247006002","G2601630524700",26163,26,163,524700,6002,0,41,0,0,0,0
"290773","G26016305247006003","G2601630524700",26163,26,163,524700,6003,0,0,0,0,0,0
"290774","G26016305247006004","G2601630524700",26163,26,163,524700,6004,1,105,0,0,2,1
"290775","G26016305247006005","G2601630524700",26163,26,163,524700,6005,1,63,0,0,0,0
"290776","G26016305247006006","G2601630524700",26163,26,163,524700,6006,4,72,0,0,0,11
"290777","G26016305247006007","G2601630524700",26163,26,163,524700,6007,1,61,0,0,0,6
"290778","G26016305247006008","G2601630524700",26163,26,163,524700,6008,1,40,0,0,0,5
"290779","G26016305247007000","G2601630524700",26163,26,163,524700,7000,0,0,0,0,0,0
"290780","G26016305247007001","G2601630524700",26163,26,163,524700,7001,1,57,0,0,0,0
"290781","G26016305247007002","G2601630524700",26163,26,163,524700,7002,0,77,0,0,0,1
"290782","G26016305247007003","G2601630524700",26163,26,163,524700,7003,0,110,0,0,6,3
"290783","G26016305247007004","G2601630524700",26163,26,163,524700,7004,0,36,0,0,0,0
"290784","G26016305247007005","G2601630524700",26163,26,163,524700,7005,0,69,0,0,0,1
"290785","G26016305247007006","G2601630524700",26163,26,163,524700,7006,0,67,0,0,0,0
