"","index","blocks","census_tract"
"1","Entropy",9.85643494544654,6.30809433777535
"2","Sentropy",0.939630751124211,0.983320186416939
"3","H",0.558725412308899,0.45786216888167
"4","D_WB",0.837208591861989,0.803961485560707
"5","D_WA",0.681983362944549,0.529333951661967
"6","D_WL",0.604360793244471,0.517819404917569
"7","D_BL",0.826222448150545,0.771283250093137
"8","D_AL",0.832879468183816,0.689394718009471
"9","D_AB",0.88730565715968,0.812430171149613
