"","GISJOIN_T","X.1","X","whites","blacks","asians","latino","native_americans","others","tot","E","H","Estd","Estd_cls","H_cls","biv_cls"
"217","G2601630535400",220,220,42,2030,7,10,3,15,2107,0.202805979985249,0.154274828480553,0.113188172557907,"L","L","LL"
"218","G2601630535500",221,221,95,3303,5,33,5,63,3504,0.288384800177506,0.156669218872826,0.160950621514924,"L","L","LL"
"219","G2601630535600",222,222,169,3561,11,36,9,30,3816,0.315804640428434,0.154899456292504,0.176253925737305,"L","L","LL"
"220","G2601630535700",223,223,34,1899,0,13,1,24,1971,0.196533770752502,0.151315095799633,0.109687585933158,"L","L","LL"
"221","G2601630536100",224,224,68,5100,7,35,12,78,5300,0.210687397491145,0.185612176275826,0.117586875420234,"L","L","LL"
"222","G2601630536200",225,225,27,2352,2,15,0,16,2412,0.145598713266993,0.233045327707313,0.081260189086497,"L","L","LL"
"223","G2601630536300",226,226,44,4708,0,33,10,62,4857,0.175135224153988,0.268754444822551,0.0977448296837756,"L","L","LL"
"224","G2601630536400",227,227,19,4181,7,24,4,18,4253,0.110407608523253,0.2801326525439,0.0616196595689375,"L","L","LL"
"225","G2601630536500",228,228,18,2901,1,15,8,43,2986,0.165072876055224,0.165224454290061,0.0921289262817977,"L","L","LL"
"226","G2601630536600",229,229,29,4380,2,28,12,52,4503,0.161763013785454,0.249200488204778,0.0902816569766178,"L","L","LL"
"227","G2601630536700",230,230,17,1773,1,19,9,13,1832,0.187820904968948,0.227946020010857,0.104824842951642,"L","L","LL"
"228","G2601630536800",231,231,14,2200,1,7,0,13,2235,0.0987614637066864,0.266522785037123,0.055119822388457,"L","L","LL"
"229","G2601630536900",232,232,31,4091,1,23,14,47,4207,0.163031788784349,0.207510968948219,0.0909897737862036,"L","L","LL"
"230","G2601630537000",233,233,91,4443,3,48,6,75,4666,0.250179403254875,0.303322489909429,0.139627783500796,"L","L","LL"
"231","G2601630537100",234,234,39,2947,3,46,8,38,3081,0.237036690471194,0.246114626288251,0.132292695834512,"L","L","LL"
"232","G2601630537200",235,235,15,1460,1,13,7,21,1517,0.212188502509646,0.270922239971461,0.11842465808263,"L","L","LL"
"233","G2601630537300",236,236,73,4080,1,6,3,47,4210,0.167373717377077,0.133193738756561,0.0934130502735318,"L","L","LL"
"234","G2601630537500",237,237,46,3743,2,22,11,42,3866,0.183169565555016,0.199112700080904,0.10222888099703,"L","L","LL"
"235","G2601630537600",238,238,47,3741,6,33,8,65,3900,0.224456228733839,0.194244672721578,0.125271406451973,"L","L","LL"
"236","G2601630537700",239,239,65,4147,3,11,4,49,4279,0.172097491363382,0.185168956178838,0.0960494387327152,"L","L","LL"
"237","G2601630537800",240,240,60,2735,5,12,2,44,2858,0.226632590652913,0.115196063346541,0.12648605716623,"L","L","LL"
"238","G2601630538100",241,241,347,1969,11,25,2,46,2400,0.595937897709327,0.124787462095727,0.332599273476186,"M","L","ML"
"239","G2601630538200",242,242,274,1848,8,12,3,35,2180,0.525346013412506,0.155043320074001,0.293201192701854,"L","L","LL"
"240","G2601630538300",243,243,210,3104,7,36,15,86,3458,0.442615020107417,0.0713059464848775,0.247028146193143,"L","L","LL"
"241","G2601630538400",244,244,419,3317,58,47,7,104,3952,0.606552622359433,0.203508470042888,0.338523464101325,"M","L","ML"
"242","G2601630538500",245,245,37,5905,6,25,5,108,6086,0.167092625253945,0.221652164080363,0.0932561697725721,"L","L","LL"
"243","G2601630538600",246,246,53,5434,4,36,18,85,5630,0.197255433056207,0.225857929096983,0.110090353333638,"L","L","LL"
"244","G2601630538700",247,247,25,3895,13,21,6,52,4012,0.172498755452742,0.22252611331117,0.0962733884850403,"L","L","LL"
"245","G2601630538800",248,248,12,1610,3,21,0,17,1663,0.180396914520645,0.260657709934538,0.100681434991029,"L","L","LL"
"246","G2601630538900",249,249,50,3535,1,23,9,60,3678,0.212364851992418,0.20862806027445,0.118523080602951,"L","L","LL"
"247","G2601630539000",250,250,26,3348,6,11,1,41,3433,0.146182837859748,0.228219089881868,0.0815861952289432,"L","L","LL"
"248","G2601630539100",251,251,11,2142,3,3,2,38,2199,0.146580219830799,0.209062888437419,0.0818079783297865,"L","L","LL"
"249","G2601630539200",252,252,51,5046,8,53,10,67,5235,0.204709102216187,0.205100108979297,0.114250325298619,"L","L","LL"
"250","G2601630539300",253,253,58,3985,5,19,8,42,4117,0.183474907097021,0.2455150972695,0.10239929535635,"L","L","LL"
"251","G2601630539400",254,254,54,3825,3,28,9,60,3979,0.213625348993989,0.236620962858008,0.119226577374264,"L","L","LL"
"252","G2601630539500",255,255,62,3008,6,11,7,44,3138,0.223329539948655,0.297637440346204,0.124642589468146,"L","L","LL"
"253","G2601630539600",256,256,45,3324,11,20,8,61,3469,0.230303100408331,0.237057412131373,0.128534607665588,"L","L","LL"
"254","G2601630539700",257,257,40,2167,4,17,1,31,2260,0.221943047077693,0.232876773420796,0.123868773063224,"L","L","LL"
"255","G2601630540100",258,258,123,3952,7,25,12,93,4212,0.30492461312044,0.185257471964028,0.170181666879546,"L","L","LL"
"256","G2601630540200",259,259,91,4827,4,26,5,43,4996,0.18712100175062,0.229604640634619,0.104434219527935,"L","L","LL"
"257","G2601630540300",260,260,72,4347,7,37,12,46,4521,0.215437987510351,0.22523478560403,0.120238230192342,"L","L","LL"
"258","G2601630540400",261,261,86,3230,14,13,13,58,3414,0.279347606231347,0.191921272900666,0.155906867539368,"L","L","LL"
"259","G2601630540500",262,262,150,3753,9,33,5,44,3994,0.293133634795198,0.169439391684039,0.163600996578793,"L","L","LL"
"260","G2601630540600",263,263,129,3963,4,28,2,68,4194,0.271175137303823,0.148371457988082,0.151345725785757,"L","L","LL"
"261","G2601630540700",264,264,167,4183,3,19,9,78,4459,0.294432034642212,0.205322747205599,0.164325647330923,"L","L","LL"
"262","G2601630540800",265,265,84,2591,12,13,3,31,2734,0.265444590952964,0.22303062809701,0.148147446971398,"L","L","LL"
"263","G2601630540900",266,266,124,3852,10,21,11,48,4066,0.268033820046207,0.219930770129731,0.149592523242913,"L","L","LL"
"264","G2601630541000",267,267,154,4602,12,34,4,62,4868,0.273257951847146,0.17831135875349,0.152508166715521,"L","L","LL"
"265","G2601630541100",268,268,235,5089,5,55,14,79,5477,0.3323642935944,0.154637509829937,0.185496044141233,"L","L","LL"
"266","G2601630541200",269,269,358,2840,17,28,12,99,3354,0.570544181587982,0.144162181125534,0.318426770661237,"L","L","LL"
"267","G2601630541300",270,270,1217,1348,48,84,20,74,2791,1.0203746272787,0.15153240923393,0.569481922547511,"M","L","ML"
"268","G2601630541400",271,271,783,2271,9,42,7,73,3185,0.759756261100873,0.137895644830497,0.424028042909241,"M","L","ML"
"269","G2601630541500",272,272,249,4088,22,52,14,134,4559,0.454775969661176,0.132403319709405,0.25381530136805,"L","L","LL"
"270","G2601630541700",273,273,130,2170,21,27,5,55,2408,0.442224784475486,0.0798878743224708,0.246810351540104,"L","L","LL"
"271","G2601630541800",274,274,1009,1494,109,32,13,95,2752,1.0206820928456,0.132324482309301,0.569653522347699,"M","L","ML"
"272","G2601630542100",275,275,99,5036,3,26,13,79,5256,0.224247299879651,0.208995893626595,0.125154801038258,"L","L","LL"
"273","G2601630542200",276,276,113,4505,4,23,9,77,4731,0.246628001683719,0.203554533412566,0.137645708544782,"L","L","LL"
"274","G2601630542300",277,277,78,2798,2,28,2,49,2957,0.270127370573783,0.188974971201445,0.150760956039575,"L","L","LL"
"275","G2601630542400",278,278,73,3221,3,19,7,35,3358,0.219172446373249,0.185647734389213,0.122322471368144,"L","L","LL"
"276","G2601630542500",279,279,133,2653,1,18,6,55,2866,0.337371776138919,0.151752836437078,0.188290773361599,"L","L","LL"
"277","G2601630542600",280,280,41,3725,5,26,2,43,3842,0.175105841792211,0.185240234369651,0.0977284310754342,"L","L","LL"
"278","G2601630542700",281,281,56,1411,0,18,2,31,1518,0.330462258293007,0.170736288888447,0.18443449802745,"L","L","LL"
"279","G2601630542800",282,282,111,2742,6,9,10,43,2921,0.295693897828664,0.181549751954787,0.165029906584536,"L","L","LL"
"280","G2601630542900",283,283,374,3371,16,27,9,87,3884,0.504619859858182,0.124076108347559,0.281633706155653,"L","L","LL"
"281","G2601630543000",284,284,359,1803,13,13,5,29,2222,0.594567644894152,0.129589616133901,0.331834520818975,"M","L","ML"
"282","G2601630543100",285,285,352,2390,31,12,2,59,2846,0.562890466678377,0.15866228213834,0.314155151037593,"L","L","LL"
"283","G2601630543200",286,286,201,3119,9,20,7,63,3419,0.382355562762211,0.188745977190516,0.213396702698572,"L","L","LL"
"284","G2601630543400",287,287,177,3661,4,33,11,58,3944,0.3338818090582,0.163722769446672,0.186342985647536,"L","L","LL"
"285","G2601630543500",288,288,278,2316,10,55,22,41,2722,0.572016557625369,0.204698092298859,0.319248519373983,"L","L","LL"
"286","G2601630543600",289,289,549,2525,12,50,22,96,3254,0.719604885926255,0.169072539793462,0.401619133753641,"M","L","ML"
"287","G2601630543700",290,290,288,3056,5,28,6,62,3445,0.445726163392704,0.154937046450365,0.248764508321386,"L","L","LL"
"288","G2601630543800",291,291,439,1598,21,46,9,39,2152,0.768269264666865,0.155789374590293,0.42877924066329,"M","L","ML"
"289","G2601630543900",292,292,290,1151,3,30,4,33,1511,0.713498564263487,0.142647612230249,0.39821113074451,"M","L","ML"
"290","G2601630544000",293,293,504,1850,259,39,18,65,2735,0.981865371563051,0.118793101054457,0.547989497712028,"M","L","ML"
"291","G2601630544100",294,294,323,2290,6,33,6,49,2707,0.54862399213996,0.126217221957497,0.306192879994279,"L","L","LL"
"292","G2601630544200",295,295,869,2737,24,72,23,114,3839,0.818904655776829,0.112062635088078,0.45703939052134,"M","L","ML"
"293","G2601630544300",296,296,1481,1664,22,48,21,116,3352,0.950538492697784,0.169009608820258,0.530505633720639,"M","L","ML"
"294","G2601630545100",297,297,115,2635,2,11,10,55,2828,0.319389433695478,0.170074780412392,0.178254636953631,"L","L","LL"
"295","G2601630545200",298,298,101,4690,1,16,15,43,4866,0.196091637625571,0.211072483137037,0.109440826736668,"L","L","LL"
"296","G2601630545300",299,299,130,3218,0,13,2,40,3403,0.255453633420889,0.212102989361301,0.142571387403325,"L","L","LL"
"297","G2601630545400",300,300,86,641,0,5,3,14,749,0.51170883878192,0.177941553718198,0.285590140624388,"L","L","LL"
"298","G2601630545500",301,301,1484,2494,16,174,21,400,4589,1.07760602164948,0.174522975396386,0.60142337191819,"M","L","ML"
"299","G2601630545600",302,302,2911,740,66,374,17,886,4994,1.17494816320615,0.0997190035312682,0.655751055532223,"M","L","ML"
"300","G2601630545700",303,303,1752,346,72,315,12,164,2661,1.08680286151079,0.16780734474199,0.606556225975477,"M","L","ML"
"301","G2601630545800",304,304,3333,825,94,493,24,373,5142,1.08794525762013,0.0558443685219452,0.607193809383829,"M","L","ML"
"302","G2601630545900",305,305,1786,2291,26,304,31,232,4670,1.10614007245992,0.0700754769762296,0.617348528894047,"M","L","ML"
"303","G2601630546000",306,306,543,4439,12,99,7,78,5178,0.53034114789967,0.129587483485024,0.295989030340193,"L","L","LL"
"304","G2601630546100",307,307,1156,3580,41,185,10,100,5072,0.832343530610581,0.104287687220318,0.464539769374949,"M","L","ML"
"305","G2601630546200",308,308,2323,238,120,194,13,40,2928,0.781104432334221,0.167571913904858,0.435942684132009,"M","L","ML"
"306","G2601630546300",309,309,407,1400,58,33,6,37,1941,0.830747118953082,0.144128491503282,0.463648795064548,"M","L","ML"
"307","G2601630546400",310,310,125,1572,1,12,3,25,1738,0.390749641275913,0.105750407557502,0.218081527117175,"L","L","LL"
"308","G2601630546500",311,311,164,2366,11,5,4,41,2591,0.368500930742283,0.11397690966944,0.205664285341293,"L","L","LL"
"309","G2601630546600",312,312,235,2492,5,27,6,71,2836,0.480836177644061,0.147697181817045,0.268359780373434,"L","L","LL"
"310","G2601630546700",313,313,231,3773,2,21,8,62,4097,0.344357980179182,0.15494342300828,0.192189848075725,"L","L","LL"
"311","G2601630546800",314,314,181,4322,4,40,5,64,4616,0.302588692856873,0.180361673777136,0.168877964957672,"L","L","LL"
"312","G2601630546900",315,315,39,1342,2,16,7,18,1424,0.295462185420675,0.155344171087257,0.164900585427334,"L","L","LL"
"313","G2601630550100",316,316,3817,124,77,53,13,79,4163,0.406827407090133,0.185726251276094,0.227054699069294,"L","L","LL"
"314","G2601630550200",317,317,4089,186,122,117,19,146,4679,0.563864579285953,0.159797330329162,0.314698813635339,"L","L","LL"
"315","G2601630550300",318,318,3439,52,25,47,9,29,3601,0.250095148455732,0.263756691972017,0.139580760002056,"L","L","LL"
"316","G2601630550400",319,319,1610,26,24,37,0,15,1712,0.305562682258535,0.25385282164376,0.17053778004599,"L","L","LL"
"317","G2601630550500",320,320,3839,18,36,46,4,15,3958,0.176758939266573,0.242418941695171,0.0986510423426007,"L","L","LL"
"318","G2601630550600",321,321,2611,15,28,27,8,11,2700,0.194364419440123,0.232950860206988,0.108476847912997,"L","L","LL"
"319","G2601630550700",322,322,5342,36,66,63,3,26,5536,0.200163291668887,0.245813605423886,0.111713260125883,"L","L","LL"
"320","G2601630550800",323,323,1476,9,16,18,0,9,1528,0.193989526528301,0.206099130310054,0.10826761619509,"L","L","LL"
"321","G2601630550900",324,324,2537,16,109,49,5,27,2743,0.359268480010188,0.189754279629712,0.2005115564786,"L","L","LL"
"322","G2601630551100",325,325,5068,30,68,23,1,21,5211,0.161173534359696,0.267457466684941,0.089952662244969,"L","L","LL"
"323","G2601630551200",326,326,3890,37,56,54,0,38,4075,0.246850141391363,0.257684878210851,0.137769687076197,"L","L","LL"
"324","G2601630551300",327,327,3508,208,93,52,13,36,3910,0.461916049836451,0.328025624932456,0.257800255988299,"L","L","LL"
"325","G2601630551400",328,328,3145,824,83,69,6,66,4193,0.755401071609833,0.316541852636204,0.421597365373648,"M","L","ML"
"326","G2601630551500",329,329,2061,242,12,23,14,34,2386,0.520675304183199,0.0714409074056262,0.290594420247447,"L","L","LL"
"327","G2601630551600",330,330,3385,175,54,80,12,59,3765,0.464455863710655,0.185792119224975,0.259217753100955,"L","L","LL"
"328","G2601630551700",331,331,3510,8,147,37,7,45,3754,0.313105829502584,0.217829594008582,0.174747690680535,"L","L","LL"
"329","G2601630551800",332,332,3842,31,82,53,2,30,4040,0.261288732363102,0.227894156341476,0.145828018129952,"L","L","LL"
"330","G2601630552000",333,333,2003,118,272,23,5,310,2731,0.891613970318383,0.104642961622218,0.497619231616238,"M","L","ML"
"331","G2601630552100",334,334,2898,927,492,72,26,462,4877,1.16968126246845,0.192514896347343,0.65281154226152,"M","L","ML"
"332","G2601630552200",335,335,2748,191,368,44,12,379,3742,0.909256925646529,0.168895646837006,0.507465952468645,"M","L","ML"
"333","G2601630552300",336,336,2419,259,477,44,10,476,3685,1.0608489162283,0.0802129065196704,0.592071053312389,"M","L","ML"
"334","G2601630552400",337,337,1107,816,322,38,9,371,2663,1.33725077119979,0.202106586454883,0.746333865770454,"H","L","HL"
"335","G2601630552600",338,338,2448,633,469,76,26,886,4538,1.25927490436212,0.0959234949903661,0.702814705873804,"H","L","HL"
"336","G2601630552700",339,339,249,486,0,3,0,2,740,0.680940329897572,0,0.380040034163147,"M","L","ML"
"337","G2601630553000",340,340,137,1540,8,10,5,24,1724,0.43331468874094,0.207106934128351,0.241837532427064,"L","L","LL"
"338","G2601630553100",341,341,154,2446,8,8,5,61,2682,0.380531244954313,0.136969453800354,0.212378531543778,"L","L","LL"
"339","G2601630553200",342,342,32,1691,6,5,0,14,1748,0.180198658693031,0.255776080803306,0.100570786306862,"L","L","LL"
"340","G2601630553300",343,343,30,2028,9,7,3,28,2105,0.20558373591494,0.251199719446937,0.114738467660233,"L","L","LL"
"341","G2601630553400",344,344,49,1754,1,9,5,31,1849,0.26077317458474,0.168420718988993,0.145540279855247,"L","L","LL"
"342","G2601630553600",345,345,150,3150,4,31,7,104,3446,0.386995257284034,0.171248177151667,0.215986165515153,"L","L","LL"
"343","G2601630553800",346,346,116,2989,8,25,14,40,3192,0.313679048178301,0.224722223587905,0.175067610114791,"L","L","LL"
"344","G2601630554100",347,347,4031,197,41,91,21,94,4475,0.460122099929031,0.188159717161235,0.256799033481467,"L","L","LL"
"345","G2601630554200",348,348,3173,69,32,91,31,80,3476,0.428476354450224,0.215645130313257,0.239137206644609,"L","L","LL"
"346","G2601630554300",349,349,5295,114,20,88,20,80,5617,0.300564233265006,0.244663940390185,0.167748092546428,"L","L","LL"
"347","G2601630554400",350,350,3445,105,25,58,22,62,3717,0.368385788854114,0.19806765636819,0.205600023429945,"L","L","LL"
"348","G2601630554500",351,351,2785,197,33,71,22,63,3171,0.531535684685709,0.324333820560495,0.296655714014287,"L","L","LL"
"349","G2601630554600",352,352,3810,81,11,62,15,37,4016,0.273303339477526,0.34219895017243,0.15253349803435,"L","M","LM"
"350","G2601630554700",353,353,2622,80,10,44,3,22,2781,0.289081042190549,0.291327178765893,0.161339201581055,"L","L","LL"
"351","G2601630554800",354,354,2760,852,44,76,11,72,3815,0.790255090972665,0.221570641317228,0.441049763958067,"M","L","ML"
"352","G2601630554900",355,355,2922,296,26,89,10,57,3400,0.561044164926943,0.179418755762963,0.313124710410297,"L","L","LL"
"353","G2601630555100",356,356,4422,94,51,108,12,70,4757,0.357160058286317,0.26440966393642,0.199334823909256,"L","L","LL"
"354","G2601630555300",357,357,2932,365,27,90,11,67,3492,0.608696549833316,0.191940343880279,0.339720012807055,"M","L","ML"
"355","G2601630555400",358,358,1337,1519,32,78,8,66,3040,0.94864153725986,0.142449692909845,0.529446922732639,"M","L","ML"
"356","G2601630555500",359,359,2555,355,32,60,17,53,3072,0.625854177147283,0.168835786692033,0.349295866937385,"M","L","ML"
"357","G2601630555600",360,360,2642,59,10,38,8,36,2793,0.285548561328206,0.19135283590669,0.159367686473693,"L","L","LL"
"358","G2601630556100",361,361,3513,59,91,58,15,67,3803,0.384006067007739,0.245254237000586,0.214317866657169,"L","L","LL"
"359","G2601630556200",362,362,2639,53,124,71,8,36,2931,0.461132102098354,0.176932916493555,0.257362726425006,"L","L","LL"
"360","G2601630556300",363,363,2780,33,74,51,2,28,2968,0.32210251637491,0.198103909138227,0.179768837227735,"L","L","LL"
"361","G2601630556400",364,364,4088,114,225,85,1,76,4589,0.486255895236778,0.169796605695702,0.271384582354836,"L","L","LL"
"362","G2601630556500",365,365,2070,23,49,20,3,34,2199,0.305580024977311,0.208051817743658,0.170547459201633,"L","L","LL"
"363","G2601630556600",366,366,3659,20,65,42,6,28,3820,0.233822826237336,0.237928894231908,0.130499004053303,"L","L","LL"
"364","G2601630556700",367,367,2570,17,65,34,2,14,2702,0.256855445470452,0.193806736010433,0.143353753604614,"L","L","LL"
"365","G2601630556800",368,368,1777,16,22,49,0,6,1870,0.255330226648994,0.17526030397697,0.142502512772542,"L","L","LL"
"366","G2601630556900",369,369,3488,26,129,59,10,47,3759,0.355320840070519,0.163075666063174,0.198308336678473,"L","L","LL"
"367","G2601630557000",370,370,2806,95,120,100,13,45,3179,0.530330671970859,0.197981576219413,0.295983183613,"L","L","LL"
"368","G2601630557100",371,371,2442,72,61,49,12,48,2684,0.438276086795779,0.172592449522898,0.244606541404021,"L","L","LL"
"369","G2601630557200",372,372,2006,20,16,43,7,13,2105,0.257109839918373,0.156358280044925,0.143495733849334,"L","L","LL"
"370","G2601630557300",373,373,1972,15,23,23,3,21,2057,0.233155145682087,0.266976445715248,0.130126364440277,"L","L","LL"
"371","G2601630557400",374,374,3448,4,37,50,3,42,3584,0.209657937680919,0.245067033410077,0.11701232296054,"L","L","LL"
"372","G2601630557500",375,375,3954,21,86,49,3,26,4139,0.24059118373167,0.22328034249916,0.134276496295189,"L","L","LL"
"373","G2601630557600",376,376,3294,15,94,72,5,26,3506,0.304472913558931,0.216840106564625,0.169929568554259,"L","L","LL"
"374","G2601630557700",377,377,4658,4,52,42,2,26,4784,0.154230611830765,0.220565477337181,0.0860777434022502,"L","L","LL"
"375","G2601630557900",378,378,5264,55,57,65,11,53,5505,0.245682753368271,0.17821103648906,0.137118155415201,"L","L","LL"
"376","G2601630558000",379,379,4325,9,71,71,16,60,4552,0.2676273919347,0.234910994281859,0.149365691394952,"L","L","LL"
"377","G2601630558100",380,380,3569,15,56,85,4,17,3746,0.24874795376506,0.232997428502716,0.138828876329158,"L","L","LL"
"378","G2601630558200",381,381,4191,55,84,99,8,35,4472,0.323204434916891,0.251099726023313,0.180383829675608,"L","L","LL"
"379","G2601630558300",382,382,1858,22,16,47,16,30,1989,0.34281808327213,0.23227870598026,0.191330415248106,"L","L","LL"
"380","G2601630558400",383,383,3499,40,78,58,5,38,3718,0.307597135015023,0.195013706490782,0.171673229748603,"L","L","LL"
"381","G2601630558500",384,384,3971,46,58,37,2,43,4157,0.246159340557384,0.166000796554611,0.137384143789923,"L","L","LL"
"382","G2601630558600",385,385,1983,20,49,36,4,30,2122,0.335484887688528,0.178221491081716,0.187237680866319,"L","L","LL"
"383","G2601630558700",386,386,2776,3,33,64,2,33,2911,0.242869787629293,0.168522789089576,0.135548209344153,"L","L","LL"
"384","G2601630558800",387,387,2805,11,28,53,9,20,2926,0.230491309283463,0.22187726072266,0.128639649038811,"L","L","LL"
"385","G2601630558900",388,388,1888,9,26,33,7,22,1985,0.266827762738353,0.257952120114347,0.14891940984317,"L","L","LL"
"386","G2601630559000",389,389,2687,15,17,62,10,42,2833,0.274642865172574,0.204893739744619,0.153281101559295,"L","L","LL"
"387","G2601630559100",390,390,2614,28,20,68,9,32,2771,0.298151452769513,0.222840101136632,0.166401494112358,"L","L","LL"
"388","G2601630559200",391,391,2057,10,31,56,9,16,2179,0.292451261186867,0.192910860379501,0.163220156616705,"L","L","LL"
"389","G2601630560100",392,392,2978,10,38,52,3,26,3107,0.228162627365099,0.268358044238545,0.127339986914314,"L","L","LL"
"390","G2601630560200",393,393,4707,113,335,143,3,59,5360,0.519243150196438,0.0992813287416894,0.289795119888577,"L","L","LL"
"391","G2601630560300",394,394,3315,311,274,63,13,54,4030,0.682430975797456,0.299537496219719,0.380871979480297,"M","L","ML"
"392","G2601630560400",395,395,6020,36,145,62,2,58,6323,0.253685658428016,0.196025278861435,0.141584661772325,"L","L","LL"
"393","G2601630560700",396,396,4128,22,142,65,7,55,4419,0.327374598570454,0.184610992049708,0.182711242325119,"L","L","LL"
"394","G2601630560900",397,397,368,432,1,39,22,42,904,1.09488429677662,0.000908845627962859,0.611066560875121,"M","L","ML"
"395","G2601630561600",398,398,3885,15,47,50,12,50,4059,0.239795409910598,0.203437832260508,0.133832366469317,"L","L","LL"
"396","G2601630561700",399,399,2186,549,23,85,16,65,2924,0.785581339982601,0.373354894295133,0.438441293864658,"M","M","MM"
"397","G2601630561900",400,400,5349,105,345,105,4,70,5978,0.463043262075651,0.182964413320994,0.258429365117375,"L","L","LL"
"398","G2601630562300",401,401,1857,24,66,36,3,20,2006,0.364554907477228,0.207210895334705,0.203461967824448,"L","L","LL"
"399","G2601630562400",402,402,5368,47,126,78,15,48,5682,0.292699345487082,0.202536031579909,0.163358615100935,"L","L","LL"
"400","G2601630562500",403,403,2029,19,21,37,8,27,2141,0.284373111669401,0.194789896685223,0.158711655528137,"L","L","LL"
"401","G2601630562600",404,404,3194,20,35,45,6,43,3343,0.247255212306943,0.252622366539889,0.137995761458689,"L","L","LL"
"402","G2601630562700",405,405,3393,12,44,36,17,36,3538,0.232992361994873,0.281526709546239,0.130035513134613,"L","L","LL"
"403","G2601630562800",406,406,3431,35,75,41,10,50,3642,0.306396165106082,0.185301323510366,0.171002955680255,"L","L","LL"
"404","G2601630562900",407,407,3289,34,77,60,12,35,3507,0.323986887118107,0.234705050438904,0.180820524563875,"L","L","LL"
"405","G2601630563200",408,408,2632,354,327,84,17,79,3493,0.868249471504446,0.156567810782523,0.484579256544136,"M","L","ML"
"406","G2601630563300",409,409,2515,178,189,81,9,76,3048,0.702546224563386,0.0990009901178704,0.392098513572284,"M","L","ML"
"407","G2601630563400",410,410,4724,134,242,92,14,78,5284,0.483038494416827,0.135140122741098,0.269588916767346,"L","L","LL"
"408","G2601630563500",411,411,5587,183,665,94,13,94,6636,0.607238892577944,0.123009553145555,0.338906478802962,"M","L","ML"
"409","G2601630563600",412,412,1900,31,205,59,4,33,2232,0.585459461933399,0.0984741410963031,0.326751147120006,"L","L","LL"
"410","G2601630563700",413,413,1448,82,147,34,0,56,1767,0.69791251042067,0.114802665948705,0.389512388468834,"M","L","ML"
"411","G2601630563800",414,414,2693,97,154,78,5,50,3077,0.546065147196098,0.153040566988085,0.304764761439413,"L","L","LL"
"412","G2601630563900",415,415,2032,88,322,48,5,50,2545,0.721978004044886,0.0921471858628729,0.40294359619371,"M","L","ML"
"413","G2601630564000",416,416,1392,91,131,66,11,37,1728,0.763964920023895,0.203959698123145,0.42637694017771,"M","L","ML"
"414","G2601630564100",417,417,2878,138,481,106,10,88,3701,0.790054616059262,0.161997567765205,0.44093787677854,"M","L","ML"
"415","G2601630564200",418,418,3489,119,236,115,7,67,4033,0.575945824064708,0.142556300868511,0.321441484728329,"L","L","LL"
"416","G2601630564300",419,419,2135,112,194,68,8,30,2547,0.648553632235628,0.141886849449495,0.361964674039114,"M","L","ML"
"417","G2601630564400",420,420,4044,163,507,80,1,67,4862,0.631165097304501,0.155720702077797,0.352259947913894,"M","L","ML"
"418","G2601630564500",421,421,7786,706,1012,210,39,199,9952,0.793536238228513,0.169197786885481,0.442881007108835,"M","L","ML"
"419","G2601630564600",422,422,5068,222,602,126,3,105,6126,0.658384462256722,0.104257491907013,0.367451364741705,"M","L","ML"
"420","G2601630564700",423,423,3412,256,606,150,15,167,4606,0.900191144789658,0.0776553158092123,0.502406243834441,"M","L","ML"
"421","G2601630564800",424,424,3782,223,253,118,26,64,4466,0.639870049677713,0.128212848361706,0.357118274337006,"M","L","ML"
"422","G2601630564900",425,425,1702,85,19,69,6,42,1923,0.512455229129482,0.1072486953611,0.286006709008918,"L","L","LL"
"423","G2601630565000",426,426,3627,172,356,110,12,63,4340,0.653922242262282,0.154132138932804,0.364960952344799,"M","L","ML"
"424","G2601630565100",427,427,2106,172,39,52,8,74,2451,0.588784143372605,0.137358645655424,0.328606687161124,"L","L","LL"
"425","G2601630565200",428,428,4028,527,575,124,6,90,5350,0.845308750865533,0.149205439557661,0.471775796574815,"M","L","ML"
"426","G2601630565300",429,429,3782,729,254,165,20,121,5071,0.86995500822592,0.0542566588341205,0.485531134712364,"M","L","ML"
"427","G2601630565400",430,430,3900,525,461,158,19,157,5220,0.894831286584856,0.13255256962532,0.499414850013533,"M","L","ML"
"428","G2601630565500",431,431,901,26,17,10,4,23,981,0.40180307191662,0.197156847449537,0.224250564217601,"L","L","LL"
"429","G2601630565600",432,432,2399,66,35,55,5,35,2595,0.375870999615254,0.177075916047688,0.209777599097713,"L","L","LL"
"430","G2601630565700",433,433,2976,196,127,88,9,72,3468,0.603908599438852,0.211063485889348,0.337047806812504,"M","L","ML"
"431","G2601630565800",434,434,3929,112,48,101,13,52,4255,0.380249422448598,0.224712383379223,0.212221243408537,"L","L","LL"
"432","G2601630565900",435,435,2399,114,57,70,8,48,2696,0.502943234370313,0.163936600500481,0.280697963654126,"L","L","LL"
"433","G2601630566400",436,436,942,251,19,28,4,36,1280,0.809687558092585,0.29904020519365,0.451895230357802,"M","L","ML"
"434","G2601630566500",437,437,2064,195,101,54,13,68,2495,0.694463240434219,0.27028441323889,0.387587314235551,"M","L","ML"
"435","G2601630566600",438,438,1755,383,27,36,12,27,2240,0.69407868426572,0.197383941843392,0.387372689351407,"M","L","ML"
"436","G2601630566700",439,439,3885,105,23,82,22,87,4204,0.378110910567203,0.302157450561323,0.211027717202524,"L","L","LL"
