"","race","year_1990","year_2000","year_2010","year_2020"
"1","whites",56.1435477890426,49.9225194332129,49.5542065304679,47.7893977400267
"2","blacks",40.0307431925281,41.9485222413377,40.2510417044295,37.3155415399867
"3","asians",0.996643915504523,1.70947261787283,2.5208533132957,3.61994936330574
"4","native_americans",0.352419653101999,0.319334433683524,0.309517767473335,0.237795090325894
"5","others",0.0849084168250314,2.35435157450021,2.13196497368412,4.47779584859394
"6","latino",2.39173703299779,3.74579969939287,5.2324157106495,6.55952041776109
