"","GISJOIN_T","X.1","X","whites","blacks","asians","native_americans","others","latino","tot","E","H","Estd","Estd_cls","H_cls","biv_cls"
"218","G2601630538200",218,218,229,1593,10,1,52,26,1911,0.593943614158975,0.171439305786058,0.331486242634378,"M","L","ML"
"219","G2601630538300",219,219,80,1993,4,10,28,19,2134,0.322740267746657,0.104012080200691,0.180124773045404,"L","L","LL"
"220","G2601630538400",220,220,270,2931,22,4,73,42,3342,0.497995954294991,0.179860223482484,0.277936834071564,"L","L","LL"
"221","G2601630538500",221,221,29,4983,8,11,84,43,5158,0.192587478198225,0.238924126216901,0.107485118123136,"L","L","LL"
"222","G2601630538600",222,222,19,4526,8,11,71,34,4669,0.177221739756337,0.245114811439812,0.0989093362139112,"L","L","LL"
"223","G2601630538700",223,223,18,3502,5,7,42,32,3606,0.169911697415186,0.247915348599954,0.0948295239027755,"L","L","LL"
"224","G2601630538800",224,224,6,1374,1,3,19,1,1404,0.126138791217945,0.306170290454984,0.070399399799064,"L","L","LL"
"225","G2601630538900",225,225,44,3361,1,6,73,41,3526,0.245623801519766,0.222699425081478,0.137085253762096,"L","L","LL"
"226","G2601630539000",226,226,20,2792,5,5,52,15,2889,0.189068593461228,0.27574895906304,0.105521191157809,"L","L","LL"
"227","G2601630539100",227,227,13,1742,2,3,31,3,1794,0.163354310572112,0.213623334209807,0.0911697766232487,"L","L","LL"
"228","G2601630539200",228,228,47,4544,7,14,62,36,4710,0.201817663303951,0.206663471220944,0.112636582515677,"L","L","LL"
"229","G2601630539300",229,229,27,3562,5,8,53,39,3694,0.202205653686271,0.271635971060946,0.112853124071049,"L","L","LL"
"230","G2601630539400",230,230,19,3389,2,4,49,16,3479,0.150846303881659,0.247260682231541,0.0841889251723323,"L","L","LL"
"231","G2601630539500",231,231,26,2855,7,6,44,25,2963,0.206984847293886,0.245486142994147,0.115520442809805,"L","L","LL"
"232","G2601630539600",232,232,35,3196,4,3,55,17,3310,0.191572196676988,0.237287705786386,0.106918478717193,"L","L","LL"
"233","G2601630539700",233,233,20,1817,4,1,35,14,1891,0.213648194011104,0.251665284958255,0.11923932742108,"L","L","LL"
"234","G2601630540100",234,234,47,3153,1,6,63,30,3300,0.236321789923102,0.26275938308448,0.131893702241695,"L","L","LL"
"235","G2601630540200",235,235,40,3611,5,10,81,24,3771,0.228936624559766,0.252177254849529,0.127771962973579,"L","L","LL"
"236","G2601630540300",236,236,33,3724,1,4,39,22,3823,0.152373910642245,0.24478658775719,0.0850414987386072,"L","L","LL"
"237","G2601630540400",237,237,44,2453,12,4,41,15,2569,0.24497574625281,0.239232143207109,0.136723567231015,"L","L","LL"
"238","G2601630540500",238,238,70,3154,4,4,39,25,3296,0.229771369663869,0.218080462245323,0.12823784308664,"L","L","LL"
"239","G2601630540600",239,239,44,3165,2,6,65,19,3301,0.220874828443161,0.226064777481944,0.123272588891812,"L","L","LL"
"240","G2601630540700",240,240,54,3210,5,3,57,17,3346,0.218631799712816,0.251697435832762,0.122020730721746,"L","L","LL"
"241","G2601630540800",241,241,38,2081,2,7,27,19,2174,0.233420462260022,0.280641270879259,0.130274440441823,"L","L","LL"
"242","G2601630540900",242,242,73,3320,3,5,55,10,3466,0.220691165228608,0.277825710843442,0.123170084500063,"L","L","LL"
"243","G2601630541000",243,243,69,3467,1,8,56,33,3634,0.242870164737573,0.22440722559203,0.135548419812291,"L","L","LL"
"244","G2601630541100",244,244,108,3432,3,9,69,15,3636,0.277550717885009,0.202448719689048,0.154904005058551,"L","L","LL"
"245","G2601630541200",245,245,132,2200,10,13,43,26,2424,0.417345152517663,0.174004042880435,0.232924764559759,"L","L","LL"
"246","G2601630541300",246,246,589,1701,18,5,63,53,2429,0.820306752295142,0.126985888245198,0.457821915487661,"M","L","ML"
"247","G2601630541400",247,247,353,2177,10,3,58,33,2634,0.594614645271679,0.133872772376728,0.331860752229125,"M","L","ML"
"248","G2601630541500",248,248,92,3289,5,5,49,36,3476,0.274684301770639,0.153672167695288,0.153304227765003,"L","L","LL"
"249","G2601630541700",249,249,51,2028,3,10,34,6,2132,0.253785349379891,0.140739952509627,0.141640300351938,"L","L","LL"
"250","G2601630541800",250,250,499,1846,43,4,68,35,2495,0.783132508181876,0.122348421233529,0.437074574814036,"M","L","ML"
"251","G2601630542100",251,251,57,4181,2,23,57,30,4350,0.217263838999444,0.248469523117902,0.121257257310909,"L","L","LL"
"252","G2601630542200",252,252,55,3639,2,13,53,19,3781,0.208292868072636,0.263252471763656,0.116250463106175,"L","L","LL"
"253","G2601630542300",253,253,43,2135,4,2,25,16,2225,0.219476148196798,0.226284920463281,0.122491970583169,"L","L","LL"
"254","G2601630542400",254,254,31,2498,2,3,52,36,2622,0.24847572113171,0.215724915431138,0.138676940403592,"L","L","LL"
"255","G2601630542500",255,255,81,2326,1,10,40,31,2489,0.321075909156322,0.202599741788195,0.179195876829746,"L","L","LL"
"256","G2601630542600",256,256,13,3067,1,1,40,8,3130,0.118817983060267,0.216789212675894,0.0663135789713214,"L","L","LL"
"257","G2601630542700",257,257,16,903,0,7,6,5,937,0.201970365789863,0.176421869663485,0.112721807395765,"L","L","LL"
"258","G2601630542800",258,258,60,2405,2,2,54,8,2531,0.248802436439299,0.140073431210389,0.138859283688614,"L","L","LL"
"259","G2601630542900",259,259,208,3055,12,4,76,22,3377,0.408526059055732,0.159872631944039,0.228002734782107,"L","L","LL"
"260","G2601630543000",260,260,171,1609,1,1,27,5,1814,0.416134944006401,0.174642736871912,0.232249334329281,"L","L","LL"
"261","G2601630543100",261,261,177,2144,19,4,48,14,2406,0.451626456206591,0.206147851149009,0.25205752444058,"L","L","LL"
"262","G2601630543200",262,262,95,2615,4,5,50,35,2804,0.326913990780307,0.224158617013999,0.182454172222766,"L","L","LL"
"263","G2601630543400",263,263,74,3021,5,10,36,43,3189,0.275483396041855,0.191407682076367,0.153750210769385,"L","L","LL"
"264","G2601630543500",264,264,107,1406,4,4,44,34,1599,0.504788267143639,0.256816716334527,0.281727696051255,"L","L","LL"
"265","G2601630543600",265,265,257,1292,0,10,67,50,1676,0.752164638626047,0.210455863731373,0.419791077733276,"M","L","ML"
"266","G2601630543700",266,266,155,2379,2,10,76,27,2649,0.437751590190092,0.22775048825678,0.244313814274797,"L","L","LL"
"267","G2601630543800",267,267,185,828,7,9,35,29,1093,0.789367789245491,0.237798568626232,0.440554551435174,"M","L","ML"
"268","G2601630543900",268,268,141,720,0,2,14,24,901,0.644301699234666,0.168186237650361,0.359591625047893,"M","L","ML"
"269","G2601630544000",269,269,193,1890,6,7,60,22,2178,0.517878361231162,0.0973049081514467,0.289033416664057,"L","L","LL"
"270","G2601630544100",270,270,121,1628,5,0,35,14,1803,0.404053082243891,0.159480419553194,0.225506318891101,"L","L","LL"
"271","G2601630544200",271,271,288,2090,15,12,48,14,2467,0.554163818517462,0.187796188346404,0.309284715964812,"L","L","LL"
"272","G2601630544300",272,272,743,1648,21,13,65,59,2549,0.88849526563475,0.152069993484244,0.495878649391227,"M","L","ML"
"273","G2601630545100",273,273,56,1444,0,3,24,17,1544,0.309423000264591,0.266343554228226,0.172692264547038,"L","L","LL"
"274","G2601630545200",274,274,68,3115,13,8,52,24,3280,0.26765483964583,0.273584802625533,0.149381010254208,"L","L","LL"
"275","G2601630545300",275,275,31,2091,0,7,22,11,2162,0.185273112046349,0.250652036744682,0.103402892647287,"L","L","LL"
"276","G2601630545400",276,276,45,695,1,0,7,10,758,0.356322215879149,0.192323732825009,0.198867215158441,"L","L","LL"
"277","G2601630545500",277,277,923,2499,5,5,97,143,3672,0.849362914384985,0.168605050753668,0.474038468316797,"M","L","ML"
"278","G2601630545600",278,278,2449,1467,38,9,201,389,4553,1.09864104221713,0.090219797876064,0.613163240426715,"M","L","ML"
"279","G2601630545700",279,279,1013,962,6,3,48,341,2373,1.11065104771138,0.142524106004341,0.619866152117999,"M","L","ML"
"280","G2601630545800",280,280,1505,2462,19,12,166,544,4708,1.10836125864705,0.0519640193053223,0.618588196508633,"M","L","ML"
"281","G2601630545900",281,281,744,2999,5,11,76,203,4038,0.782059623747895,0.0677840718281867,0.436475786610371,"M","L","ML"
"282","G2601630546000",282,282,254,3266,3,8,59,84,3674,0.461231999943349,0.167950014030975,0.257418480473867,"L","L","LL"
"283","G2601630546100",283,283,437,3524,8,10,94,112,4185,0.589230399883152,0.127768695581691,0.328855747661828,"L","L","LL"
"284","G2601630546200",284,284,836,1792,32,7,69,127,2863,0.945635603077948,0.131868893235414,0.527769278923,"M","L","ML"
"285","G2601630546300",285,285,184,1412,10,5,26,18,1655,0.542517643814816,0.15437854364591,0.302784862104593,"L","L","LL"
"286","G2601630546400",286,286,57,1173,1,7,20,23,1281,0.390312392280861,0.191927093900435,0.217837493806588,"L","L","LL"
"287","G2601630546500",287,287,81,2239,4,1,21,11,2357,0.245852949295684,0.161207992252614,0.137213143570886,"L","L","LL"
"288","G2601630546600",288,288,102,2016,2,8,44,22,2194,0.371804557897427,0.185597211656631,0.207508074762743,"L","L","LL"
"289","G2601630546700",289,289,115,2926,0,18,56,37,3152,0.343143557717556,0.251509484777557,0.191512065994769,"L","L","LL"
"290","G2601630546800",290,290,86,2976,6,3,68,32,3171,0.304628994072622,0.188509136786295,0.170016678747547,"L","L","LL"
"291","G2601630546900",291,291,22,1122,3,8,24,19,1198,0.327298654893623,0.188227724638278,0.18266885735206,"L","L","LL"
"292","G2601630550100",292,292,3297,413,76,5,85,74,3950,0.628502288167795,0.2062555472319,0.350773805838221,"M","L","ML"
"293","G2601630550200",293,293,3100,693,101,12,119,138,4163,0.839649557034988,0.157294067273882,0.468617340360274,"M","L","ML"
"294","G2601630550300",294,294,3199,104,31,1,28,79,3442,0.344334677010285,0.211314538926461,0.192176842329531,"L","L","LL"
"295","G2601630550400",295,295,1421,82,35,6,41,42,1627,0.559224936369668,0.15795777048733,0.312109379620357,"L","L","LL"
"296","G2601630550500",296,296,3552,94,53,0,39,56,3794,0.322267615535047,0.181103872197198,0.179860980823442,"L","L","LL"
"297","G2601630550600",297,297,2377,25,26,1,10,47,2486,0.237175548524495,0.204975557951768,0.132370193989642,"L","L","LL"
"298","G2601630550700",298,298,5115,92,64,6,59,118,5454,0.320607172855611,0.184296533617081,0.178934270119269,"L","L","LL"
"299","G2601630550800",299,299,1413,47,28,9,19,23,1539,0.405003765375543,0.239014691455809,0.226036905249359,"L","L","LL"
"300","G2601630550900",300,300,2675,57,109,5,29,54,2929,0.412179162708979,0.158114409715338,0.230041570750877,"L","L","LL"
"301","G2601630551100",301,301,4521,123,84,5,48,75,4856,0.346967823580865,0.258771388588124,0.193646429411839,"L","L","LL"
"302","G2601630551200",302,302,3524,306,58,0,98,85,4071,0.550498454052941,0.209280412941221,0.30723903710698,"L","L","LL"
"303","G2601630551300",303,303,2317,1300,91,12,66,63,3849,0.915693544626632,0.195045348284573,0.511058297920502,"M","L","ML"
"304","G2601630551400",304,304,1790,2102,62,5,96,95,4150,0.951724334055448,0.152048752384319,0.531167464383755,"M","L","ML"
"305","G2601630551500",305,305,1191,1093,22,12,67,40,2425,0.944193149716239,0.0614894222402523,0.526964230373526,"M","L","ML"
"306","G2601630551600",306,306,1611,1956,31,2,129,83,3812,0.947383662630495,0.0844678055799784,0.528744889535121,"M","L","ML"
"307","G2601630551700",307,307,3204,74,141,1,21,47,3488,0.380606297257039,0.195849070583435,0.212420419031476,"L","L","LL"
"308","G2601630551800",308,308,3276,222,106,8,45,63,3720,0.517216705165388,0.206051124124627,0.288664139382626,"L","L","LL"
"309","G2601630552000",309,309,1470,250,945,7,112,33,2817,1.11596984477734,0.0791447748424621,0.62283462928098,"M","L","ML"
"310","G2601630552100",310,310,1799,1402,948,11,147,51,4358,1.24339626830206,0.219206140686646,0.693952670353547,"H","L","HL"
"311","G2601630552200",311,311,2199,502,704,10,117,38,3570,1.07132661163046,0.0965945247557025,0.597918766458101,"M","L","ML"
"312","G2601630552300",312,312,1849,432,1025,17,157,47,3527,1.17665512008944,0.0716230723528254,0.656703726307853,"M","L","ML"
"313","G2601630552400",313,313,1336,640,719,3,126,76,2900,1.27508716316611,0.149420767953215,0.711639695542092,"H","L","HL"
"314","G2601630552800",314,314,3223,1059,467,10,409,83,5251,1.11399941778698,0.0911085470194218,0.621734913038814,"M","L","ML"
"315","G2601630553000",315,315,45,1142,7,5,29,16,1244,0.393551960680726,0.21846445423168,0.219645531355992,"L","L","LL"
"316","G2601630553100",316,316,78,1561,12,3,35,7,1696,0.366949139308597,0.206891378916078,0.204798214051962,"L","L","LL"
"317","G2601630553200",317,317,8,850,3,1,21,22,905,0.30481873217813,0.30417416530291,0.170122573600493,"L","L","LL"
"318","G2601630553300",318,318,21,1269,0,4,40,29,1363,0.333407338225957,0.212391758454013,0.186078178434072,"L","L","LL"
"319","G2601630553400",319,319,31,1895,2,5,38,12,1983,0.237121451856555,0.136456832568011,0.132340002064403,"L","L","LL"
"320","G2601630553600",320,320,122,2399,23,6,35,46,2631,0.410099592259505,0.209464402473008,0.228880940384364,"L","L","LL"
"321","G2601630553800",321,321,42,1839,2,2,45,24,1954,0.294599578403392,0.211034054124936,0.16441915528445,"L","L","LL"
"322","G2601630554100",322,322,2780,997,41,36,133,134,4121,0.918367055628654,0.142546425112838,0.512550412820932,"M","L","ML"
"323","G2601630554200",323,323,2473,562,44,14,105,103,3301,0.816367214348823,0.172812217652399,0.455623217496118,"M","L","ML"
"324","G2601630554300",324,324,4059,707,33,13,82,134,5028,0.660800685485308,0.139282832524301,0.368799884601699,"M","L","ML"
"325","G2601630554400",325,325,2157,882,34,26,60,88,3247,0.883663510663882,0.133294824825946,0.493181995597094,"M","L","ML"
"326","G2601630554500",326,326,1906,710,28,19,76,65,2804,0.875100523999232,0.267866377416795,0.488402901744536,"M","L","ML"
"327","G2601630554600",327,327,3164,457,17,19,90,113,3860,0.656656374496136,0.191154298592136,0.366486900598909,"M","L","ML"
"328","G2601630554700",328,328,2017,380,14,5,24,74,2514,0.651776179090665,0.193348276417336,0.363763211683469,"M","L","ML"
"329","G2601630554800",329,329,1664,1730,27,4,68,97,3590,0.925259286208649,0.171900349830501,0.516397039948269,"M","L","ML"
"330","G2601630554900",330,330,1843,1285,32,11,86,78,3335,0.940815241287168,0.149885492837177,0.525078983783744,"M","L","ML"
"331","G2601630555100",331,331,3458,758,47,17,115,168,4563,0.790627575751668,0.167059442189068,0.441257651671457,"M","L","ML"
"332","G2601630555300",332,332,1789,1379,22,14,73,107,3384,0.950202545798864,0.109416698458147,0.530318138186394,"M","L","ML"
"333","G2601630555400",333,333,557,2081,34,7,88,94,2861,0.836815909529506,0.141974246128924,0.467035851575564,"M","L","ML"
"334","G2601630555500",334,334,1510,1344,18,10,75,100,3057,0.961481688906429,0.12016725759157,0.536613147813118,"M","L","ML"
"335","G2601630555600",335,335,1915,619,13,11,74,65,2697,0.817539020035499,0.0992792416596557,0.456277214702105,"M","L","ML"
"336","G2601630556100",336,336,2975,241,81,22,76,113,3508,0.636242657699727,0.222611976010499,0.355093788327426,"M","L","ML"
"337","G2601630556200",337,337,2266,217,129,6,33,63,2714,0.651903082610856,0.161266998865136,0.363834037886634,"M","L","ML"
"338","G2601630556300",338,338,2808,207,161,3,36,101,3316,0.622627861143921,0.221416339456496,0.347495225691297,"M","L","ML"
"339","G2601630556400",339,339,3791,157,221,3,75,93,4340,0.547343055748365,0.14050122551219,0.305477975782194,"L","L","LL"
"340","G2601630556500",340,340,2089,67,65,1,24,36,2282,0.402585662478617,0.135945777709789,0.22468733632649,"L","L","LL"
"341","G2601630556600",341,341,3234,20,82,7,35,60,3438,0.306555851888455,0.214914641545768,0.171092078570417,"L","L","LL"
"342","G2601630556700",342,342,2466,31,78,3,20,53,2651,0.345822133244788,0.17526073374791,0.193007007460538,"L","L","LL"
"343","G2601630556800",343,343,1671,17,31,0,22,48,1789,0.329419650323499,0.146517548300011,0.183852607440341,"L","L","LL"
"344","G2601630556900",344,344,3273,127,219,6,47,107,3779,0.569307671691489,0.149260783388466,0.317736661348168,"L","L","LL"
"345","G2601630557000",345,345,2477,297,112,15,31,107,3039,0.70640276122953,0.240392759243607,0.394250887667344,"M","L","ML"
"346","G2601630557100",346,346,2101,262,98,5,46,56,2568,0.689347656300387,0.227917033027273,0.384732252369443,"M","L","ML"
"347","G2601630557200",347,347,1867,35,35,6,30,41,2014,0.370377645623709,0.164414316946982,0.206711699859624,"L","L","LL"
"348","G2601630557300",348,348,1999,66,40,5,11,44,2165,0.37384536826109,0.237285727602594,0.208647072713479,"L","L","LL"
"349","G2601630557400",349,349,3223,9,50,10,23,100,3415,0.286255410056513,0.206670100969909,0.159762186260325,"L","L","LL"
"350","G2601630557500",350,350,3675,39,73,8,44,73,3912,0.316376047607914,0.197155535886715,0.17657283415626,"L","L","LL"
"351","G2601630557600",351,351,2975,49,54,5,32,68,3183,0.335127160076524,0.188876899241034,0.187038029284649,"L","L","LL"
"352","G2601630557700",352,352,4257,41,34,11,48,62,4453,0.246587373253562,0.203701294036535,0.137623033386172,"L","L","LL"
"353","G2601630557900",353,353,4711,81,86,13,44,108,5043,0.33845559573705,0.201133846451827,0.188895664596581,"L","L","LL"
"354","G2601630558000",354,354,4014,63,39,11,57,111,4295,0.334979886476362,0.212909485216062,0.186955834323388,"L","L","LL"
"355","G2601630558100",355,355,3052,124,89,4,50,113,3432,0.500914018915069,0.194096605463089,0.279565436944992,"L","L","LL"
"356","G2601630558200",356,356,3857,339,212,6,92,118,4624,0.664352170293303,0.182283490017261,0.370782006013076,"M","L","ML"
"357","G2601630558300",357,357,1817,91,16,10,47,63,2044,0.501171950884411,0.192964565250653,0.279709391518009,"L","L","LL"
"358","G2601630558400",358,358,3417,175,106,2,54,82,3836,0.489206455804761,0.18014630105793,0.27303132156211,"L","L","LL"
"359","G2601630558500",359,359,3724,110,37,18,45,96,4030,0.377712602221627,0.230250347793319,0.210805417082214,"L","L","LL"
"360","G2601630558600",360,360,1898,36,68,4,35,57,2098,0.44972704536044,0.151138497544441,0.250997443063157,"L","L","LL"
"361","G2601630558700",361,361,2616,20,27,2,22,59,2746,0.253945357456721,0.179268047569931,0.141729602559951,"L","L","LL"
"362","G2601630558800",362,362,2639,32,25,2,47,61,2806,0.30767851265826,0.215197038853188,0.171718647476058,"L","L","LL"
"363","G2601630558900",363,363,1723,58,30,4,21,61,1897,0.432965826049709,0.232124350895826,0.241642828451882,"L","L","LL"
"364","G2601630559000",364,364,2467,73,43,4,51,77,2715,0.435233523398337,0.208292266213192,0.242908454439953,"L","L","LL"
"365","G2601630559100",365,365,2323,118,51,7,48,88,2635,0.528787767835957,0.15986489296363,0.295122072419561,"L","L","LL"
"366","G2601630559200",366,366,1927,62,60,1,45,80,2175,0.512971185153046,0.128665264534397,0.286294669548502,"L","L","LL"
"367","G2601630560100",367,367,2516,54,62,2,56,49,2739,0.397953679130574,0.243440719139108,0.222102177197939,"L","L","LL"
"368","G2601630560200",368,368,4364,312,435,10,121,166,5408,0.743968025999946,0.0969447791022555,0.415216461124925,"M","L","ML"
"369","G2601630560300",369,369,2806,195,293,3,64,46,3407,0.67353835155584,0.218894440127044,0.375908911393124,"M","L","ML"
"370","G2601630560400",370,370,5549,122,289,3,71,119,6153,0.446075102252178,0.213352943464074,0.248959254806875,"L","L","LL"
"371","G2601630561200",371,371,3779,204,1363,9,124,162,5641,0.927767567662506,0.107648510929475,0.517796938482048,"M","L","ML"
"372","G2601630561300",372,372,6551,188,834,7,130,178,7888,0.640317911835672,0.134484716095753,0.357368230966593,"M","L","ML"
"373","G2601630561600",373,373,3566,43,69,11,32,111,3832,0.349015394778434,0.193099989156301,0.194789200655823,"L","L","LL"
"374","G2601630561700",374,374,1860,50,79,6,54,88,2137,0.571395058456395,0.185560581548056,0.318901654083385,"L","L","LL"
"375","G2601630561900",375,375,6146,197,490,8,108,162,7111,0.567116367175241,0.166973948093617,0.316513671011641,"L","L","LL"
"376","G2601630562300",376,376,1858,52,73,6,25,55,2069,0.473904540291983,0.225446380405106,0.264491159907839,"L","L","LL"
"377","G2601630562400",377,377,5084,90,127,15,56,85,5457,0.349207829570316,0.203616635301086,0.19489660055809,"L","L","LL"
"378","G2601630562500",378,378,1723,80,85,2,20,41,1951,0.51241994663014,0.278760157905117,0.285987017471104,"L","L","LL"
"379","G2601630562600",379,379,3486,31,54,7,55,52,3685,0.289381907862058,0.247174591372495,0.161507117909489,"L","L","LL"
"380","G2601630562700",380,380,3260,33,62,13,58,70,3496,0.347811621495279,0.257547266505305,0.194117361994536,"L","L","LL"
"381","G2601630562800",381,381,3231,61,62,1,34,86,3475,0.349648172536713,0.177332984685813,0.195142360646964,"L","L","LL"
"382","G2601630562900",382,382,3127,96,61,21,67,71,3443,0.446508344015993,0.265653767621759,0.249201051639126,"L","L","LL"
"383","G2601630563200",383,383,1942,839,289,13,80,131,3294,1.11373731467811,0.200602822264646,0.621588630508505,"M","L","ML"
"384","G2601630563300",384,384,2087,346,256,2,73,104,2868,0.920927887876236,0.186015965953187,0.513979640511123,"M","L","ML"
"385","G2601630563400",385,385,4300,312,216,8,94,162,5092,0.641442205541022,0.174681117694476,0.357995711230914,"M","L","ML"
"386","G2601630563500",386,386,5097,198,625,9,115,185,6229,0.692028354918096,0.137122078334201,0.386228378754568,"M","L","ML"
"387","G2601630563600",387,387,1687,88,233,8,41,59,2116,0.753139530280321,0.126824691616765,0.420335175125262,"M","L","ML"
"388","G2601630563700",388,388,1220,199,169,0,39,44,1671,0.898279097080767,0.204216873425711,0.501339109689635,"M","L","ML"
"389","G2601630563800",389,389,2407,231,152,5,92,104,2991,0.758586352443252,0.150039705919509,0.423375104455329,"M","L","ML"
"390","G2601630563900",390,390,1777,193,389,3,31,42,2435,0.857665590370908,0.107299212608939,0.478672280013353,"M","L","ML"
"391","G2601630564000",391,391,1269,448,215,11,39,63,2045,1.07637454834907,0.141901827191654,0.600736073582913,"M","L","ML"
"392","G2601630564100",392,392,2693,565,818,15,131,115,4337,1.09758518107353,0.163571538169312,0.612573953102313,"M","L","ML"
"393","G2601630564200",393,393,2915,289,364,6,139,104,3817,0.854346704389822,0.121221526419386,0.476819974478997,"M","L","ML"
"394","G2601630564300",394,394,1956,202,321,5,62,98,2644,0.897441616437607,0.149388696015648,0.500871702843157,"M","L","ML"
"395","G2601630564401",395,395,3983,263,767,13,95,103,5224,0.80415812117437,0.103400885712324,0.448809192854901,"M","L","ML"
"396","G2601630564402",396,396,2565,388,1192,8,99,133,4385,1.08543110641405,0.101244038276751,0.605790634878961,"M","L","ML"
"397","G2601630564501",397,397,3104,294,643,4,99,102,4246,0.883534832934418,0.112277640611408,0.49311017918888,"M","L","ML"
"398","G2601630564502",398,398,2351,365,833,2,87,73,3711,1.02196619811579,0.121276976287606,0.570370195144598,"M","L","ML"
"399","G2601630564503",399,399,2044,772,528,7,87,154,3592,1.17040927767947,0.125779664446875,0.653217855287081,"M","L","ML"
"400","G2601630564504",400,400,3866,680,975,16,147,277,5961,1.07442728450478,0.150905724619416,0.59964928493872,"M","L","ML"
"401","G2601630564600",401,401,4787,354,1180,10,143,204,6678,0.899235541786157,0.138905336527644,0.501872911643423,"M","L","ML"
"402","G2601630564700",402,402,2732,994,987,10,168,138,5029,1.19608857152973,0.182890739169179,0.667549742067243,"H","L","HL"
"403","G2601630564800",403,403,3478,453,491,20,108,126,4676,0.890689919944613,0.115951246629992,0.497103509283168,"M","L","ML"
"404","G2601630564900",404,404,1592,210,17,26,76,165,2086,0.852592959309888,0.0797189158408441,0.475841190713624,"M","L","ML"
"405","G2601630565000",405,405,3313,387,1081,5,124,136,5046,0.998575410008105,0.154157569404949,0.557315547738292,"M","L","ML"
"406","G2601630565100",406,406,2216,835,225,6,64,137,3483,1.01874149206886,0.188591268351633,0.568570452432301,"M","L","ML"
"407","G2601630565200",407,407,3157,1109,577,18,68,149,5078,1.05618728642684,0.199152372366297,0.589469348183143,"M","L","ML"
"408","G2601630565300",408,408,2457,2472,365,22,119,165,5600,1.10785861213151,0.134652614198484,0.618307664146914,"M","L","ML"
"409","G2601630565600",409,409,2034,113,42,6,48,56,2299,0.516354872164569,0.161943763968298,0.288183141226557,"L","L","LL"
"410","G2601630565700",410,410,2725,397,184,7,95,148,3556,0.843332660487659,0.175459322275955,0.470672919535898,"M","L","ML"
"411","G2601630565800",411,411,3242,355,44,12,70,158,3881,0.64046197111182,0.193688825635415,0.357448631979465,"M","L","ML"
"412","G2601630565900",412,412,2020,333,50,9,47,121,2580,0.768467991664925,0.214907801977509,0.42889015231269,"M","L","ML"
"413","G2601630566400",413,413,593,349,7,2,17,44,1012,0.932018814669383,0.362314924578754,0.52016960461268,"M","M","MM"
"414","G2601630566500",414,414,1565,431,105,15,63,88,2267,0.972626135196879,0.257371171628996,0.542832981714848,"M","L","ML"
"415","G2601630566600",415,415,1570,440,14,2,57,72,2155,0.803967176528396,0.163773331331323,0.4487026246189,"M","L","ML"
"416","G2601630566700",416,416,3405,275,17,22,115,139,3973,0.58901236406396,0.222508731133753,0.328734059554168,"L","L","LL"
"417","G2601630566800",417,417,2408,442,36,12,83,108,3089,0.760227094887798,0.206362924031289,0.424290820249064,"M","L","ML"
"418","G2601630566900",418,418,3539,1027,187,22,171,151,5097,0.939002963727147,0.329468292417397,0.524067532419236,"M","L","ML"
"419","G2601630567000",419,419,1442,1760,23,22,115,225,3587,1.06329546652949,0.426482442618064,0.593436499033873,"M","M","MM"
"420","G2601630567100",420,420,2935,266,60,18,108,226,3613,0.733670264481189,0.191039458075911,0.409469170991616,"M","L","ML"
"421","G2601630567201",421,421,3157,105,43,10,60,127,3502,0.459365795609232,0.152337193695818,0.256376932003681,"L","L","LL"
"422","G2601630567202",422,422,2268,563,43,9,36,97,3016,0.768998660365514,0.193188784631605,0.429186324153667,"M","L","ML"
"423","G2601630567300",423,423,3848,346,103,11,52,95,4455,0.560899503591179,0.277091972701536,0.313043973381556,"L","L","LL"
"424","G2601630567400",424,424,2511,77,35,9,25,70,2727,0.388494793465044,0.172141941639979,0.216823072592673,"L","L","LL"
"425","G2601630567800",425,425,3798,783,107,18,104,215,5025,0.818510039418771,0.181913911653312,0.456819150938497,"M","L","ML"
"426","G2601630567900",426,426,2552,132,35,35,70,105,2929,0.574097046565009,0.192945574374944,0.320409662359618,"L","L","LL"
"427","G2601630568000",427,427,1825,182,74,12,58,89,2240,0.734329311929142,0.148437750626384,0.40983699237572,"M","L","ML"
"428","G2601630568200",428,428,3383,231,101,14,61,127,3917,0.583967599525912,0.153191811264386,0.325918522857034,"L","L","LL"
"429","G2601630568300",429,429,3375,615,50,34,89,157,4320,0.760565630933738,0.173498053621203,0.424479760813773,"M","L","ML"
"430","G2601630568400",430,430,3363,207,95,16,67,128,3876,0.575983474732212,0.201331238307291,0.321462497965959,"L","L","LL"
"431","G2601630568500",431,431,3294,747,26,44,205,231,4547,0.89577407720335,0.134588896291813,0.499941031476327,"M","L","ML"
"432","G2601630568700",432,432,2536,1050,80,8,134,135,3943,0.958334806981367,0.1873711972625,0.534856839570239,"M","L","ML"
"433","G2601630568800",433,433,1378,1447,80,6,104,112,3127,1.05592083127005,0.0585438913668769,0.589320636728643,"M","L","ML"
"434","G2601630568900",434,434,2310,225,97,7,65,92,2796,0.691922526741567,0.176369453496414,0.386169314924658,"M","L","ML"
"435","G2601630569100",435,435,2303,45,8,10,38,95,2499,0.376042950698203,0.220440127051348,0.209873566824354,"L","L","LL"
"436","G2601630569200",436,436,2454,116,22,22,42,131,2787,0.527737161734536,0.249204954810806,0.294535717990039,"L","L","LL"
"437","G2601630569300",437,437,3400,165,42,14,103,137,3861,0.531401305003766,0.191789596041286,0.296580715285802,"L","L","LL"
