GISJOIN,GISJOIN_T,COUNTY_CODE,STATEA,COUNTYA,TRACTA,BLOCKA,whites,blacks,asians,native_americans,others,latino,tot
G26016305323001024,G2601630532300,26163,26,163,532300,1024,0,0,0,0,0,0,0
G26016305323001025,G2601630532300,26163,26,163,532300,1025,0,0,0,0,0,0,0
G26016305323001026,G2601630532300,26163,26,163,532300,1026,0,0,0,0,0,0,0
G26016305323001027,G2601630532300,26163,26,163,532300,1027,2,64,0,0,3,0,69
G26016305323001028,G2601630532300,26163,26,163,532300,1028,0,4,0,0,0,0,4
G26016305323001029,G2601630532300,26163,26,163,532300,1029,0,0,0,0,0,0,0
G26016305323001030,G2601630532300,26163,26,163,532300,1030,0,0,0,0,0,0,0
G26016305323001031,G2601630532300,26163,26,163,532300,1031,4,82,0,1,1,2,90
G26016305323001032,G2601630532300,26163,26,163,532300,1032,6,65,1,0,0,0,72
G26016305323001033,G2601630532300,26163,26,163,532300,1033,10,46,1,0,1,0,58
G26016305323001034,G2601630532300,26163,26,163,532300,1034,0,65,0,1,1,0,67
G26016305323001035,G2601630532300,26163,26,163,532300,1035,1,39,0,1,6,0,47
G26016305323001036,G2601630532300,26163,26,163,532300,1036,0,0,0,0,0,0,0
G26016305323001037,G2601630532300,26163,26,163,532300,1037,1,49,0,0,0,0,50
G26016305324001000,G2601630532400,26163,26,163,532400,1000,3,46,0,0,0,1,50
G26016305324001001,G2601630532400,26163,26,163,532400,1001,2,85,0,1,0,0,88
G26016305324001002,G2601630532400,26163,26,163,532400,1002,7,50,0,2,3,0,62
G26016305324001003,G2601630532400,26163,26,163,532400,1003,4,106,0,1,0,9,120
G26016305324001004,G2601630532400,26163,26,163,532400,1004,3,111,0,3,2,3,122
G26016305324001005,G2601630532400,26163,26,163,532400,1005,10,152,0,2,6,1,171
G26016305324002000,G2601630532400,26163,26,163,532400,2000,0,49,0,0,3,0,52
G26016305324002001,G2601630532400,26163,26,163,532400,2001,16,71,0,0,0,0,87
G26016305324002002,G2601630532400,26163,26,163,532400,2002,3,48,0,0,0,0,51
G26016305324002003,G2601630532400,26163,26,163,532400,2003,4,63,0,0,0,0,67
G26016305324002004,G2601630532400,26163,26,163,532400,2004,3,157,0,0,3,0,163
G26016305324002005,G2601630532400,26163,26,163,532400,2005,4,154,0,2,9,0,169
G26016305324003000,G2601630532400,26163,26,163,532400,3000,0,28,0,0,0,0,28
G26016305324003001,G2601630532400,26163,26,163,532400,3001,4,37,0,0,0,0,41
G26016305324003002,G2601630532400,26163,26,163,532400,3002,0,40,0,0,0,0,40
G26016305324003003,G2601630532400,26163,26,163,532400,3003,0,45,4,0,1,0,50
G26016305324003004,G2601630532400,26163,26,163,532400,3004,0,53,0,0,0,0,53
G26016305324003005,G2601630532400,26163,26,163,532400,3005,3,59,0,0,3,0,65
G26016305324003006,G2601630532400,26163,26,163,532400,3006,0,48,0,0,0,0,48
G26016305324003007,G2601630532400,26163,26,163,532400,3007,0,58,0,0,0,0,58
G26016305324003008,G2601630532400,26163,26,163,532400,3008,1,49,0,0,0,0,50
G26016305324003009,G2601630532400,26163,26,163,532400,3009,0,0,0,0,0,0,0
G26016305324003010,G2601630532400,26163,26,163,532400,3010,0,0,0,0,0,0,0
G26016305324003011,G2601630532400,26163,26,163,532400,3011,0,0,0,0,0,0,0
G26016305326001000,G2601630532600,26163,26,163,532600,1000,0,0,0,0,0,0,0
G26016305326001001,G2601630532600,26163,26,163,532600,1001,0,0,0,0,0,0,0
G26016305326001002,G2601630532600,26163,26,163,532600,1002,2,77,0,0,1,0,80
G26016305326001003,G2601630532600,26163,26,163,532600,1003,1,103,0,1,1,0,106
G26016305326001004,G2601630532600,26163,26,163,532600,1004,0,128,0,0,0,4,132
G26016305326001005,G2601630532600,26163,26,163,532600,1005,1,127,4,0,0,0,132
G26016305326001006,G2601630532600,26163,26,163,532600,1006,2,174,3,1,2,4,186
G26016305326001007,G2601630532600,26163,26,163,532600,1007,1,0,0,0,0,0,1
G26016305326001008,G2601630532600,26163,26,163,532600,1008,0,0,0,0,0,0,0
G26016305326001009,G2601630532600,26163,26,163,532600,1009,1,45,0,0,0,0,46
G26016305326002000,G2601630532600,26163,26,163,532600,2000,0,20,0,0,0,0,20
G26016305326002001,G2601630532600,26163,26,163,532600,2001,3,28,0,0,0,0,31
G26016305326002002,G2601630532600,26163,26,163,532600,2002,1,214,0,0,2,0,217
G26016305326002003,G2601630532600,26163,26,163,532600,2003,3,145,1,0,7,2,158
G26016305326002004,G2601630532600,26163,26,163,532600,2004,3,123,0,0,6,0,132
G26016305326002005,G2601630532600,26163,26,163,532600,2005,0,0,0,0,0,0,0
G26016305326002006,G2601630532600,26163,26,163,532600,2006,0,62,0,0,0,0,62
G26016305326002007,G2601630532600,26163,26,163,532600,2007,1,31,0,1,1,2,36
G26016305326002008,G2601630532600,26163,26,163,532600,2008,0,0,0,0,0,0,0
G26016305326002009,G2601630532600,26163,26,163,532600,2009,0,12,0,0,0,0,12
G26016305326002010,G2601630532600,26163,26,163,532600,2010,1,88,0,0,4,0,93
G26016305326002011,G2601630532600,26163,26,163,532600,2011,0,35,0,1,5,1,42
G26016305326002012,G2601630532600,26163,26,163,532600,2012,0,118,0,1,2,0,121
G26016305326003000,G2601630532600,26163,26,163,532600,3000,0,0,0,0,0,0,0
G26016305326003001,G2601630532600,26163,26,163,532600,3001,0,0,0,0,0,0,0
G26016305326003002,G2601630532600,26163,26,163,532600,3002,0,0,0,0,0,0,0
G26016305326003003,G2601630532600,26163,26,163,532600,3003,0,0,0,0,0,0,0
G26016305326003004,G2601630532600,26163,26,163,532600,3004,79,5,71,0,8,54,217
G26016305326003005,G2601630532600,26163,26,163,532600,3005,0,20,0,0,0,0,20
G26016305326003006,G2601630532600,26163,26,163,532600,3006,0,14,0,0,0,0,14
G26016305326003007,G2601630532600,26163,26,163,532600,3007,4,86,0,1,1,0,92
G26016305326003008,G2601630532600,26163,26,163,532600,3008,3,87,0,0,3,0,93
G26016305327001000,G2601630532700,26163,26,163,532700,1000,0,0,0,0,0,0,0
G26016305327001001,G2601630532700,26163,26,163,532700,1001,0,0,0,0,0,0,0
G26016305327001002,G2601630532700,26163,26,163,532700,1002,1,26,0,1,0,0,28
G26016305327001003,G2601630532700,26163,26,163,532700,1003,0,40,0,0,0,0,40
G26016305327001004,G2601630532700,26163,26,163,532700,1004,0,31,0,0,0,0,31
G26016305327001005,G2601630532700,26163,26,163,532700,1005,0,21,0,0,0,0,21
G26016305327001006,G2601630532700,26163,26,163,532700,1006,0,0,0,0,1,0,1
G26016305327001007,G2601630532700,26163,26,163,532700,1007,0,0,0,0,0,0,0
G26016305327001008,G2601630532700,26163,26,163,532700,1008,0,76,0,0,1,0,77
G26016305327001009,G2601630532700,26163,26,163,532700,1009,1,12,0,0,1,0,14
G26016305327001010,G2601630532700,26163,26,163,532700,1010,0,23,0,0,0,0,23
G26016305327001011,G2601630532700,26163,26,163,532700,1011,0,34,0,0,0,0,34
G26016305327001012,G2601630532700,26163,26,163,532700,1012,0,39,0,0,0,0,39
G26016305327001013,G2601630532700,26163,26,163,532700,1013,0,15,0,0,0,0,15
G26016305327001014,G2601630532700,26163,26,163,532700,1014,0,108,0,0,2,0,110
G26016305327002000,G2601630532700,26163,26,163,532700,2000,1,30,0,1,0,1,33
G26016305327002001,G2601630532700,26163,26,163,532700,2001,4,52,0,0,1,4,61
G26016305327002002,G2601630532700,26163,26,163,532700,2002,1,123,0,0,7,2,133
G26016305327002003,G2601630532700,26163,26,163,532700,2003,2,121,0,0,1,5,129
G26016305327002004,G2601630532700,26163,26,163,532700,2004,0,22,0,0,0,0,22
G26016305327002005,G2601630532700,26163,26,163,532700,2005,1,43,0,0,0,0,44
G26016305327002006,G2601630532700,26163,26,163,532700,2006,5,42,0,0,0,2,49
G26016305327002007,G2601630532700,26163,26,163,532700,2007,0,57,0,0,1,0,58
G26016305330001000,G2601630533000,26163,26,163,533000,1000,0,0,0,0,0,0,0
G26016305330001001,G2601630533000,26163,26,163,533000,1001,0,69,0,0,0,0,69
G26016305330001002,G2601630533000,26163,26,163,533000,1002,0,117,0,0,0,1,118
G26016305330001003,G2601630533000,26163,26,163,533000,1003,0,0,0,0,0,0,0
G26016305330001004,G2601630533000,26163,26,163,533000,1004,0,0,0,0,0,0,0
G26016305330001005,G2601630533000,26163,26,163,533000,1005,0,0,0,0,0,0,0
G26016305330001006,G2601630533000,26163,26,163,533000,1006,0,0,0,0,0,0,0
G26016305330001007,G2601630533000,26163,26,163,533000,1007,2,137,0,0,0,1,140
G26016305330001008,G2601630533000,26163,26,163,533000,1008,0,0,0,0,0,0,0
G26016305330001009,G2601630533000,26163,26,163,533000,1009,0,0,0,0,0,0,0
G26016305330001010,G2601630533000,26163,26,163,533000,1010,0,0,0,0,0,0,0
G26016305330001011,G2601630533000,26163,26,163,533000,1011,0,41,0,0,0,0,41
G26016305330001012,G2601630533000,26163,26,163,533000,1012,1,59,0,0,0,0,60
G26016305330001013,G2601630533000,26163,26,163,533000,1013,0,0,0,0,0,0,0
G26016305330001014,G2601630533000,26163,26,163,533000,1014,0,0,0,0,0,0,0
G26016305330001015,G2601630533000,26163,26,163,533000,1015,0,0,0,0,0,0,0
G26016305330001016,G2601630533000,26163,26,163,533000,1016,0,84,0,0,0,0,84
G26016305330001017,G2601630533000,26163,26,163,533000,1017,4,73,0,0,2,1,80
G26016305330001018,G2601630533000,26163,26,163,533000,1018,5,70,1,0,0,0,76
G26016305330001019,G2601630533000,26163,26,163,533000,1019,0,0,0,0,0,0,0
G26016305330001020,G2601630533000,26163,26,163,533000,1020,34,53,0,0,0,0,87
G26016305330001021,G2601630533000,26163,26,163,533000,1021,0,4,0,0,0,0,4
G26016305330001022,G2601630533000,26163,26,163,533000,1022,0,0,0,0,0,0,0
G26016305330001023,G2601630533000,26163,26,163,533000,1023,0,0,0,0,0,0,0
G26016305330001024,G2601630533000,26163,26,163,533000,1024,3,69,0,0,0,0,72
G26016305330001025,G2601630533000,26163,26,163,533000,1025,5,107,1,0,0,5,118
G26016305330002000,G2601630533000,26163,26,163,533000,2000,2,80,0,0,0,6,88
G26016305330002001,G2601630533000,26163,26,163,533000,2001,1,58,0,0,2,0,61
G26016305330002002,G2601630533000,26163,26,163,533000,2002,0,5,0,0,0,0,5
G26016305330002003,G2601630533000,26163,26,163,533000,2003,0,44,0,0,0,0,44
G26016305330002004,G2601630533000,26163,26,163,533000,2004,1,52,0,0,0,1,54
G26016305330002005,G2601630533000,26163,26,163,533000,2005,0,71,0,0,2,0,73
G26016305330002006,G2601630533000,26163,26,163,533000,2006,1,93,0,0,1,1,96
G26016305330002007,G2601630533000,26163,26,163,533000,2007,1,68,0,0,4,0,73
G26016305330002008,G2601630533000,26163,26,163,533000,2008,1,59,0,0,0,3,63
G26016305330002009,G2601630533000,26163,26,163,533000,2009,1,74,0,0,5,3,83
G26016305330002010,G2601630533000,26163,26,163,533000,2010,2,47,0,0,0,0,49
G26016305330002011,G2601630533000,26163,26,163,533000,2011,5,49,1,0,1,0,56
G26016305330002012,G2601630533000,26163,26,163,533000,2012,0,49,0,2,0,0,51
G26016305330002013,G2601630533000,26163,26,163,533000,2013,0,7,0,0,0,0,7
G26016305330002014,G2601630533000,26163,26,163,533000,2014,3,11,0,0,0,0,14
G26016305330002015,G2601630533000,26163,26,163,533000,2015,5,33,0,0,0,0,38
G26016305331001000,G2601630533100,26163,26,163,533100,1000,0,0,0,0,0,0,0
G26016305331001001,G2601630533100,26163,26,163,533100,1001,0,147,0,1,0,0,148
G26016305331001002,G2601630533100,26163,26,163,533100,1002,0,176,0,0,1,1,178
G26016305331001003,G2601630533100,26163,26,163,533100,1003,0,0,0,0,0,0,0
G26016305331001004,G2601630533100,26163,26,163,533100,1004,0,0,0,0,0,0,0
G26016305331001005,G2601630533100,26163,26,163,533100,1005,2,133,0,0,2,0,137
G26016305331001006,G2601630533100,26163,26,163,533100,1006,0,122,0,0,3,0,125
G26016305331001007,G2601630533100,26163,26,163,533100,1007,0,0,0,0,0,0,0
G26016305331001008,G2601630533100,26163,26,163,533100,1008,0,0,0,0,0,0,0
G26016305331001009,G2601630533100,26163,26,163,533100,1009,0,79,0,1,3,0,83
G26016305331001010,G2601630533100,26163,26,163,533100,1010,0,0,0,0,0,0,0
G26016305331001011,G2601630533100,26163,26,163,533100,1011,0,0,0,0,0,0,0
G26016305331002000,G2601630533100,26163,26,163,533100,2000,1,88,0,0,0,2,91
G26016305331002001,G2601630533100,26163,26,163,533100,2001,0,103,0,0,0,0,103
G26016305331002002,G2601630533100,26163,26,163,533100,2002,1,64,0,0,0,4,69
G26016305331002003,G2601630533100,26163,26,163,533100,2003,0,132,0,0,6,4,142
G26016305331002004,G2601630533100,26163,26,163,533100,2004,0,84,0,0,1,1,86
G26016305331002005,G2601630533100,26163,26,163,533100,2005,3,65,0,0,0,0,68
G26016305331002006,G2601630533100,26163,26,163,533100,2006,0,57,0,0,1,2,60
G26016305331003000,G2601630533100,26163,26,163,533100,3000,0,61,0,0,0,1,62
G26016305331003001,G2601630533100,26163,26,163,533100,3001,0,96,0,0,10,1,107
G26016305331003002,G2601630533100,26163,26,163,533100,3002,0,89,0,0,0,0,89
G26016305331003003,G2601630533100,26163,26,163,533100,3003,0,59,0,0,0,0,59
G26016305331003004,G2601630533100,26163,26,163,533100,3004,0,20,0,0,0,0,20
G26016305331003005,G2601630533100,26163,26,163,533100,3005,0,110,0,0,3,0,113
G26016305331003006,G2601630533100,26163,26,163,533100,3006,0,84,0,0,0,0,84
G26016305332001000,G2601630533200,26163,26,163,533200,1000,0,25,0,0,0,0,25
G26016305332001001,G2601630533200,26163,26,163,533200,1001,1,68,0,0,1,0,70
G26016305332001002,G2601630533200,26163,26,163,533200,1002,0,66,0,0,0,0,66
G26016305332001003,G2601630533200,26163,26,163,533200,1003,1,45,0,0,0,1,47
G26016305332001004,G2601630533200,26163,26,163,533200,1004,0,38,0,0,0,0,38
G26016305332001005,G2601630533200,26163,26,163,533200,1005,0,75,0,0,0,2,77
G26016305332001006,G2601630533200,26163,26,163,533200,1006,0,118,0,0,1,0,119
G26016305332001007,G2601630533200,26163,26,163,533200,1007,0,0,0,0,0,0,0
G26016305332001008,G2601630533200,26163,26,163,533200,1008,0,74,0,0,0,0,74
G26016305332002000,G2601630533200,26163,26,163,533200,2000,0,42,0,0,0,0,42
G26016305332002001,G2601630533200,26163,26,163,533200,2001,0,87,0,0,0,0,87
G26016305332002002,G2601630533200,26163,26,163,533200,2002,4,86,0,0,1,0,91
G26016305332002003,G2601630533200,26163,26,163,533200,2003,0,111,0,0,0,0,111
G26016305332002004,G2601630533200,26163,26,163,533200,2004,2,55,0,0,0,0,57
G26016305332002005,G2601630533200,26163,26,163,533200,2005,0,65,0,0,2,0,67
G26016305332002006,G2601630533200,26163,26,163,533200,2006,0,80,0,0,1,3,84
G26016305332002007,G2601630533200,26163,26,163,533200,2007,0,101,0,0,1,0,102
G26016305332002008,G2601630533200,26163,26,163,533200,2008,0,85,0,0,1,1,87
G26016305332003000,G2601630533200,26163,26,163,533200,3000,0,33,0,2,4,0,39
G26016305332003001,G2601630533200,26163,26,163,533200,3001,0,39,0,0,0,3,42
G26016305332003002,G2601630533200,26163,26,163,533200,3002,1,53,0,0,10,2,66
G26016305332003003,G2601630533200,26163,26,163,533200,3003,1,35,0,0,2,2,40
G26016305332003004,G2601630533200,26163,26,163,533200,3004,0,40,0,0,0,0,40
G26016305332003005,G2601630533200,26163,26,163,533200,3005,1,50,0,0,0,0,51
G26016305332003006,G2601630533200,26163,26,163,533200,3006,0,43,0,0,0,0,43
G26016305332003007,G2601630533200,26163,26,163,533200,3007,1,40,0,0,0,0,41
G26016305332003008,G2601630533200,26163,26,163,533200,3008,0,50,0,0,0,0,50
G26016305333001000,G2601630533300,26163,26,163,533300,1000,0,36,0,0,0,0,36
G26016305333001001,G2601630533300,26163,26,163,533300,1001,0,26,0,0,0,0,26
G26016305333001002,G2601630533300,26163,26,163,533300,1002,0,36,0,0,0,0,36
G26016305333001003,G2601630533300,26163,26,163,533300,1003,0,48,0,0,0,0,48
G26016305333001004,G2601630533300,26163,26,163,533300,1004,0,53,0,0,0,0,53
G26016305333001005,G2601630533300,26163,26,163,533300,1005,0,37,0,0,0,0,37
G26016305333001006,G2601630533300,26163,26,163,533300,1006,0,50,0,0,1,0,51
G26016305333001007,G2601630533300,26163,26,163,533300,1007,5,59,0,0,1,0,65
G26016305333001008,G2601630533300,26163,26,163,533300,1008,0,33,0,0,0,0,33
G26016305333001009,G2601630533300,26163,26,163,533300,1009,0,57,0,0,1,0,58
G26016305333002000,G2601630533300,26163,26,163,533300,2000,0,83,0,0,0,1,84
G26016305333002001,G2601630533300,26163,26,163,533300,2001,0,57,0,0,0,0,57
G26016305333002002,G2601630533300,26163,26,163,533300,2002,1,88,0,0,0,5,94
G26016305333002003,G2601630533300,26163,26,163,533300,2003,0,106,0,0,3,0,109
G26016305333002004,G2601630533300,26163,26,163,533300,2004,0,66,0,0,0,0,66
G26016305333002005,G2601630533300,26163,26,163,533300,2005,2,96,0,0,1,4,103
G26016305333002006,G2601630533300,26163,26,163,533300,2006,1,68,0,1,1,0,71
G26016305333002007,G2601630533300,26163,26,163,533300,2007,0,58,0,0,1,0,59
G26016305333002008,G2601630533300,26163,26,163,533300,2008,1,37,0,0,0,1,39
G26016305333002009,G2601630533300,26163,26,163,533300,2009,1,88,0,0,5,0,94
G26016305333002010,G2601630533300,26163,26,163,533300,2010,1,43,0,0,0,0,44
G26016305333002011,G2601630533300,26163,26,163,533300,2011,0,30,0,0,0,0,30
G26016305333002012,G2601630533300,26163,26,163,533300,2012,0,66,4,3,3,0,76
G26016305333002013,G2601630533300,26163,26,163,533300,2013,1,100,0,2,3,1,107
G26016305333002014,G2601630533300,26163,26,163,533300,2014,3,63,1,0,7,0,74
G26016305333002015,G2601630533300,26163,26,163,533300,2015,0,47,0,0,5,0,52
G26016305333002016,G2601630533300,26163,26,163,533300,2016,0,53,0,1,0,0,54
G26016305333002017,G2601630533300,26163,26,163,533300,2017,0,10,0,1,0,0,11
G26016305333002018,G2601630533300,26163,26,163,533300,2018,0,14,0,0,0,0,14
G26016305333002019,G2601630533300,26163,26,163,533300,2019,19,92,0,1,2,0,114
G26016305334001000,G2601630533400,26163,26,163,533400,1000,5,21,0,0,1,0,27
G26016305334001001,G2601630533400,26163,26,163,533400,1001,0,41,0,0,2,0,43
G26016305334001002,G2601630533400,26163,26,163,533400,1002,0,36,0,0,0,2,38
G26016305334001003,G2601630533400,26163,26,163,533400,1003,0,65,0,0,2,0,67
G26016305334001004,G2601630533400,26163,26,163,533400,1004,0,23,0,0,0,0,23
G26016305334001005,G2601630533400,26163,26,163,533400,1005,0,12,0,0,0,0,12
G26016305334001006,G2601630533400,26163,26,163,533400,1006,0,56,0,0,0,0,56
G26016305334001007,G2601630533400,26163,26,163,533400,1007,0,42,0,0,0,0,42
G26016305334001008,G2601630533400,26163,26,163,533400,1008,1,72,0,0,1,1,75
G26016305334001009,G2601630533400,26163,26,163,533400,1009,0,0,0,0,0,0,0
G26016305334001010,G2601630533400,26163,26,163,533400,1010,1,56,0,0,0,0,57
G26016305334001011,G2601630533400,26163,26,163,533400,1011,0,123,0,0,0,2,125
G26016305334001012,G2601630533400,26163,26,163,533400,1012,1,80,0,0,0,0,81
G26016305334001013,G2601630533400,26163,26,163,533400,1013,1,53,0,0,0,0,54
G26016305334001014,G2601630533400,26163,26,163,533400,1014,0,0,0,0,0,0,0
G26016305334002000,G2601630533400,26163,26,163,533400,2000,1,76,0,0,3,0,80
G26016305334002001,G2601630533400,26163,26,163,533400,2001,0,56,0,0,0,0,56
G26016305334002002,G2601630533400,26163,26,163,533400,2002,0,56,0,0,0,0,56
G26016305334002003,G2601630533400,26163,26,163,533400,2003,0,29,0,0,0,0,29
G26016305334002004,G2601630533400,26163,26,163,533400,2004,0,0,0,0,0,0,0
G26016305334002005,G2601630533400,26163,26,163,533400,2005,0,2,0,0,0,0,2
G26016305334002006,G2601630533400,26163,26,163,533400,2006,0,0,0,0,0,0,0
G26016305334002007,G2601630533400,26163,26,163,533400,2007,0,0,0,0,1,0,1
G26016305334002008,G2601630533400,26163,26,163,533400,2008,0,0,0,0,0,0,0
G26016305334002009,G2601630533400,26163,26,163,533400,2009,0,0,0,0,1,0,1
G26016305334002010,G2601630533400,26163,26,163,533400,2010,0,85,0,0,0,0,85
G26016305334002011,G2601630533400,26163,26,163,533400,2011,0,47,0,0,0,0,47
G26016305334002012,G2601630533400,26163,26,163,533400,2012,1,77,0,1,3,0,82
G26016305334002013,G2601630533400,26163,26,163,533400,2013,0,71,1,0,1,0,73
G26016305334002014,G2601630533400,26163,26,163,533400,2014,0,0,0,0,0,0,0
G26016305334002015,G2601630533400,26163,26,163,533400,2015,1,27,0,0,0,0,28
G26016305334002016,G2601630533400,26163,26,163,533400,2016,0,3,0,0,0,0,3
G26016305334002017,G2601630533400,26163,26,163,533400,2017,0,0,0,0,0,0,0
G26016305334002018,G2601630533400,26163,26,163,533400,2018,0,39,0,0,2,1,42
G26016305334002019,G2601630533400,26163,26,163,533400,2019,0,64,0,2,3,1,70
G26016305334002020,G2601630533400,26163,26,163,533400,2020,1,79,0,0,0,4,84
G26016305334002021,G2601630533400,26163,26,163,533400,2021,0,0,0,0,0,0,0
G26016305334002022,G2601630533400,26163,26,163,533400,2022,0,0,0,0,0,0,0
G26016305334002023,G2601630533400,26163,26,163,533400,2023,0,0,0,0,0,0,0
G26016305334002024,G2601630533400,26163,26,163,533400,2024,0,0,0,0,0,0,0
G26016305334002025,G2601630533400,26163,26,163,533400,2025,0,0,0,0,0,0,0
G26016305334002026,G2601630533400,26163,26,163,533400,2026,0,0,0,0,0,0,0
G26016305334002027,G2601630533400,26163,26,163,533400,2027,0,1,0,0,0,0,1
G26016305334002028,G2601630533400,26163,26,163,533400,2028,0,0,0,0,0,0,0
G26016305334002029,G2601630533400,26163,26,163,533400,2029,1,40,0,0,1,0,42
G26016305334002030,G2601630533400,26163,26,163,533400,2030,0,0,0,0,0,0,0
G26016305334002031,G2601630533400,26163,26,163,533400,2031,0,0,0,0,0,0,0
G26016305334003000,G2601630533400,26163,26,163,533400,3000,0,31,0,0,0,0,31
G26016305334003001,G2601630533400,26163,26,163,533400,3001,0,48,0,0,0,0,48
G26016305334003002,G2601630533400,26163,26,163,533400,3002,1,46,0,0,0,3,50
G26016305334003003,G2601630533400,26163,26,163,533400,3003,0,53,1,0,0,0,54
G26016305334003004,G2601630533400,26163,26,163,533400,3004,0,35,0,0,0,0,35
G26016305334003005,G2601630533400,26163,26,163,533400,3005,0,70,0,0,0,0,70
G26016305334003006,G2601630533400,26163,26,163,533400,3006,0,66,0,0,3,1,70
G26016305334004000,G2601630533400,26163,26,163,533400,4000,2,69,0,0,4,0,75
G26016305334004001,G2601630533400,26163,26,163,533400,4001,1,149,0,0,5,1,156
G26016305334004002,G2601630533400,26163,26,163,533400,4002,0,74,0,0,2,1,77
G26016305334004003,G2601630533400,26163,26,163,533400,4003,0,29,0,0,0,2,31
G26016305334004004,G2601630533400,26163,26,163,533400,4004,0,0,0,0,0,0,0
G26016305334004005,G2601630533400,26163,26,163,533400,4005,0,0,0,0,0,0,0
G26016305334004006,G2601630533400,26163,26,163,533400,4006,0,0,0,0,0,0,0
G26016305334004007,G2601630533400,26163,26,163,533400,4007,0,0,0,0,0,0,0
G26016305334004008,G2601630533400,26163,26,163,533400,4008,0,0,0,0,0,0,0
G26016305334004009,G2601630533400,26163,26,163,533400,4009,0,0,0,0,0,0,0
G26016305334004010,G2601630533400,26163,26,163,533400,4010,0,21,0,0,0,0,21
G26016305334004011,G2601630533400,26163,26,163,533400,4011,1,91,0,0,0,0,92
G26016305334004012,G2601630533400,26163,26,163,533400,4012,1,85,0,0,3,0,89
G26016305334004013,G2601630533400,26163,26,163,533400,4013,0,0,0,0,0,0,0
G26016305334004014,G2601630533400,26163,26,163,533400,4014,3,159,0,1,5,0,168
G26016305334004015,G2601630533400,26163,26,163,533400,4015,0,0,0,0,0,0,0
G26016305334004016,G2601630533400,26163,26,163,533400,4016,0,0,0,0,0,0,0
G26016305334004017,G2601630533400,26163,26,163,533400,4017,0,0,0,0,0,0,0
G26016305334004018,G2601630533400,26163,26,163,533400,4018,0,0,0,0,0,0,0
G26016305334005000,G2601630533400,26163,26,163,533400,5000,0,69,0,0,0,0,69
G26016305334005001,G2601630533400,26163,26,163,533400,5001,0,78,0,0,6,1,85
G26016305334005002,G2601630533400,26163,26,163,533400,5002,1,85,0,0,2,5,93
G26016305334005003,G2601630533400,26163,26,163,533400,5003,0,82,0,0,0,0,82
G26016305334005004,G2601630533400,26163,26,163,533400,5004,0,30,0,0,0,0,30
G26016305334005005,G2601630533400,26163,26,163,533400,5005,0,64,0,0,0,4,68
G26016305334005006,G2601630533400,26163,26,163,533400,5006,0,93,0,0,0,0,93
G26016305335001000,G2601630533500,26163,26,163,533500,1000,0,0,0,0,0,0,0
G26016305335001001,G2601630533500,26163,26,163,533500,1001,0,0,0,0,0,0,0
G26016305335001002,G2601630533500,26163,26,163,533500,1002,0,0,0,0,0,0,0
G26016305335001003,G2601630533500,26163,26,163,533500,1003,0,0,0,0,0,0,0
G26016305335001004,G2601630533500,26163,26,163,533500,1004,0,35,0,0,0,7,42
G26016305335001005,G2601630533500,26163,26,163,533500,1005,0,101,0,1,8,0,110
G26016305335001006,G2601630533500,26163,26,163,533500,1006,0,101,0,0,0,0,101
G26016305335001007,G2601630533500,26163,26,163,533500,1007,1,65,0,0,0,0,66
G26016305335001008,G2601630533500,26163,26,163,533500,1008,0,5,0,0,0,0,5
G26016305335001009,G2601630533500,26163,26,163,533500,1009,0,7,0,0,0,1,8
G26016305335001010,G2601630533500,26163,26,163,533500,1010,0,0,0,0,0,0,0
G26016305335001011,G2601630533500,26163,26,163,533500,1011,1,115,0,0,0,0,116
G26016305335001012,G2601630533500,26163,26,163,533500,1012,0,119,0,0,0,0,119
G26016305335001013,G2601630533500,26163,26,163,533500,1013,0,0,0,0,0,0,0
G26016305335001014,G2601630533500,26163,26,163,533500,1014,0,78,0,0,1,0,79
G26016305335001015,G2601630533500,26163,26,163,533500,1015,0,0,0,0,0,0,0
G26016305335001016,G2601630533500,26163,26,163,533500,1016,0,10,0,0,0,0,10
G26016305335001017,G2601630533500,26163,26,163,533500,1017,0,31,0,0,0,0,31
G26016305335001018,G2601630533500,26163,26,163,533500,1018,0,0,0,0,0,2,2
G26016305335002000,G2601630533500,26163,26,163,533500,2000,0,0,0,0,0,0,0
G26016305335002001,G2601630533500,26163,26,163,533500,2001,0,4,0,0,0,0,4
G26016305335002002,G2601630533500,26163,26,163,533500,2002,0,13,0,0,0,0,13
G26016305335002003,G2601630533500,26163,26,163,533500,2003,0,0,0,0,0,0,0
G26016305335002004,G2601630533500,26163,26,163,533500,2004,0,6,0,0,0,0,6
G26016305335002005,G2601630533500,26163,26,163,533500,2005,0,0,0,0,0,0,0
G26016305335002006,G2601630533500,26163,26,163,533500,2006,0,0,0,0,0,0,0
G26016305335002007,G2601630533500,26163,26,163,533500,2007,3,18,0,1,4,0,26
G26016305335002008,G2601630533500,26163,26,163,533500,2008,0,91,0,0,3,0,94
G26016305335002009,G2601630533500,26163,26,163,533500,2009,0,18,0,0,0,2,20
G26016305335002010,G2601630533500,26163,26,163,533500,2010,0,101,0,0,0,4,105
G26016305335002011,G2601630533500,26163,26,163,533500,2011,1,143,0,0,2,7,153
G26016305335002012,G2601630533500,26163,26,163,533500,2012,0,109,0,0,2,1,112
G26016305335002013,G2601630533500,26163,26,163,533500,2013,0,98,0,1,1,0,100
