GISJOIN,GISJOIN_T,COUNTY_CODE,STATEA,COUNTYA,TRACTA,BLOCKA,whites,blacks,asians,native_americans,others,latino,tot
G26016305002001009,G2601630500200,26163,26,163,500200,1009,5,87,2,0,0,0,94
G26016305002001010,G2601630500200,26163,26,163,500200,1010,2,83,0,0,1,0,86
G26016305002001011,G2601630500200,26163,26,163,500200,1011,6,52,0,0,0,0,58
G26016305002002000,G2601630500200,26163,26,163,500200,2000,12,71,0,0,4,0,87
G26016305002002001,G2601630500200,26163,26,163,500200,2001,4,60,0,0,0,0,64
G26016305002002002,G2601630500200,26163,26,163,500200,2002,2,75,5,0,0,1,83
G26016305002002003,G2601630500200,26163,26,163,500200,2003,0,73,0,0,0,0,73
G26016305002002004,G2601630500200,26163,26,163,500200,2004,7,74,0,0,0,0,81
G26016305002002005,G2601630500200,26163,26,163,500200,2005,11,72,0,0,0,0,83
G26016305002002006,G2601630500200,26163,26,163,500200,2006,1,68,1,0,0,0,70
G26016305002002007,G2601630500200,26163,26,163,500200,2007,5,88,0,0,0,1,94
G26016305002002008,G2601630500200,26163,26,163,500200,2008,3,81,0,0,0,0,84
G26016305002002009,G2601630500200,26163,26,163,500200,2009,1,76,0,0,0,0,77
G26016305002002010,G2601630500200,26163,26,163,500200,2010,10,87,0,0,1,0,98
G26016305002002011,G2601630500200,26163,26,163,500200,2011,2,78,0,0,2,0,82
G26016305002003000,G2601630500200,26163,26,163,500200,3000,6,72,0,0,0,0,78
G26016305002003001,G2601630500200,26163,26,163,500200,3001,5,72,0,0,1,4,82
G26016305002003002,G2601630500200,26163,26,163,500200,3002,3,49,0,0,0,0,52
G26016305002003003,G2601630500200,26163,26,163,500200,3003,3,47,0,0,1,0,51
G26016305002003004,G2601630500200,26163,26,163,500200,3004,3,88,0,0,4,2,97
G26016305002003005,G2601630500200,26163,26,163,500200,3005,5,63,0,0,5,1,74
G26016305002003006,G2601630500200,26163,26,163,500200,3006,8,55,0,4,0,1,68
G26016305002003007,G2601630500200,26163,26,163,500200,3007,9,94,4,1,3,0,111
G26016305002003008,G2601630500200,26163,26,163,500200,3008,16,45,0,3,0,0,64
G26016305002004000,G2601630500200,26163,26,163,500200,4000,1,32,0,0,0,0,33
G26016305002004001,G2601630500200,26163,26,163,500200,4001,3,15,1,0,0,0,19
G26016305002004002,G2601630500200,26163,26,163,500200,4002,7,62,0,0,0,0,69
G26016305002004003,G2601630500200,26163,26,163,500200,4003,0,67,1,0,0,0,68
G26016305002004004,G2601630500200,26163,26,163,500200,4004,8,73,0,0,0,0,81
G26016305002004005,G2601630500200,26163,26,163,500200,4005,6,82,0,0,1,0,89
G26016305002004006,G2601630500200,26163,26,163,500200,4006,9,112,0,0,0,0,121
G26016305002004007,G2601630500200,26163,26,163,500200,4007,3,62,0,0,0,0,65
G26016305002004008,G2601630500200,26163,26,163,500200,4008,8,73,0,0,1,0,82
G26016305002004009,G2601630500200,26163,26,163,500200,4009,5,104,0,1,0,0,110
G26016305002004010,G2601630500200,26163,26,163,500200,4010,0,0,0,0,0,0,0
G26016305003001000,G2601630500300,26163,26,163,500300,1000,2,79,1,0,0,0,82
G26016305003001001,G2601630500300,26163,26,163,500300,1001,0,0,0,0,0,0,0
G26016305003001002,G2601630500300,26163,26,163,500300,1002,3,82,0,0,1,0,86
G26016305003001003,G2601630500300,26163,26,163,500300,1003,3,79,0,0,0,0,82
G26016305003001004,G2601630500300,26163,26,163,500300,1004,0,0,0,0,0,0,0
G26016305003001005,G2601630500300,26163,26,163,500300,1005,1,60,0,0,0,0,61
G26016305003001006,G2601630500300,26163,26,163,500300,1006,7,58,0,4,0,4,73
G26016305003001007,G2601630500300,26163,26,163,500300,1007,2,36,0,1,0,2,41
G26016305003001008,G2601630500300,26163,26,163,500300,1008,2,49,0,0,0,0,51
G26016305003001009,G2601630500300,26163,26,163,500300,1009,1,62,0,0,8,0,71
G26016305003001010,G2601630500300,26163,26,163,500300,1010,10,68,0,0,6,0,84
G26016305003001011,G2601630500300,26163,26,163,500300,1011,6,106,0,1,2,0,115
G26016305003001012,G2601630500300,26163,26,163,500300,1012,0,81,0,0,0,0,81
G26016305003001013,G2601630500300,26163,26,163,500300,1013,2,93,0,0,0,0,95
G26016305003002000,G2601630500300,26163,26,163,500300,2000,6,46,6,0,6,0,64
G26016305003002001,G2601630500300,26163,26,163,500300,2001,2,57,0,0,3,0,62
G26016305003002002,G2601630500300,26163,26,163,500300,2002,7,69,0,0,0,0,76
G26016305003002003,G2601630500300,26163,26,163,500300,2003,7,75,0,0,2,0,84
G26016305003002004,G2601630500300,26163,26,163,500300,2004,17,50,0,0,4,0,71
G26016305003002005,G2601630500300,26163,26,163,500300,2005,7,81,0,0,5,0,93
G26016305003002006,G2601630500300,26163,26,163,500300,2006,6,83,0,0,0,0,89
G26016305003002007,G2601630500300,26163,26,163,500300,2007,1,0,0,0,0,0,1
G26016305003002008,G2601630500300,26163,26,163,500300,2008,0,0,0,0,0,0,0
G26016305003002009,G2601630500300,26163,26,163,500300,2009,2,13,0,0,0,0,15
G26016305003002010,G2601630500300,26163,26,163,500300,2010,5,56,0,0,4,1,66
G26016305003002011,G2601630500300,26163,26,163,500300,2011,4,36,0,0,1,0,41
G26016305003002012,G2601630500300,26163,26,163,500300,2012,12,44,0,0,0,0,56
G26016305003002013,G2601630500300,26163,26,163,500300,2013,2,46,8,0,0,10,66
G26016305003002014,G2601630500300,26163,26,163,500300,2014,0,36,0,0,1,0,37
G26016305003003000,G2601630500300,26163,26,163,500300,3000,4,72,0,0,1,6,83
G26016305003003001,G2601630500300,26163,26,163,500300,3001,9,38,10,0,0,2,59
G26016305003003002,G2601630500300,26163,26,163,500300,3002,2,52,0,0,0,0,54
G26016305003003003,G2601630500300,26163,26,163,500300,3003,6,92,0,0,5,2,105
G26016305003003004,G2601630500300,26163,26,163,500300,3004,3,88,12,0,1,0,104
G26016305003003005,G2601630500300,26163,26,163,500300,3005,1,76,12,0,0,0,89
G26016305003003006,G2601630500300,26163,26,163,500300,3006,4,100,0,0,2,0,106
G26016305003003007,G2601630500300,26163,26,163,500300,3007,8,64,0,0,1,0,73
G26016305003003008,G2601630500300,26163,26,163,500300,3008,0,33,14,0,0,0,47
G26016305003004000,G2601630500300,26163,26,163,500300,4000,6,76,13,0,2,0,97
G26016305003004001,G2601630500300,26163,26,163,500300,4001,10,105,0,0,2,0,117
G26016305003004002,G2601630500300,26163,26,163,500300,4002,0,0,0,0,0,0,0
G26016305003004003,G2601630500300,26163,26,163,500300,4003,0,14,0,0,0,0,14
G26016305003004004,G2601630500300,26163,26,163,500300,4004,0,99,6,0,0,1,106
G26016305003004005,G2601630500300,26163,26,163,500300,4005,8,74,0,0,0,1,83
G26016305003004006,G2601630500300,26163,26,163,500300,4006,1,57,0,1,3,6,68
G26016305003004007,G2601630500300,26163,26,163,500300,4007,1,34,0,0,0,0,35
G26016305003004008,G2601630500300,26163,26,163,500300,4008,7,33,0,0,0,0,40
G26016305003004009,G2601630500300,26163,26,163,500300,4009,0,20,0,0,0,0,20
G26016305003004010,G2601630500300,26163,26,163,500300,4010,2,38,0,0,0,1,41
G26016305003004011,G2601630500300,26163,26,163,500300,4011,2,51,0,0,0,0,53
G26016305004001000,G2601630500400,26163,26,163,500400,1000,0,8,0,0,0,2,10
G26016305004001001,G2601630500400,26163,26,163,500400,1001,1,24,0,0,0,0,25
G26016305004001002,G2601630500400,26163,26,163,500400,1002,0,23,0,0,4,0,27
G26016305004001003,G2601630500400,26163,26,163,500400,1003,1,31,0,0,0,1,33
G26016305004001004,G2601630500400,26163,26,163,500400,1004,1,26,0,0,0,0,27
G26016305004001005,G2601630500400,26163,26,163,500400,1005,3,59,0,1,1,0,64
G26016305004001006,G2601630500400,26163,26,163,500400,1006,1,36,0,0,2,0,39
G26016305004001007,G2601630500400,26163,26,163,500400,1007,5,30,0,0,1,0,36
G26016305004002000,G2601630500400,26163,26,163,500400,2000,5,36,0,0,0,0,41
G26016305004002001,G2601630500400,26163,26,163,500400,2001,0,38,0,0,0,0,38
G26016305004002002,G2601630500400,26163,26,163,500400,2002,4,62,0,0,2,0,68
G26016305004002003,G2601630500400,26163,26,163,500400,2003,0,35,0,0,0,2,37
G26016305004002004,G2601630500400,26163,26,163,500400,2004,0,9,0,0,0,0,9
G26016305004002005,G2601630500400,26163,26,163,500400,2005,4,59,0,0,0,0,63
G26016305004002006,G2601630500400,26163,26,163,500400,2006,0,10,0,0,0,0,10
G26016305004003000,G2601630500400,26163,26,163,500400,3000,0,28,0,0,0,0,28
G26016305004003001,G2601630500400,26163,26,163,500400,3001,6,46,0,0,0,4,56
G26016305004003002,G2601630500400,26163,26,163,500400,3002,0,45,0,0,1,0,46
G26016305004003003,G2601630500400,26163,26,163,500400,3003,0,18,0,0,1,0,19
G26016305004003004,G2601630500400,26163,26,163,500400,3004,0,34,0,0,0,0,34
G26016305004003005,G2601630500400,26163,26,163,500400,3005,4,27,0,2,1,3,37
G26016305004003006,G2601630500400,26163,26,163,500400,3006,0,37,0,0,0,0,37
G26016305004003007,G2601630500400,26163,26,163,500400,3007,0,19,0,0,2,0,21
G26016305004003008,G2601630500400,26163,26,163,500400,3008,0,23,0,0,0,0,23
G26016305004003009,G2601630500400,26163,26,163,500400,3009,0,0,0,0,0,0,0
G26016305004003010,G2601630500400,26163,26,163,500400,3010,0,47,0,1,0,1,49
G26016305004003011,G2601630500400,26163,26,163,500400,3011,0,13,0,0,3,0,16
G26016305004003012,G2601630500400,26163,26,163,500400,3012,0,26,0,0,0,0,26
G26016305004003013,G2601630500400,26163,26,163,500400,3013,0,24,0,0,0,1,25
G26016305004003014,G2601630500400,26163,26,163,500400,3014,0,21,0,0,0,0,21
G26016305004003015,G2601630500400,26163,26,163,500400,3015,0,8,0,0,0,0,8
G26016305004003016,G2601630500400,26163,26,163,500400,3016,4,20,0,0,0,0,24
G26016305004003017,G2601630500400,26163,26,163,500400,3017,0,45,0,0,1,1,47
G26016305004004000,G2601630500400,26163,26,163,500400,4000,11,83,0,0,1,1,96
G26016305004004001,G2601630500400,26163,26,163,500400,4001,0,104,0,0,4,0,108
G26016305004004002,G2601630500400,26163,26,163,500400,4002,0,50,0,0,0,0,50
G26016305004004003,G2601630500400,26163,26,163,500400,4003,4,52,0,0,2,0,58
G26016305004004004,G2601630500400,26163,26,163,500400,4004,0,42,0,0,0,0,42
G26016305004004005,G2601630500400,26163,26,163,500400,4005,0,51,0,0,0,0,51
G26016305004004006,G2601630500400,26163,26,163,500400,4006,1,12,0,0,0,0,13
G26016305004004007,G2601630500400,26163,26,163,500400,4007,1,22,0,5,3,1,32
G26016305004004008,G2601630500400,26163,26,163,500400,4008,0,34,0,0,0,4,38
G26016305004004009,G2601630500400,26163,26,163,500400,4009,0,13,1,0,0,0,14
G26016305004004010,G2601630500400,26163,26,163,500400,4010,1,26,0,0,0,0,27
G26016305004004011,G2601630500400,26163,26,163,500400,4011,1,37,0,0,0,0,38
G26016305004004012,G2601630500400,26163,26,163,500400,4012,0,19,0,0,0,2,21
G26016305004004013,G2601630500400,26163,26,163,500400,4013,2,0,0,0,0,0,2
G26016305004004014,G2601630500400,26163,26,163,500400,4014,0,12,0,0,0,0,12
G26016305004004015,G2601630500400,26163,26,163,500400,4015,0,18,0,0,0,0,18
G26016305005001000,G2601630500500,26163,26,163,500500,1000,0,38,0,0,0,0,38
G26016305005001001,G2601630500500,26163,26,163,500500,1001,0,62,0,0,0,0,62
G26016305005001002,G2601630500500,26163,26,163,500500,1002,3,66,0,0,0,0,69
G26016305005001003,G2601630500500,26163,26,163,500500,1003,1,70,0,0,0,2,73
G26016305005001004,G2601630500500,26163,26,163,500500,1004,3,113,0,0,1,0,117
G26016305005001005,G2601630500500,26163,26,163,500500,1005,0,54,0,0,0,0,54
G26016305005001006,G2601630500500,26163,26,163,500500,1006,0,54,0,0,0,1,55
G26016305005001007,G2601630500500,26163,26,163,500500,1007,5,97,0,0,1,0,103
G26016305005001008,G2601630500500,26163,26,163,500500,1008,4,56,0,0,0,0,60
G26016305005001009,G2601630500500,26163,26,163,500500,1009,0,19,0,0,0,0,19
G26016305005001010,G2601630500500,26163,26,163,500500,1010,0,66,0,0,1,0,67
G26016305005001011,G2601630500500,26163,26,163,500500,1011,9,70,0,0,0,0,79
G26016305005001012,G2601630500500,26163,26,163,500500,1012,0,80,0,0,1,0,81
G26016305005001013,G2601630500500,26163,26,163,500500,1013,0,62,0,2,0,0,64
G26016305005001014,G2601630500500,26163,26,163,500500,1014,0,0,0,0,0,0,0
G26016305005001015,G2601630500500,26163,26,163,500500,1015,0,0,0,0,0,0,0
G26016305005001016,G2601630500500,26163,26,163,500500,1016,0,28,0,0,0,0,28
G26016305005002000,G2601630500500,26163,26,163,500500,2000,1,22,0,0,1,0,24
G26016305005002001,G2601630500500,26163,26,163,500500,2001,1,42,1,0,0,0,44
G26016305005002002,G2601630500500,26163,26,163,500500,2002,2,38,0,5,0,0,45
G26016305005002003,G2601630500500,26163,26,163,500500,2003,1,51,0,0,0,0,52
G26016305005002004,G2601630500500,26163,26,163,500500,2004,0,57,0,0,0,0,57
G26016305005002005,G2601630500500,26163,26,163,500500,2005,0,43,3,0,3,1,50
G26016305005002006,G2601630500500,26163,26,163,500500,2006,3,59,0,2,6,0,70
G26016305005002007,G2601630500500,26163,26,163,500500,2007,0,20,0,0,0,0,20
G26016305005002008,G2601630500500,26163,26,163,500500,2008,0,43,1,0,0,0,44
G26016305005003000,G2601630500500,26163,26,163,500500,3000,1,39,0,1,1,1,43
G26016305005003001,G2601630500500,26163,26,163,500500,3001,1,38,0,0,1,2,42
G26016305005003002,G2601630500500,26163,26,163,500500,3002,1,72,0,0,0,0,73
G26016305005003003,G2601630500500,26163,26,163,500500,3003,3,83,0,0,2,0,88
G26016305005003004,G2601630500500,26163,26,163,500500,3004,1,51,0,0,4,0,56
G26016305005003005,G2601630500500,26163,26,163,500500,3005,0,25,0,0,0,0,25
G26016305005003006,G2601630500500,26163,26,163,500500,3006,1,52,0,0,0,0,53
G26016305005003007,G2601630500500,26163,26,163,500500,3007,1,78,0,0,1,0,80
G26016305005003008,G2601630500500,26163,26,163,500500,3008,0,74,0,0,0,0,74
G26016305005003009,G2601630500500,26163,26,163,500500,3009,0,24,0,0,0,5,29
G26016305005004000,G2601630500500,26163,26,163,500500,4000,2,29,0,0,0,0,31
G26016305005004001,G2601630500500,26163,26,163,500500,4001,0,13,0,0,0,0,13
G26016305005004002,G2601630500500,26163,26,163,500500,4002,1,18,0,0,0,0,19
G26016305005004003,G2601630500500,26163,26,163,500500,4003,0,43,0,0,0,0,43
G26016305005004004,G2601630500500,26163,26,163,500500,4004,0,43,0,1,0,0,44
G26016305005004005,G2601630500500,26163,26,163,500500,4005,3,35,0,0,0,0,38
G26016305005004006,G2601630500500,26163,26,163,500500,4006,0,22,0,0,0,0,22
G26016305005004007,G2601630500500,26163,26,163,500500,4007,2,20,0,0,0,0,22
G26016305005004008,G2601630500500,26163,26,163,500500,4008,0,24,0,0,0,1,25
G26016305005004009,G2601630500500,26163,26,163,500500,4009,0,10,0,0,0,0,10
G26016305006001000,G2601630500600,26163,26,163,500600,1000,0,0,0,0,0,0,0
G26016305006001001,G2601630500600,26163,26,163,500600,1001,0,24,0,0,0,0,24
G26016305006001002,G2601630500600,26163,26,163,500600,1002,9,15,0,0,0,1,25
G26016305006001003,G2601630500600,26163,26,163,500600,1003,7,108,1,0,6,3,125
G26016305006001004,G2601630500600,26163,26,163,500600,1004,11,96,1,0,3,1,112
G26016305006001005,G2601630500600,26163,26,163,500600,1005,0,77,0,0,0,0,77
G26016305006001006,G2601630500600,26163,26,163,500600,1006,1,66,0,0,0,0,67
G26016305006001007,G2601630500600,26163,26,163,500600,1007,0,0,0,0,0,0,0
G26016305006001008,G2601630500600,26163,26,163,500600,1008,2,60,0,0,2,0,64
G26016305006001009,G2601630500600,26163,26,163,500600,1009,1,81,0,0,0,0,82
G26016305006001010,G2601630500600,26163,26,163,500600,1010,7,52,0,0,1,0,60
G26016305006001011,G2601630500600,26163,26,163,500600,1011,1,25,0,0,0,0,26
G26016305006001012,G2601630500600,26163,26,163,500600,1012,3,77,0,0,0,0,80
G26016305006001013,G2601630500600,26163,26,163,500600,1013,5,74,0,0,0,0,79
G26016305006001014,G2601630500600,26163,26,163,500600,1014,3,43,0,0,0,0,46
G26016305006001015,G2601630500600,26163,26,163,500600,1015,3,125,1,1,4,1,135
G26016305006001016,G2601630500600,26163,26,163,500600,1016,0,88,0,0,0,0,88
G26016305006001017,G2601630500600,26163,26,163,500600,1017,4,41,0,0,0,0,45
G26016305006001018,G2601630500600,26163,26,163,500600,1018,0,42,0,0,4,0,46
G26016305006001019,G2601630500600,26163,26,163,500600,1019,0,0,0,0,0,0,0
G26016305006001020,G2601630500600,26163,26,163,500600,1020,0,55,0,0,6,0,61
G26016305006001021,G2601630500600,26163,26,163,500600,1021,0,57,0,0,0,0,57
G26016305006001022,G2601630500600,26163,26,163,500600,1022,0,45,0,0,0,2,47
G26016305006002000,G2601630500600,26163,26,163,500600,2000,10,60,0,0,2,0,72
G26016305006002001,G2601630500600,26163,26,163,500600,2001,4,56,0,1,5,1,67
G26016305006002002,G2601630500600,26163,26,163,500600,2002,0,35,0,0,0,0,35
G26016305006002003,G2601630500600,26163,26,163,500600,2003,3,30,0,0,0,0,33
G26016305006002004,G2601630500600,26163,26,163,500600,2004,1,77,0,0,0,0,78
G26016305006002005,G2601630500600,26163,26,163,500600,2005,3,67,0,0,0,0,70
G26016305006002006,G2601630500600,26163,26,163,500600,2006,5,67,0,0,6,1,79
G26016305006002007,G2601630500600,26163,26,163,500600,2007,5,36,0,0,0,0,41
G26016305006002008,G2601630500600,26163,26,163,500600,2008,0,45,0,0,0,0,45
G26016305006002009,G2601630500600,26163,26,163,500600,2009,0,54,0,0,2,0,56
G26016305006002010,G2601630500600,26163,26,163,500600,2010,0,58,0,0,1,3,62
G26016305006002011,G2601630500600,26163,26,163,500600,2011,0,82,0,0,0,0,82
G26016305006003000,G2601630500600,26163,26,163,500600,3000,0,13,0,0,0,0,13
G26016305006003001,G2601630500600,26163,26,163,500600,3001,1,11,0,0,0,0,12
G26016305006003002,G2601630500600,26163,26,163,500600,3002,0,36,0,0,0,0,36
G26016305006003003,G2601630500600,26163,26,163,500600,3003,1,22,0,0,2,1,26
G26016305006003004,G2601630500600,26163,26,163,500600,3004,0,23,0,0,0,0,23
G26016305006003005,G2601630500600,26163,26,163,500600,3005,2,43,0,0,8,0,53
G26016305006003006,G2601630500600,26163,26,163,500600,3006,1,44,0,0,1,1,47
G26016305006003007,G2601630500600,26163,26,163,500600,3007,0,10,0,0,0,0,10
G26016305006003008,G2601630500600,26163,26,163,500600,3008,1,40,0,1,0,0,42
G26016305006003009,G2601630500600,26163,26,163,500600,3009,0,29,0,0,0,0,29
G26016305006003010,G2601630500600,26163,26,163,500600,3010,4,36,0,0,3,0,43
G26016305006003011,G2601630500600,26163,26,163,500600,3011,1,41,0,0,4,0,46
G26016305006004000,G2601630500600,26163,26,163,500600,4000,0,11,0,0,0,0,11
G26016305006004001,G2601630500600,26163,26,163,500600,4001,0,26,0,0,0,0,26
G26016305006004002,G2601630500600,26163,26,163,500600,4002,0,73,1,0,3,0,77
G26016305006004003,G2601630500600,26163,26,163,500600,4003,2,37,0,1,0,0,40
G26016305006004004,G2601630500600,26163,26,163,500600,4004,2,39,0,0,7,0,48
G26016305006004005,G2601630500600,26163,26,163,500600,4005,0,44,0,0,0,0,44
G26016305006004006,G2601630500600,26163,26,163,500600,4006,0,40,0,0,4,0,44
G26016305006004007,G2601630500600,26163,26,163,500600,4007,3,64,0,0,0,0,67
G26016305006004008,G2601630500600,26163,26,163,500600,4008,0,13,0,0,0,0,13
G26016305006004009,G2601630500600,26163,26,163,500600,4009,3,37,0,0,3,0,43
G26016305006004010,G2601630500600,26163,26,163,500600,4010,0,39,0,0,0,0,39
G26016305006004011,G2601630500600,26163,26,163,500600,4011,0,39,0,0,0,0,39
G26016305006004012,G2601630500600,26163,26,163,500600,4012,0,34,0,0,0,0,34
G26016305006004013,G2601630500600,26163,26,163,500600,4013,0,29,0,0,0,0,29
G26016305006005000,G2601630500600,26163,26,163,500600,5000,0,23,0,0,3,0,26
G26016305006005001,G2601630500600,26163,26,163,500600,5001,0,16,0,0,0,0,16
G26016305006005002,G2601630500600,26163,26,163,500600,5002,1,1,0,0,0,0,2
G26016305006005003,G2601630500600,26163,26,163,500600,5003,1,26,9,0,0,0,36
G26016305006005004,G2601630500600,26163,26,163,500600,5004,2,28,4,0,0,2,36
G26016305006005005,G2601630500600,26163,26,163,500600,5005,2,36,1,0,0,1,40
G26016305006005006,G2601630500600,26163,26,163,500600,5006,1,28,0,0,0,0,29
G26016305006005007,G2601630500600,26163,26,163,500600,5007,4,31,0,0,0,0,35
G26016305006005008,G2601630500600,26163,26,163,500600,5008,1,15,0,0,2,0,18
G26016305006005009,G2601630500600,26163,26,163,500600,5009,1,17,0,0,4,1,23
G26016305006005010,G2601630500600,26163,26,163,500600,5010,0,20,0,0,0,0,20
G26016305006005011,G2601630500600,26163,26,163,500600,5011,4,48,5,0,2,0,59
G26016305006005012,G2601630500600,26163,26,163,500600,5012,0,25,0,0,0,0,25
G26016305006005013,G2601630500600,26163,26,163,500600,5013,0,34,0,0,1,0,35
G26016305006005014,G2601630500600,26163,26,163,500600,5014,0,19,0,0,0,0,19
G26016305006005015,G2601630500600,26163,26,163,500600,5015,7,29,0,0,0,0,36
G26016305006005016,G2601630500600,26163,26,163,500600,5016,0,13,0,0,0,0,13
G26016305006005017,G2601630500600,26163,26,163,500600,5017,0,22,0,0,0,1,23
G26016305006005018,G2601630500600,26163,26,163,500600,5018,0,33,0,0,0,0,33
G26016305006005019,G2601630500600,26163,26,163,500600,5019,2,49,0,0,0,0,51
